Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-06-26T03:30:00+02:00,1997,98,1876
Bielefeld,2020-06-26T03:30:00+02:00,444,5,406
Bochum,2020-06-26T03:30:00+02:00,613,19,562
Bonn,2020-06-26T03:30:00+02:00,755,8,746
Borken (Kreis),2020-06-26T03:30:00+02:00,1112,39,1069
Bottrop,2020-06-26T03:30:00+02:00,211,7,206
Coesfeld (Kreis),2020-06-26T03:30:00+02:00,871,24,844
Dortmund,2020-06-26T03:30:00+02:00,930,9,793
Duisburg,2020-06-26T03:30:00+02:00,1440,57,1214
Düren (Kreis),2020-06-26T03:30:00+02:00,614,39,561
Düsseldorf,2020-06-26T03:30:00+02:00,1731,37,1486
Ennepe-Ruhr-Kreis,2020-06-26T03:30:00+02:00,469,14,438
Essen,2020-06-26T03:30:00+02:00,961,41,857
Euskirchen (Kreis),2020-06-26T03:30:00+02:00,475,23,446
Gelsenkirchen,2020-06-26T03:30:00+02:00,499,16,413
Gütersloh (Kreis),2020-06-26T03:30:00+02:00,2015,20,738
Hagen,2020-06-26T03:30:00+02:00,384,13,329
Hamm,2020-06-26T03:30:00+02:00,539,36,442
Heinsberg (Kreis),2020-06-26T03:30:00+02:00,1942,81,1807
Herford (Kreis),2020-06-26T03:30:00+02:00,369,7,330
Herne,2020-06-26T03:30:00+02:00,231,2,197
Hochsauerlandkreis,2020-06-26T03:30:00+02:00,622,17,593
Höxter (Kreis),2020-06-26T03:30:00+02:00,371,18,345
Kleve (Kreis),2020-06-26T03:30:00+02:00,805,37,726
Köln,2020-06-26T03:30:00+02:00,2591,103,2423
Krefeld,2020-06-26T03:30:00+02:00,653,22,621
Leverkusen,2020-06-26T03:30:00+02:00,251,5,237
Lippe (Kreis),2020-06-26T03:30:00+02:00,759,29,716
Märkischer Kreis,2020-06-26T03:30:00+02:00,617,31,573
Mettmann (Kreis),2020-06-26T03:30:00+02:00,1005,79,894
Minden-Lübbecke (Kreis),2020-06-26T03:30:00+02:00,493,12,487
Mönchengladbach,2020-06-26T03:30:00+02:00,678,41,590
Mülheim / Ruhr,2020-06-26T03:30:00+02:00,244,13,208
Münster,2020-06-26T03:30:00+02:00,732,13,710
Oberbergischer Kreis,2020-06-26T03:30:00+02:00,494,18,472
Oberhausen,2020-06-26T03:30:00+02:00,280,10,257
Olpe (Kreis),2020-06-26T03:30:00+02:00,651,56,583
Paderborn (Kreis),2020-06-26T03:30:00+02:00,700,34,614
Recklinghausen (Kreis),2020-06-26T03:30:00+02:00,1359,40,1261
Remscheid,2020-06-26T03:30:00+02:00,243,18,223
Rhein-Erft-Kreis,2020-06-26T03:30:00+02:00,1113,76,1020
Rheinisch-Bergischer Kreis,2020-06-26T03:30:00+02:00,473,22,448
Rhein-Kreis Neuss,2020-06-26T03:30:00+02:00,745,20,695
Rhein-Sieg-Kreis,2020-06-26T03:30:00+02:00,1461,50,1402
Siegen-Wittgenstein (Kreis),2020-06-26T03:30:00+02:00,315,8,306
Soest (Kreis),2020-06-26T03:30:00+02:00,385,8,356
Solingen,2020-06-26T03:30:00+02:00,292,8,245
Steinfurt (Kreis),2020-06-26T03:30:00+02:00,1340,83,1248
Unna (Kreis),2020-06-26T03:30:00+02:00,752,38,588
Viersen (Kreis),2020-06-26T03:30:00+02:00,731,37,676
Warendorf (Kreis),2020-06-26T03:30:00+02:00,723,20,485
Wesel (Kreis),2020-06-26T03:30:00+02:00,680,27,596
Wuppertal,2020-06-26T03:30:00+02:00,987,85,854
