Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-09-18T03:30:00+02:00,2512,103,2297
Bielefeld,2020-09-18T03:30:00+02:00,815,8,744
Bochum,2020-09-18T03:30:00+02:00,1202,28,1050
Bonn,2020-09-18T03:30:00+02:00,1132,9,1115
Borken (Kreis),2020-09-18T03:30:00+02:00,1307,38,1233
Bottrop,2020-09-18T03:30:00+02:00,325,7,309
Coesfeld (Kreis),2020-09-18T03:30:00+02:00,932,25,896
Dortmund,2020-09-18T03:30:00+02:00,1823,20,1644
Duisburg,2020-09-18T03:30:00+02:00,2605,70,2437
Düren (Kreis),2020-09-18T03:30:00+02:00,941,41,854
Düsseldorf,2020-09-18T03:30:00+02:00,2930,47,2782
Ennepe-Ruhr-Kreis,2020-09-18T03:30:00+02:00,801,15,741
Essen,2020-09-18T03:30:00+02:00,1809,46,1645
Euskirchen (Kreis),2020-09-18T03:30:00+02:00,731,27,681
Gelsenkirchen,2020-09-18T03:30:00+02:00,944,20,816
Gütersloh (Kreis),2020-09-18T03:30:00+02:00,2934,20,2684
Hagen,2020-09-18T03:30:00+02:00,728,14,666
Hamm,2020-09-18T03:30:00+02:00,772,38,677
Heinsberg (Kreis),2020-09-18T03:30:00+02:00,2128,92,1981
Herford (Kreis),2020-09-18T03:30:00+02:00,592,8,554
Herne,2020-09-18T03:30:00+02:00,500,6,462
Hochsauerlandkreis,2020-09-18T03:30:00+02:00,859,18,813
Höxter (Kreis),2020-09-18T03:30:00+02:00,429,18,396
Kleve (Kreis),2020-09-18T03:30:00+02:00,1075,37,1013
Köln,2020-09-18T03:30:00+02:00,4330,117,3721
Krefeld,2020-09-18T03:30:00+02:00,956,26,834
Leverkusen,2020-09-18T03:30:00+02:00,501,8,467
Lippe (Kreis),2020-09-18T03:30:00+02:00,951,31,864
Märkischer Kreis,2020-09-18T03:30:00+02:00,1017,32,904
Mettmann (Kreis),2020-09-18T03:30:00+02:00,1823,84,1681
Minden-Lübbecke (Kreis),2020-09-18T03:30:00+02:00,799,13,743
Mönchengladbach,2020-09-18T03:30:00+02:00,1041,50,940
Mülheim / Ruhr,2020-09-18T03:30:00+02:00,553,14,490
Münster,2020-09-18T03:30:00+02:00,990,13,928
Oberbergischer Kreis,2020-09-18T03:30:00+02:00,730,19,613
Oberhausen,2020-09-18T03:30:00+02:00,562,13,517
Olpe (Kreis),2020-09-18T03:30:00+02:00,783,56,699
Paderborn (Kreis),2020-09-18T03:30:00+02:00,877,34,802
Recklinghausen (Kreis),2020-09-18T03:30:00+02:00,2021,44,1852
Remscheid,2020-09-18T03:30:00+02:00,406,19,345
Rhein-Erft-Kreis,2020-09-18T03:30:00+02:00,1609,78,1441
Rheinisch-Bergischer Kreis,2020-09-18T03:30:00+02:00,694,22,667
Rhein-Kreis Neuss,2020-09-18T03:30:00+02:00,1227,24,1172
Rhein-Sieg-Kreis,2020-09-18T03:30:00+02:00,1987,54,1855
Siegen-Wittgenstein (Kreis),2020-09-18T03:30:00+02:00,591,8,529
Soest (Kreis),2020-09-18T03:30:00+02:00,519,8,491
Solingen,2020-09-18T03:30:00+02:00,585,13,473
Steinfurt (Kreis),2020-09-18T03:30:00+02:00,1667,91,1507
Unna (Kreis),2020-09-18T03:30:00+02:00,1221,42,1111
Viersen (Kreis),2020-09-18T03:30:00+02:00,979,37,905
Warendorf (Kreis),2020-09-18T03:30:00+02:00,994,21,940
Wesel (Kreis),2020-09-18T03:30:00+02:00,1293,30,1137
Wuppertal,2020-09-18T03:30:00+02:00,1551,86,1406
