Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2020-12-31T23:59:00+01:00,13368,132,10532
Duisburg,5112,2020-12-31T23:59:00+01:00,15365,345,13501
Essen,5113,2020-12-31T23:59:00+01:00,13249,209,9187
Krefeld,5114,2020-12-31T23:59:00+01:00,5368,52,3959
Mönchengladbach,5116,2020-12-31T23:59:00+01:00,5776,124,4576
Mülheim / Ruhr,5117,2020-12-31T23:59:00+01:00,4411,106,3782
Oberhausen,5119,2020-12-31T23:59:00+01:00,5434,127,4504
Remscheid,5120,2020-12-31T23:59:00+01:00,2900,92,2483
Solingen,5122,2020-12-31T23:59:00+01:00,4854,96,4321
Wuppertal,5124,2020-12-31T23:59:00+01:00,9650,218,8229
Kleve (Kreis),5154,2020-12-31T23:59:00+01:00,4850,84,3540
Mettmann (Kreis),5158,2020-12-31T23:59:00+01:00,10753,285,8734
Rhein-Kreis Neuss,5162,2020-12-31T23:59:00+01:00,8315,121,5902
Viersen (Kreis),5166,2020-12-31T23:59:00+01:00,6082,107,3732
Wesel (Kreis),5170,2020-12-31T23:59:00+01:00,8769,72,7593
Bonn,5314,2020-12-31T23:59:00+01:00,7074,81,5895
Köln,5315,2020-12-31T23:59:00+01:00,26015,343,20029
Leverkusen,5316,2020-12-31T23:59:00+01:00,3497,32,3085
Aachen & Städteregion Aachen,5334,2020-12-31T23:59:00+01:00,14545,282,12880
Düren (Kreis),5358,2020-12-31T23:59:00+01:00,7121,163,6297
Rhein-Erft-Kreis,5362,2020-12-31T23:59:00+01:00,8952,181,8011
Euskirchen (Kreis),5366,2020-12-31T23:59:00+01:00,3841,92,3210
Heinsberg (Kreis),5370,2020-12-31T23:59:00+01:00,6235,168,5096
Oberbergischer Kreis,5374,2020-12-31T23:59:00+01:00,5723,91,4828
Rheinisch-Bergischer Kreis,5378,2020-12-31T23:59:00+01:00,5373,50,4788
Rhein-Sieg-Kreis,5382,2020-12-31T23:59:00+01:00,11831,186,8210
Bottrop,5512,2020-12-31T23:59:00+01:00,2798,21,2324
Gelsenkirchen,5513,2020-12-31T23:59:00+01:00,7599,89,6199
Münster,5515,2020-12-31T23:59:00+01:00,4336,50,3695
Borken (Kreis),5554,2020-12-31T23:59:00+01:00,6884,133,6015
Coesfeld (Kreis),5558,2020-12-31T23:59:00+01:00,3053,40,2561
Recklinghausen (Kreis),5562,2020-12-31T23:59:00+01:00,16081,247,13344
Steinfurt (Kreis),5566,2020-12-31T23:59:00+01:00,7451,157,6384
Warendorf (Kreis),5570,2020-12-31T23:59:00+01:00,5994,94,4810
Bielefeld,5711,2020-12-31T23:59:00+01:00,7184,98,4954
Gütersloh (Kreis),5754,2020-12-31T23:59:00+01:00,10884,131,9114
Herford (Kreis),5758,2020-12-31T23:59:00+01:00,5400,56,3585
Höxter (Kreis),5762,2020-12-31T23:59:00+01:00,2392,34,1942
Lippe (Kreis),5766,2020-12-31T23:59:00+01:00,8647,149,7654
Minden-Lübbecke (Kreis),5770,2020-12-31T23:59:00+01:00,7367,104,6052
Paderborn (Kreis),5774,2020-12-31T23:59:00+01:00,4577,94,3938
Bochum,5911,2020-12-31T23:59:00+01:00,8185,88,5583
Dortmund,5913,2020-12-31T23:59:00+01:00,14064,165,12323
Hagen,5914,2020-12-31T23:59:00+01:00,5360,112,4117
Hamm,5915,2020-12-31T23:59:00+01:00,4953,88,4392
Herne,5916,2020-12-31T23:59:00+01:00,4851,76,3958
Ennepe-Ruhr-Kreis,5954,2020-12-31T23:59:00+01:00,6433,148,5432
Hochsauerlandkreis,5958,2020-12-31T23:59:00+01:00,4123,75,3728
Märkischer Kreis,5962,2020-12-31T23:59:00+01:00,7983,125,5513
Olpe (Kreis),5966,2020-12-31T23:59:00+01:00,2746,88,2325
Siegen-Wittgenstein (Kreis),5970,2020-12-31T23:59:00+01:00,4797,61,4242
Soest (Kreis),5974,2020-12-31T23:59:00+01:00,3530,68,2934
Unna (Kreis),5978,2020-12-31T23:59:00+01:00,9842,200,8709
