Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-08-21T03:30:00+02:00,2261,102,2074
Bielefeld,2020-08-21T03:30:00+02:00,712,7,612
Bochum,2020-08-21T03:30:00+02:00,1000,25,814
Bonn,2020-08-21T03:30:00+02:00,958,9,889
Borken (Kreis),2020-08-21T03:30:00+02:00,1244,38,1138
Bottrop,2020-08-21T03:30:00+02:00,294,7,275
Coesfeld (Kreis),2020-08-21T03:30:00+02:00,903,25,872
Dortmund,2020-08-21T03:30:00+02:00,1545,18,1284
Duisburg,2020-08-21T03:30:00+02:00,2320,66,2052
Düren (Kreis),2020-08-21T03:30:00+02:00,823,40,740
Düsseldorf,2020-08-21T03:30:00+02:00,2489,45,2280
Ennepe-Ruhr-Kreis,2020-08-21T03:30:00+02:00,694,15,613
Essen,2020-08-21T03:30:00+02:00,1520,46,1319
Euskirchen (Kreis),2020-08-21T03:30:00+02:00,662,26,602
Gelsenkirchen,2020-08-21T03:30:00+02:00,768,20,636
Gütersloh (Kreis),2020-08-21T03:30:00+02:00,2812,20,2703
Hagen,2020-08-21T03:30:00+02:00,608,13,517
Hamm,2020-08-21T03:30:00+02:00,669,36,584
Heinsberg (Kreis),2020-08-21T03:30:00+02:00,2034,87,1897
Herford (Kreis),2020-08-21T03:30:00+02:00,538,8,471
Herne,2020-08-21T03:30:00+02:00,427,5,362
Hochsauerlandkreis,2020-08-21T03:30:00+02:00,800,18,714
Höxter (Kreis),2020-08-21T03:30:00+02:00,398,18,367
Kleve (Kreis),2020-08-21T03:30:00+02:00,1013,37,920
Köln,2020-08-21T03:30:00+02:00,3419,113,3055
Krefeld,2020-08-21T03:30:00+02:00,780,24,720
Leverkusen,2020-08-21T03:30:00+02:00,383,5,312
Lippe (Kreis),2020-08-21T03:30:00+02:00,871,31,786
Märkischer Kreis,2020-08-21T03:30:00+02:00,856,32,690
Mettmann (Kreis),2020-08-21T03:30:00+02:00,1629,83,1434
Minden-Lübbecke (Kreis),2020-08-21T03:30:00+02:00,693,13,586
Mönchengladbach,2020-08-21T03:30:00+02:00,927,49,800
Mülheim / Ruhr,2020-08-21T03:30:00+02:00,414,14,367
Münster,2020-08-21T03:30:00+02:00,898,13,819
Oberbergischer Kreis,2020-08-21T03:30:00+02:00,596,18,523
Oberhausen,2020-08-21T03:30:00+02:00,474,12,415
Olpe (Kreis),2020-08-21T03:30:00+02:00,734,56,642
Paderborn (Kreis),2020-08-21T03:30:00+02:00,810,34,732
Recklinghausen (Kreis),2020-08-21T03:30:00+02:00,1762,43,1561
Remscheid,2020-08-21T03:30:00+02:00,323,18,271
Rhein-Erft-Kreis,2020-08-21T03:30:00+02:00,1368,78,1166
Rheinisch-Bergischer Kreis,2020-08-21T03:30:00+02:00,591,22,518
Rhein-Kreis Neuss,2020-08-21T03:30:00+02:00,1076,23,964
Rhein-Sieg-Kreis,2020-08-21T03:30:00+02:00,1738,53,1599
Siegen-Wittgenstein (Kreis),2020-08-21T03:30:00+02:00,499,8,402
Soest (Kreis),2020-08-21T03:30:00+02:00,478,8,444
Solingen,2020-08-21T03:30:00+02:00,441,12,383
Steinfurt (Kreis),2020-08-21T03:30:00+02:00,1556,88,1381
Unna (Kreis),2020-08-21T03:30:00+02:00,1094,40,912
Viersen (Kreis),2020-08-21T03:30:00+02:00,862,37,777
Warendorf (Kreis),2020-08-21T03:30:00+02:00,933,20,869
Wesel (Kreis),2020-08-21T03:30:00+02:00,1138,28,973
Wuppertal,2020-08-21T03:30:00+02:00,1322,86,1111
