Area,Date,Confirmed,Deaths
Aachen & Städteregion Aachen,2020-04-03T10:00:00+02:00,1133,21
Bielefeld,2020-04-03T10:00:00+02:00,334,0
Bochum,2020-04-03T10:00:00+02:00,292,7
Bonn,2020-04-03T10:00:00+02:00,353,3
Borken (Kreis),2020-04-03T10:00:00+02:00,566,8
Bottrop,2020-04-03T10:00:00+02:00,51,1
Coesfeld (Kreis),2020-04-03T10:00:00+02:00,372,7
Dortmund,2020-04-03T10:00:00+02:00,367,1
Duisburg,2020-04-03T10:00:00+02:00,351,2
Düren (Kreis),2020-04-03T10:00:00+02:00,307,7
Düsseldorf,2020-04-03T10:00:00+02:00,538,4
Ennepe-Ruhr-Kreis,2020-04-03T10:00:00+02:00,228,1
Essen,2020-04-03T10:00:00+02:00,430,7
Euskirchen (Kreis),2020-04-03T10:00:00+02:00,165,2
Gelsenkirchen,2020-04-03T10:00:00+02:00,143,2
Gütersloh (Kreis),2020-04-03T10:00:00+02:00,432,2
Hagen,2020-04-03T10:00:00+02:00,96,2
Hamm,2020-04-03T10:00:00+02:00,209,4
Heinsberg (Kreis),2020-04-03T10:00:00+02:00,1406,40
Herford (Kreis),2020-04-03T10:00:00+02:00,194,1
Herne,2020-04-03T10:00:00+02:00,66,0
Hochsauerlandkreis (Kreis),2020-04-03T10:00:00+02:00,343,1
Höxter (Kreis),2020-04-03T10:00:00+02:00,78,1
Kleve (Kreis),2020-04-03T10:00:00+02:00,271,3
Köln,2020-04-03T10:00:00+02:00,1657,19
Krefeld,2020-04-03T10:00:00+02:00,251,1
Leverkusen,2020-04-03T10:00:00+02:00,141,1
Lippe (Kreis),2020-04-03T10:00:00+02:00,393,3
Märkischer Kreis,2020-04-03T10:00:00+02:00,175,3
Mettmann (Kreis),2020-04-03T10:00:00+02:00,451,9
Minden-Lübbecke (Kreis),2020-04-03T10:00:00+02:00,364,1
Mönchengladbach,2020-04-03T10:00:00+02:00,217,1
Mülheim / Ruhr,2020-04-03T10:00:00+02:00,94,2
Münster,2020-04-03T10:00:00+02:00,522,2
Oberbergischer Kreis,2020-04-03T10:00:00+02:00,294,2
Oberhausen,2020-04-03T10:00:00+02:00,91,0
Olpe (Kreis),2020-04-03T10:00:00+02:00,176,2
Paderborn (Kreis),2020-04-03T10:00:00+02:00,295,5
Recklinghausen (Kreis),2020-04-03T10:00:00+02:00,463,1
Remscheid,2020-04-03T10:00:00+02:00,80,1
Rhein-Erft-Kreis,2020-04-03T10:00:00+02:00,462,5
Rheinisch-Bergischer Kreis,2020-04-03T10:00:00+02:00,231,3
Rhein-Kreis Neuss,2020-04-03T10:00:00+02:00,410,6
Rhein-Sieg-Kreis,2020-04-03T10:00:00+02:00,581,2
Siegen-Wittgenstein (Kreis),2020-04-03T10:00:00+02:00,123,2
Soest (Kreis),2020-04-03T10:00:00+02:00,215,1
Solingen,2020-04-03T10:00:00+02:00,124,1
Steinfurt (Kreis),2020-04-03T10:00:00+02:00,528,3
Unna (Kreis),2020-04-03T10:00:00+02:00,255,3
Viersen (Kreis),2020-04-03T10:00:00+02:00,340,5
Warendorf (Kreis),2020-04-03T10:00:00+02:00,338,2
Wesel (Kreis),2020-04-03T10:00:00+02:00,258,2
Wuppertal,2020-04-03T10:00:00+02:00,280,5
