Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-31T03:30:00+02:00,2080,100,1937
Bielefeld,2020-07-31T03:30:00+02:00,591,5,531
Bochum,2020-07-31T03:30:00+02:00,796,20,657
Bonn,2020-07-31T03:30:00+02:00,819,9,770
Borken (Kreis),2020-07-31T03:30:00+02:00,1161,38,1091
Bottrop,2020-07-31T03:30:00+02:00,267,7,221
Coesfeld (Kreis),2020-07-31T03:30:00+02:00,890,25,860
Dortmund,2020-07-31T03:30:00+02:00,1240,15,1085
Duisburg,2020-07-31T03:30:00+02:00,1934,64,1730
Düren (Kreis),2020-07-31T03:30:00+02:00,687,40,589
Düsseldorf,2020-07-31T03:30:00+02:00,2122,44,1995
Ennepe-Ruhr-Kreis,2020-07-31T03:30:00+02:00,570,14,496
Essen,2020-07-31T03:30:00+02:00,1214,42,1048
Euskirchen (Kreis),2020-07-31T03:30:00+02:00,598,23,511
Gelsenkirchen,2020-07-31T03:30:00+02:00,627,17,549
Gütersloh (Kreis),2020-07-31T03:30:00+02:00,2634,20,2532
Hagen,2020-07-31T03:30:00+02:00,486,13,435
Hamm,2020-07-31T03:30:00+02:00,588,36,546
Heinsberg (Kreis),2020-07-31T03:30:00+02:00,1980,85,1868
Herford (Kreis),2020-07-31T03:30:00+02:00,435,7,392
Herne,2020-07-31T03:30:00+02:00,310,3,272
Hochsauerlandkreis,2020-07-31T03:30:00+02:00,710,18,659
Höxter (Kreis),2020-07-31T03:30:00+02:00,378,18,355
Kleve (Kreis),2020-07-31T03:30:00+02:00,852,37,790
Köln,2020-07-31T03:30:00+02:00,2953,108,2661
Krefeld,2020-07-31T03:30:00+02:00,717,24,663
Leverkusen,2020-07-31T03:30:00+02:00,309,5,267
Lippe (Kreis),2020-07-31T03:30:00+02:00,794,30,741
Märkischer Kreis,2020-07-31T03:30:00+02:00,697,31,616
Mettmann (Kreis),2020-07-31T03:30:00+02:00,1370,82,1190
Minden-Lübbecke (Kreis),2020-07-31T03:30:00+02:00,564,13,
Mönchengladbach,2020-07-31T03:30:00+02:00,793,44,682
Mülheim / Ruhr,2020-07-31T03:30:00+02:00,347,14,309
Münster,2020-07-31T03:30:00+02:00,760,13,728
Oberbergischer Kreis,2020-07-31T03:30:00+02:00,524,18,488
Oberhausen,2020-07-31T03:30:00+02:00,384,11,312
Olpe (Kreis),2020-07-31T03:30:00+02:00,681,56,612
Paderborn (Kreis),2020-07-31T03:30:00+02:00,754,34,701
Recklinghausen (Kreis),2020-07-31T03:30:00+02:00,1523,40,1395
Remscheid,2020-07-31T03:30:00+02:00,266,18,231
Rhein-Erft-Kreis,2020-07-31T03:30:00+02:00,1198,76,1061
Rheinisch-Bergischer Kreis,2020-07-31T03:30:00+02:00,519,22,468
Rhein-Kreis Neuss,2020-07-31T03:30:00+02:00,890,21,805
Rhein-Sieg-Kreis,2020-07-31T03:30:00+02:00,1565,52,1431
Siegen-Wittgenstein (Kreis),2020-07-31T03:30:00+02:00,378,8,314
Soest (Kreis),2020-07-31T03:30:00+02:00,412,8,390
Solingen,2020-07-31T03:30:00+02:00,372,12,300
Steinfurt (Kreis),2020-07-31T03:30:00+02:00,1387,84,1277
Unna (Kreis),2020-07-31T03:30:00+02:00,874,39,763
Viersen (Kreis),2020-07-31T03:30:00+02:00,796,37,724
Warendorf (Kreis),2020-07-31T03:30:00+02:00,870,20,828
Wesel (Kreis),2020-07-31T03:30:00+02:00,922,27,825
Wuppertal,2020-07-31T03:30:00+02:00,1101,86,962
