Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-04-29T03:30:00+02:00,1851,80,1467
Bielefeld,2020-04-29T03:30:00+02:00,375,3,301
Bochum,2020-04-29T03:30:00+02:00,426,16,352
Bonn,2020-04-29T03:30:00+02:00,639,6,445
Borken (Kreis),2020-04-29T03:30:00+02:00,880,36,695
Bottrop,2020-04-29T03:30:00+02:00,145,6,86
Coesfeld (Kreis),2020-04-29T03:30:00+02:00,501,21,402
Dortmund,2020-04-29T03:30:00+02:00,676,6,557
Duisburg,2020-04-29T03:30:00+02:00,828,19,568
Düren (Kreis),2020-04-29T03:30:00+02:00,547,29,397
Düsseldorf,2020-04-29T03:30:00+02:00,1017,24,737
Ennepe-Ruhr-Kreis,2020-04-29T03:30:00+02:00,379,11,304
Essen,2020-04-29T03:30:00+02:00,727,32,524
Euskirchen (Kreis),2020-04-29T03:30:00+02:00,346,13,200
Gelsenkirchen,2020-04-29T03:30:00+02:00,332,8,221
Gütersloh (Kreis),2020-04-29T03:30:00+02:00,588,17,459
Hagen,2020-04-29T03:30:00+02:00,249,6,159
Hamm,2020-04-29T03:30:00+02:00,439,31,248
Heinsberg (Kreis),2020-04-29T03:30:00+02:00,1745,62,1446
Herford (Kreis),2020-04-29T03:30:00+02:00,317,5,239
Herne,2020-04-29T03:30:00+02:00,158,1,106
Hochsauerlandkreis (Kreis),2020-04-29T03:30:00+02:00,571,15,436
Höxter (Kreis),2020-04-29T03:30:00+02:00,283,6,191
Kleve (Kreis),2020-04-29T03:30:00+02:00,574,23,338
Köln,2020-04-29T03:30:00+02:00,2251,85,1981
Krefeld,2020-04-29T03:30:00+02:00,484,18,317
Leverkusen,2020-04-29T03:30:00+02:00,195,4,157
Lippe (Kreis),2020-04-29T03:30:00+02:00,702,29,474
Märkischer Kreis,2020-04-29T03:30:00+02:00,550,22,316
Mettmann (Kreis),2020-04-29T03:30:00+02:00,819,56,526
Minden-Lübbecke (Kreis),2020-04-29T03:30:00+02:00,414,7,334
Mönchengladbach,2020-04-29T03:30:00+02:00,479,35,315
Mülheim / Ruhr,2020-04-29T03:30:00+02:00,168,5,113
Münster,2020-04-29T03:30:00+02:00,629,13,557
Oberbergischer Kreis,2020-04-29T03:30:00+02:00,448,13,349
Oberhausen,2020-04-29T03:30:00+02:00,177,1,145
Olpe (Kreis),2020-04-29T03:30:00+02:00,551,36,444
Paderborn (Kreis),2020-04-29T03:30:00+02:00,575,26,360
Recklinghausen (Kreis),2020-04-29T03:30:00+02:00,1024,23,706
Remscheid,2020-04-29T03:30:00+02:00,213,14,168
Rhein-Erft-Kreis,2020-04-29T03:30:00+02:00,954,55,563
Rheinisch-Bergischer Kreis,2020-04-29T03:30:00+02:00,425,14,312
Rhein-Kreis Neuss,2020-04-29T03:30:00+02:00,581,19,492
Rhein-Sieg-Kreis,2020-04-29T03:30:00+02:00,1146,27,864
Siegen-Wittgenstein (Kreis),2020-04-29T03:30:00+02:00,278,8,165
Soest (Kreis),2020-04-29T03:30:00+02:00,341,4,283
Solingen,2020-04-29T03:30:00+02:00,226,7,168
Steinfurt (Kreis),2020-04-29T03:30:00+02:00,1239,59,824
Unna (Kreis),2020-04-29T03:30:00+02:00,594,25,317
Viersen (Kreis),2020-04-29T03:30:00+02:00,606,28,347
Warendorf (Kreis),2020-04-29T03:30:00+02:00,456,10,354
Wesel (Kreis),2020-04-29T03:30:00+02:00,502,21,329
Wuppertal,2020-04-29T03:30:00+02:00,794,60,397
