Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-06-03T03:30:00+02:00,1971,93,1846
Bielefeld,2020-06-03T03:30:00+02:00,413,4,395
Bochum,2020-06-03T03:30:00+02:00,536,18,456
Bonn,2020-06-03T03:30:00+02:00,734,8,692
Borken (Kreis),2020-06-03T03:30:00+02:00,1096,38,939
Bottrop,2020-06-03T03:30:00+02:00,201,6,183
Coesfeld (Kreis),2020-06-03T03:30:00+02:00,861,24,789
Dortmund,2020-06-03T03:30:00+02:00,737,6,719
Duisburg,2020-06-03T03:30:00+02:00,1171,55,969
Düren (Kreis),2020-06-03T03:30:00+02:00,599,38,543
Düsseldorf,2020-06-03T03:30:00+02:00,1448,31,1246
Ennepe-Ruhr-Kreis,2020-06-03T03:30:00+02:00,434,14,369
Essen,2020-06-03T03:30:00+02:00,864,41,749
Euskirchen (Kreis),2020-06-03T03:30:00+02:00,467,21,397
Gelsenkirchen,2020-06-03T03:30:00+02:00,413,14,351
Gütersloh (Kreis),2020-06-03T03:30:00+02:00,676,19,593
Hagen,2020-06-03T03:30:00+02:00,330,13,309
Hamm,2020-06-03T03:30:00+02:00,472,36,419
Heinsberg (Kreis),2020-06-03T03:30:00+02:00,1887,70,1739
Herford (Kreis),2020-06-03T03:30:00+02:00,331,7,323
Herne,2020-06-03T03:30:00+02:00,195,2,182
Hochsauerlandkreis,2020-06-03T03:30:00+02:00,609,17,586
Höxter (Kreis),2020-06-03T03:30:00+02:00,354,17,313
Kleve (Kreis),2020-06-03T03:30:00+02:00,711,35,598
Köln,2020-06-03T03:30:00+02:00,2491,99,2341
Krefeld,2020-06-03T03:30:00+02:00,632,22,586
Leverkusen,2020-06-03T03:30:00+02:00,241,5,216
Lippe (Kreis),2020-06-03T03:30:00+02:00,743,29,705
Märkischer Kreis,2020-06-03T03:30:00+02:00,601,30,542
Mettmann (Kreis),2020-06-03T03:30:00+02:00,961,79,837
Minden-Lübbecke (Kreis),2020-06-03T03:30:00+02:00,487,10,448
Mönchengladbach,2020-06-03T03:30:00+02:00,617,40,495
Mülheim / Ruhr,2020-06-03T03:30:00+02:00,216,10,180
Münster,2020-06-03T03:30:00+02:00,717,13,663
Oberbergischer Kreis,2020-06-03T03:30:00+02:00,489,18,457
Oberhausen,2020-06-03T03:30:00+02:00,262,10,239
Olpe (Kreis),2020-06-03T03:30:00+02:00,634,55,567
Paderborn (Kreis),2020-06-03T03:30:00+02:00,653,33,555
Recklinghausen (Kreis),2020-06-03T03:30:00+02:00,1279,39,1197
Remscheid,2020-06-03T03:30:00+02:00,239,17,217
Rhein-Erft-Kreis,2020-06-03T03:30:00+02:00,1095,76,996
Rheinisch-Bergischer Kreis,2020-06-03T03:30:00+02:00,469,20,413
Rhein-Kreis Neuss,2020-06-03T03:30:00+02:00,700,20,663
Rhein-Sieg-Kreis,2020-06-03T03:30:00+02:00,1432,48,1155
Siegen-Wittgenstein (Kreis),2020-06-03T03:30:00+02:00,313,8,290
Soest (Kreis),2020-06-03T03:30:00+02:00,364,8,351
Solingen,2020-06-03T03:30:00+02:00,253,8,239
Steinfurt (Kreis),2020-06-03T03:30:00+02:00,1333,81,1224
Unna (Kreis),2020-06-03T03:30:00+02:00,671,35,588
Viersen (Kreis),2020-06-03T03:30:00+02:00,708,36,629
Warendorf (Kreis),2020-06-03T03:30:00+02:00,495,20,462
Wesel (Kreis),2020-06-03T03:30:00+02:00,621,26,534
Wuppertal,2020-06-03T03:30:00+02:00,940,84,775
