Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-05-15T03:30:00+02:00,1941,87,1753
Bielefeld,2020-05-15T03:30:00+02:00,406,3,364
Bochum,2020-05-15T03:30:00+02:00,487,17,405
Bonn,2020-05-15T03:30:00+02:00,692,6,657
Borken (Kreis),2020-05-15T03:30:00+02:00,985,37,816
Bottrop,2020-05-15T03:30:00+02:00,184,6,141
Coesfeld (Kreis),2020-05-15T03:30:00+02:00,811,23,468
Dortmund,2020-05-15T03:30:00+02:00,720,6,683
Duisburg,2020-05-15T03:30:00+02:00,1031,44,768
Düren (Kreis),2020-05-15T03:30:00+02:00,576,37,508
Düsseldorf,2020-05-15T03:30:00+02:00,1251,28,989
Ennepe-Ruhr-Kreis,2020-05-15T03:30:00+02:00,413,14,349
Essen,2020-05-15T03:30:00+02:00,803,35,667
Euskirchen (Kreis),2020-05-15T03:30:00+02:00,430,20,293
Gelsenkirchen,2020-05-15T03:30:00+02:00,365,12,287
Gütersloh (Kreis),2020-05-15T03:30:00+02:00,602,20,563
Hagen,2020-05-15T03:30:00+02:00,315,11,237
Hamm,2020-05-15T03:30:00+02:00,470,36,342
Heinsberg (Kreis),2020-05-15T03:30:00+02:00,1798,68,1624
Herford (Kreis),2020-05-15T03:30:00+02:00,329,7,305
Herne,2020-05-15T03:30:00+02:00,185,1,157
Hochsauerlandkreis (Kreis),2020-05-15T03:30:00+02:00,599,17,557
Höxter (Kreis),2020-05-15T03:30:00+02:00,331,15,262
Kleve (Kreis),2020-05-15T03:30:00+02:00,617,33,501
Köln,2020-05-15T03:30:00+02:00,2406,96,2255
Krefeld,2020-05-15T03:30:00+02:00,579,22,484
Leverkusen,2020-05-15T03:30:00+02:00,221,5,194
Lippe (Kreis),2020-05-15T03:30:00+02:00,743,29,648
Märkischer Kreis,2020-05-15T03:30:00+02:00,588,26,442
Mettmann (Kreis),2020-05-15T03:30:00+02:00,899,70,750
Minden-Lübbecke (Kreis),2020-05-15T03:30:00+02:00,460,8,402
Mönchengladbach,2020-05-15T03:30:00+02:00,558,38,411
Mülheim / Ruhr,2020-05-15T03:30:00+02:00,192,9,154
Münster,2020-05-15T03:30:00+02:00,670,13,614
Oberbergischer Kreis,2020-05-15T03:30:00+02:00,471,16,426
Oberhausen,2020-05-15T03:30:00+02:00,254,6,187
Olpe (Kreis),2020-05-15T03:30:00+02:00,614,52,519
Paderborn (Kreis),2020-05-15T03:30:00+02:00,606,31,519
Recklinghausen (Kreis),2020-05-15T03:30:00+02:00,1231,34,999
Remscheid,2020-05-15T03:30:00+02:00,233,15,218
Rhein-Erft-Kreis,2020-05-15T03:30:00+02:00,1073,71,887
Rheinisch-Bergischer Kreis,2020-05-15T03:30:00+02:00,448,18,382
Rhein-Kreis Neuss,2020-05-15T03:30:00+02:00,656,18,589
Rhein-Sieg-Kreis,2020-05-15T03:30:00+02:00,1207,47,1801
Siegen-Wittgenstein (Kreis),2020-05-15T03:30:00+02:00,307,8,267
Soest (Kreis),2020-05-15T03:30:00+02:00,357,6,336
Solingen,2020-05-15T03:30:00+02:00,239,7,211
Steinfurt (Kreis),2020-05-15T03:30:00+02:00,1315,76,1097
Unna (Kreis),2020-05-15T03:30:00+02:00,650,35,408
Viersen (Kreis),2020-05-15T03:30:00+02:00,685,35,477
Warendorf (Kreis),2020-05-15T03:30:00+02:00,481,16,434
Wesel (Kreis),2020-05-15T03:30:00+02:00,586,26,467
Wuppertal,2020-05-15T03:30:00+02:00,879,76,649
