Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-30T03:30:00+02:00,2076,100,1937
Bielefeld,2020-07-30T03:30:00+02:00,585,5,528
Bochum,2020-07-30T03:30:00+02:00,788,20,646
Bonn,2020-07-30T03:30:00+02:00,814,9,770
Borken (Kreis),2020-07-30T03:30:00+02:00,1155,38,1085
Bottrop,2020-07-30T03:30:00+02:00,253,7,221
Coesfeld (Kreis),2020-07-30T03:30:00+02:00,888,25,860
Dortmund,2020-07-30T03:30:00+02:00,1222,15,1078
Duisburg,2020-07-30T03:30:00+02:00,1902,64,1730
Düren (Kreis),2020-07-30T03:30:00+02:00,676,40,589
Düsseldorf,2020-07-30T03:30:00+02:00,2108,44,1995
Ennepe-Ruhr-Kreis,2020-07-30T03:30:00+02:00,568,14,496
Essen,2020-07-30T03:30:00+02:00,1205,42,1048
Euskirchen (Kreis),2020-07-30T03:30:00+02:00,593,23,511
Gelsenkirchen,2020-07-30T03:30:00+02:00,627,17,539
Gütersloh (Kreis),2020-07-30T03:30:00+02:00,2625,20,2514
Hagen,2020-07-30T03:30:00+02:00,480,13,429
Hamm,2020-07-30T03:30:00+02:00,587,36,546
Heinsberg (Kreis),2020-07-30T03:30:00+02:00,1978,84,1868
Herford (Kreis),2020-07-30T03:30:00+02:00,432,7,390
Herne,2020-07-30T03:30:00+02:00,301,3,272
Hochsauerlandkreis,2020-07-30T03:30:00+02:00,704,18,634
Höxter (Kreis),2020-07-30T03:30:00+02:00,376,18,355
Kleve (Kreis),2020-07-30T03:30:00+02:00,850,37,790
Köln,2020-07-30T03:30:00+02:00,2921,108,2661
Krefeld,2020-07-30T03:30:00+02:00,710,24,663
Leverkusen,2020-07-30T03:30:00+02:00,303,5,267
Lippe (Kreis),2020-07-30T03:30:00+02:00,792,30,741
Märkischer Kreis,2020-07-30T03:30:00+02:00,691,31,609
Mettmann (Kreis),2020-07-30T03:30:00+02:00,1344,82,1190
Minden-Lübbecke (Kreis),2020-07-30T03:30:00+02:00,558,13,488
Mönchengladbach,2020-07-30T03:30:00+02:00,786,44,682
Mülheim / Ruhr,2020-07-30T03:30:00+02:00,345,14,309
Münster,2020-07-30T03:30:00+02:00,758,13,726
Oberbergischer Kreis,2020-07-30T03:30:00+02:00,519,18,488
Oberhausen,2020-07-30T03:30:00+02:00,376,11,312
Olpe (Kreis),2020-07-30T03:30:00+02:00,679,56,612
Paderborn (Kreis),2020-07-30T03:30:00+02:00,752,34,699
Recklinghausen (Kreis),2020-07-30T03:30:00+02:00,1517,40,1394
Remscheid,2020-07-30T03:30:00+02:00,265,18,231
Rhein-Erft-Kreis,2020-07-30T03:30:00+02:00,1192,76,1061
Rheinisch-Bergischer Kreis,2020-07-30T03:30:00+02:00,516,22,468
Rhein-Kreis Neuss,2020-07-30T03:30:00+02:00,874,21,805
Rhein-Sieg-Kreis,2020-07-30T03:30:00+02:00,1555,52,1431
Siegen-Wittgenstein (Kreis),2020-07-30T03:30:00+02:00,373,8,312
Soest (Kreis),2020-07-30T03:30:00+02:00,412,8,389
Solingen,2020-07-30T03:30:00+02:00,369,12,300
Steinfurt (Kreis),2020-07-30T03:30:00+02:00,1387,84,1276
Unna (Kreis),2020-07-30T03:30:00+02:00,851,39,588
Viersen (Kreis),2020-07-30T03:30:00+02:00,789,37,724
Warendorf (Kreis),2020-07-30T03:30:00+02:00,869,20,824
Wesel (Kreis),2020-07-30T03:30:00+02:00,908,27,825
Wuppertal,2020-07-30T03:30:00+02:00,1097,86,962
