Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-08-17T03:30:00+02:00,2193,101,2028
Bielefeld,2020-08-17T03:30:00+02:00,685,6,591
Bochum,2020-08-17T03:30:00+02:00,955,24,776
Bonn,2020-08-17T03:30:00+02:00,931,9,847
Borken (Kreis),2020-08-17T03:30:00+02:00,1212,38,1122
Bottrop,2020-08-17T03:30:00+02:00,292,7,262
Coesfeld (Kreis),2020-08-17T03:30:00+02:00,901,25,866
Dortmund,2020-08-17T03:30:00+02:00,1488,17,1225
Duisburg,2020-08-17T03:30:00+02:00,2250,66,1940
Düren (Kreis),2020-08-17T03:30:00+02:00,814,40,696
Düsseldorf,2020-08-17T03:30:00+02:00,2394,45,2189
Ennepe-Ruhr-Kreis,2020-08-17T03:30:00+02:00,660,14,579
Essen,2020-08-17T03:30:00+02:00,1438,46,1246
Euskirchen (Kreis),2020-08-17T03:30:00+02:00,653,26,581
Gelsenkirchen,2020-08-17T03:30:00+02:00,719,19,616
Gütersloh (Kreis),2020-08-17T03:30:00+02:00,2772,20,2635
Hagen,2020-08-17T03:30:00+02:00,588,13,490
Hamm,2020-08-17T03:30:00+02:00,643,36,567
Heinsberg (Kreis),2020-08-17T03:30:00+02:00,2012,87,1885
Herford (Kreis),2020-08-17T03:30:00+02:00,522,8,425
Herne,2020-08-17T03:30:00+02:00,406,5,320
Hochsauerlandkreis,2020-08-17T03:30:00+02:00,781,18,694
Höxter (Kreis),2020-08-17T03:30:00+02:00,392,18,359
Kleve (Kreis),2020-08-17T03:30:00+02:00,993,37,866
Köln,2020-08-17T03:30:00+02:00,3323,110,2958
Krefeld,2020-08-17T03:30:00+02:00,772,24,695
Leverkusen,2020-08-17T03:30:00+02:00,358,5,287
Lippe (Kreis),2020-08-17T03:30:00+02:00,852,30,765
Märkischer Kreis,2020-08-17T03:30:00+02:00,817,32,663
Mettmann (Kreis),2020-08-17T03:30:00+02:00,1599,83,1352
Minden-Lübbecke (Kreis),2020-08-17T03:30:00+02:00,665,13,586
Mönchengladbach,2020-08-17T03:30:00+02:00,917,47,762
Mülheim / Ruhr,2020-08-17T03:30:00+02:00,394,14,344
Münster,2020-08-17T03:30:00+02:00,878,13,770
Oberbergischer Kreis,2020-08-17T03:30:00+02:00,572,18,512
Oberhausen,2020-08-17T03:30:00+02:00,459,12,367
Olpe (Kreis),2020-08-17T03:30:00+02:00,718,56,625
Paderborn (Kreis),2020-08-17T03:30:00+02:00,791,34,716
Recklinghausen (Kreis),2020-08-17T03:30:00+02:00,1708,43,1506
Remscheid,2020-08-17T03:30:00+02:00,313,18,256
Rhein-Erft-Kreis,2020-08-17T03:30:00+02:00,1334,76,1138
Rheinisch-Bergischer Kreis,2020-08-17T03:30:00+02:00,576,23,495
Rhein-Kreis Neuss,2020-08-17T03:30:00+02:00,1039,23,913
Rhein-Sieg-Kreis,2020-08-17T03:30:00+02:00,1702,53,1555
Siegen-Wittgenstein (Kreis),2020-08-17T03:30:00+02:00,486,8,357
Soest (Kreis),2020-08-17T03:30:00+02:00,471,8,407
Solingen,2020-08-17T03:30:00+02:00,431,12,362
Steinfurt (Kreis),2020-08-17T03:30:00+02:00,1529,87,1331
Unna (Kreis),2020-08-17T03:30:00+02:00,1082,40,851
Viersen (Kreis),2020-08-17T03:30:00+02:00,853,37,753
Warendorf (Kreis),2020-08-17T03:30:00+02:00,927,20,851
Wesel (Kreis),2020-08-17T03:30:00+02:00,1117,28,908
Wuppertal,2020-08-17T03:30:00+02:00,1276,86,1052
