Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-08-09T03:30:00+02:00,2155,100,1975
Bielefeld,2020-08-09T03:30:00+02:00,626,5,570
Bochum,2020-08-09T03:30:00+02:00,850,21,715
Bonn,2020-08-09T03:30:00+02:00,879,9,815
Borken (Kreis),2020-08-09T03:30:00+02:00,1182,38,1115
Bottrop,2020-08-09T03:30:00+02:00,283,7,242
Coesfeld (Kreis),2020-08-09T03:30:00+02:00,892,25,861
Dortmund,2020-08-09T03:30:00+02:00,1368,17,1146
Duisburg,2020-08-09T03:30:00+02:00,2088,64,1825
Düren (Kreis),2020-08-09T03:30:00+02:00,770,40,627
Düsseldorf,2020-08-09T03:30:00+02:00,2261,45,2057
Ennepe-Ruhr-Kreis,2020-08-09T03:30:00+02:00,620,14,546
Essen,2020-08-09T03:30:00+02:00,1322,45,1156
Euskirchen (Kreis),2020-08-09T03:30:00+02:00,634,25,566
Gelsenkirchen,2020-08-09T03:30:00+02:00,671,18,573
Gütersloh (Kreis),2020-08-09T03:30:00+02:00,2687,20,2576
Hagen,2020-08-09T03:30:00+02:00,523,13,458
Hamm,2020-08-09T03:30:00+02:00,617,36,549
Heinsberg (Kreis),2020-08-09T03:30:00+02:00,2001,87,1872
Herford (Kreis),2020-08-09T03:30:00+02:00,468,8,413
Herne,2020-08-09T03:30:00+02:00,337,4,283
Hochsauerlandkreis,2020-08-09T03:30:00+02:00,738,18,682
Höxter (Kreis),2020-08-09T03:30:00+02:00,382,18,357
Kleve (Kreis),2020-08-09T03:30:00+02:00,953,37,800
Köln,2020-08-09T03:30:00+02:00,3107,109,2797
Krefeld,2020-08-09T03:30:00+02:00,747,24,675
Leverkusen,2020-08-09T03:30:00+02:00,325,5,283
Lippe (Kreis),2020-08-09T03:30:00+02:00,816,30,749
Märkischer Kreis,2020-08-09T03:30:00+02:00,732,32,638
Mettmann (Kreis),2020-08-09T03:30:00+02:00,1461,82,1270
Minden-Lübbecke (Kreis),2020-08-09T03:30:00+02:00,612,13,488
Mönchengladbach,2020-08-09T03:30:00+02:00,860,47,722
Mülheim / Ruhr,2020-08-09T03:30:00+02:00,368,14,324
Münster,2020-08-09T03:30:00+02:00,825,13,739
Oberbergischer Kreis,2020-08-09T03:30:00+02:00,539,18,497
Oberhausen,2020-08-09T03:30:00+02:00,428,12,354
Olpe (Kreis),2020-08-09T03:30:00+02:00,692,56,619
Paderborn (Kreis),2020-08-09T03:30:00+02:00,779,34,708
Recklinghausen (Kreis),2020-08-09T03:30:00+02:00,1590,43,1448
Remscheid,2020-08-09T03:30:00+02:00,292,18,243
Rhein-Erft-Kreis,2020-08-09T03:30:00+02:00,1260,76,1104
Rheinisch-Bergischer Kreis,2020-08-09T03:30:00+02:00,526,22,486
Rhein-Kreis Neuss,2020-08-09T03:30:00+02:00,967,21,855
Rhein-Sieg-Kreis,2020-08-09T03:30:00+02:00,1628,52,1416
Siegen-Wittgenstein (Kreis),2020-08-09T03:30:00+02:00,426,8,337
Soest (Kreis),2020-08-09T03:30:00+02:00,454,8,397
Solingen,2020-08-09T03:30:00+02:00,415,12,335
Steinfurt (Kreis),2020-08-09T03:30:00+02:00,1481,86,1291
Unna (Kreis),2020-08-09T03:30:00+02:00,994,39,777
Viersen (Kreis),2020-08-09T03:30:00+02:00,821,37,732
Warendorf (Kreis),2020-08-09T03:30:00+02:00,900,20,835
Wesel (Kreis),2020-08-09T03:30:00+02:00,1038,28,843
Wuppertal,2020-08-09T03:30:00+02:00,1170,86,999
