Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-05-23T03:30:00+02:00,1960,91,1814
Bielefeld,2020-05-23T03:30:00+02:00,410,4,385
Bochum,2020-05-23T03:30:00+02:00,497,18,427
Bonn,2020-05-23T03:30:00+02:00,703,7,676
Borken (Kreis),2020-05-23T03:30:00+02:00,1040,38,853
Bottrop,2020-05-23T03:30:00+02:00,190,6,172
Coesfeld (Kreis),2020-05-23T03:30:00+02:00,855,24,523
Dortmund,2020-05-23T03:30:00+02:00,728,6,703
Duisburg,2020-05-23T03:30:00+02:00,1114,51,878
Düren (Kreis),2020-05-23T03:30:00+02:00,589,38,525
Düsseldorf,2020-05-23T03:30:00+02:00,1339,30,1115
Ennepe-Ruhr-Kreis,2020-05-23T03:30:00+02:00,419,14,377
Essen,2020-05-23T03:30:00+02:00,813,36,697
Euskirchen (Kreis),2020-05-23T03:30:00+02:00,440,21,358
Gelsenkirchen,2020-05-23T03:30:00+02:00,394,14,330
Gütersloh (Kreis),2020-05-23T03:30:00+02:00,632,19,570
Hagen,2020-05-23T03:30:00+02:00,326,12,284
Hamm,2020-05-23T03:30:00+02:00,472,36,397
Heinsberg (Kreis),2020-05-23T03:30:00+02:00,1864,69,1667
Herford (Kreis),2020-05-23T03:30:00+02:00,330,7,312
Herne,2020-05-23T03:30:00+02:00,185,1,169
Hochsauerlandkreis (Kreis),2020-05-23T03:30:00+02:00,606,17,570
Höxter (Kreis),2020-05-23T03:30:00+02:00,344,17,284
Kleve (Kreis),2020-05-23T03:30:00+02:00,650,35,555
Köln,2020-05-23T03:30:00+02:00,2453,96,2239
Krefeld,2020-05-23T03:30:00+02:00,615,22,523
Leverkusen,2020-05-23T03:30:00+02:00,233,5,207
Lippe (Kreis),2020-05-23T03:30:00+02:00,740,29,678
Märkischer Kreis,2020-05-23T03:30:00+02:00,594,27,518
Mettmann (Kreis),2020-05-23T03:30:00+02:00,930,74,803
Minden-Lübbecke (Kreis),2020-05-23T03:30:00+02:00,475,9,417
Mönchengladbach,2020-05-23T03:30:00+02:00,602,39,452
Mülheim / Ruhr,2020-05-23T03:30:00+02:00,198,9,170
Münster,2020-05-23T03:30:00+02:00,698,13,624
Oberbergischer Kreis,2020-05-23T03:30:00+02:00,480,17,441
Oberhausen,2020-05-23T03:30:00+02:00,257,8,228
Olpe (Kreis),2020-05-23T03:30:00+02:00,621,52,549
Paderborn (Kreis),2020-05-23T03:30:00+02:00,626,33,543
Recklinghausen (Kreis),2020-05-23T03:30:00+02:00,1260,37,1078
Remscheid,2020-05-23T03:30:00+02:00,236,17,223
Rhein-Erft-Kreis,2020-05-23T03:30:00+02:00,1082,72,929
Rheinisch-Bergischer Kreis,2020-05-23T03:30:00+02:00,461,19,412
Rhein-Kreis Neuss,2020-05-23T03:30:00+02:00,676,19,627
Rhein-Sieg-Kreis,2020-05-23T03:30:00+02:00,1384,48,1122
Siegen-Wittgenstein (Kreis),2020-05-23T03:30:00+02:00,308,8,280
Soest (Kreis),2020-05-23T03:30:00+02:00,359,8,345
Solingen,2020-05-23T03:30:00+02:00,245,8,220
Steinfurt (Kreis),2020-05-23T03:30:00+02:00,1326,80,1188
Unna (Kreis),2020-05-23T03:30:00+02:00,671,34,526
Viersen (Kreis),2020-05-23T03:30:00+02:00,696,35,533
Warendorf (Kreis),2020-05-23T03:30:00+02:00,486,18,448
Wesel (Kreis),2020-05-23T03:30:00+02:00,598,26,492
Wuppertal,2020-05-23T03:30:00+02:00,910,81,724
