Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-09-22T03:30:00+02:00,2560,104,2350
Bielefeld,2020-09-22T03:30:00+02:00,827,9,776
Bochum,2020-09-22T03:30:00+02:00,1238,28,1068
Bonn,2020-09-22T03:30:00+02:00,1161,9,1103
Borken (Kreis),2020-09-22T03:30:00+02:00,1316,38,1235
Bottrop,2020-09-22T03:30:00+02:00,333,7,311
Coesfeld (Kreis),2020-09-22T03:30:00+02:00,937,25,901
Dortmund,2020-09-22T03:30:00+02:00,1898,20,1704
Duisburg,2020-09-22T03:30:00+02:00,2663,71,2461
Düren (Kreis),2020-09-22T03:30:00+02:00,969,41,866
Düsseldorf,2020-09-22T03:30:00+02:00,2991,47,2844
Ennepe-Ruhr-Kreis,2020-09-22T03:30:00+02:00,818,15,744
Essen,2020-09-22T03:30:00+02:00,1863,46,1700
Euskirchen (Kreis),2020-09-22T03:30:00+02:00,740,27,682
Gelsenkirchen,2020-09-22T03:30:00+02:00,1024,19,825
Gütersloh (Kreis),2020-09-22T03:30:00+02:00,2943,20,2875
Hagen,2020-09-22T03:30:00+02:00,739,14,674
Hamm,2020-09-22T03:30:00+02:00,856,38,683
Heinsberg (Kreis),2020-09-22T03:30:00+02:00,2140,92,1986
Herford (Kreis),2020-09-22T03:30:00+02:00,611,8,564
Herne,2020-09-22T03:30:00+02:00,514,7,471
Hochsauerlandkreis,2020-09-22T03:30:00+02:00,871,18,816
Höxter (Kreis),2020-09-22T03:30:00+02:00,431,18,397
Kleve (Kreis),2020-09-22T03:30:00+02:00,1087,37,1017
Köln,2020-09-22T03:30:00+02:00,4545,117,3896
Krefeld,2020-09-22T03:30:00+02:00,967,26,857
Leverkusen,2020-09-22T03:30:00+02:00,520,8,438
Lippe (Kreis),2020-09-22T03:30:00+02:00,961,31,876
Märkischer Kreis,2020-09-22T03:30:00+02:00,1031,32,911
Mettmann (Kreis),2020-09-22T03:30:00+02:00,1890,85,1704
Minden-Lübbecke (Kreis),2020-09-22T03:30:00+02:00,855,13,762
Mönchengladbach,2020-09-22T03:30:00+02:00,1049,50,970
Mülheim / Ruhr,2020-09-22T03:30:00+02:00,580,14,530
Münster,2020-09-22T03:30:00+02:00,1000,13,935
Oberbergischer Kreis,2020-09-22T03:30:00+02:00,761,19,630
Oberhausen,2020-09-22T03:30:00+02:00,581,14,530
Olpe (Kreis),2020-09-22T03:30:00+02:00,790,56,706
Paderborn (Kreis),2020-09-22T03:30:00+02:00,881,34,805
Recklinghausen (Kreis),2020-09-22T03:30:00+02:00,2062,44,1883
Remscheid,2020-09-22T03:30:00+02:00,431,19,348
Rhein-Erft-Kreis,2020-09-22T03:30:00+02:00,1656,78,1456
Rheinisch-Bergischer Kreis,2020-09-22T03:30:00+02:00,710,22,627
Rhein-Kreis Neuss,2020-09-22T03:30:00+02:00,1258,24,1181
Rhein-Sieg-Kreis,2020-09-22T03:30:00+02:00,2047,54,1892
Siegen-Wittgenstein (Kreis),2020-09-22T03:30:00+02:00,648,8,529
Soest (Kreis),2020-09-22T03:30:00+02:00,526,9,494
Solingen,2020-09-22T03:30:00+02:00,602,13,523
Steinfurt (Kreis),2020-09-22T03:30:00+02:00,1694,91,1547
Unna (Kreis),2020-09-22T03:30:00+02:00,1242,42,1114
Viersen (Kreis),2020-09-22T03:30:00+02:00,996,37,920
Warendorf (Kreis),2020-09-22T03:30:00+02:00,1002,21,949
Wesel (Kreis),2020-09-22T03:30:00+02:00,1321,30,1141
Wuppertal,2020-09-22T03:30:00+02:00,1615,86,1449
