Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-09-15T03:30:00+02:00,2449,103,2271
Bielefeld,2020-09-15T03:30:00+02:00,803,7,720
Bochum,2020-09-15T03:30:00+02:00,1148,28,1026
Bonn,2020-09-15T03:30:00+02:00,1112,9,1034
Borken (Kreis),2020-09-15T03:30:00+02:00,1297,38,1217
Bottrop,2020-09-15T03:30:00+02:00,324,7,305
Coesfeld (Kreis),2020-09-15T03:30:00+02:00,930,25,891
Dortmund,2020-09-15T03:30:00+02:00,1795,20,1605
Duisburg,2020-09-15T03:30:00+02:00,2566,70,2400
Düren (Kreis),2020-09-15T03:30:00+02:00,912,41,847
Düsseldorf,2020-09-15T03:30:00+02:00,2868,47,2730
Ennepe-Ruhr-Kreis,2020-09-15T03:30:00+02:00,786,15,711
Essen,2020-09-15T03:30:00+02:00,1763,46,1584
Euskirchen (Kreis),2020-09-15T03:30:00+02:00,720,27,677
Gelsenkirchen,2020-09-15T03:30:00+02:00,889,20,799
Gütersloh (Kreis),2020-09-15T03:30:00+02:00,2922,20,2832
Hagen,2020-09-15T03:30:00+02:00,713,14,650
Hamm,2020-09-15T03:30:00+02:00,740,38,665
Heinsberg (Kreis),2020-09-15T03:30:00+02:00,2106,92,1968
Herford (Kreis),2020-09-15T03:30:00+02:00,575,8,545
Herne,2020-09-15T03:30:00+02:00,482,6,451
Hochsauerlandkreis,2020-09-15T03:30:00+02:00,849,18,802
Höxter (Kreis),2020-09-15T03:30:00+02:00,423,18,391
Kleve (Kreis),2020-09-15T03:30:00+02:00,1067,37,1007
Köln,2020-09-15T03:30:00+02:00,4157,115,3594
Krefeld,2020-09-15T03:30:00+02:00,921,25,810
Leverkusen,2020-09-15T03:30:00+02:00,485,8,413
Lippe (Kreis),2020-09-15T03:30:00+02:00,932,31,854
Märkischer Kreis,2020-09-15T03:30:00+02:00,1005,32,881
Mettmann (Kreis),2020-09-15T03:30:00+02:00,1783,84,1667
Minden-Lübbecke (Kreis),2020-09-15T03:30:00+02:00,777,13,725
Mönchengladbach,2020-09-15T03:30:00+02:00,1015,50,918
Mülheim / Ruhr,2020-09-15T03:30:00+02:00,529,14,462
Münster,2020-09-15T03:30:00+02:00,975,13,916
Oberbergischer Kreis,2020-09-15T03:30:00+02:00,687,19,598
Oberhausen,2020-09-15T03:30:00+02:00,552,13,509
Olpe (Kreis),2020-09-15T03:30:00+02:00,778,56,694
Paderborn (Kreis),2020-09-15T03:30:00+02:00,867,34,790
Recklinghausen (Kreis),2020-09-15T03:30:00+02:00,1972,44,1799
Remscheid,2020-09-15T03:30:00+02:00,388,18,340
Rhein-Erft-Kreis,2020-09-15T03:30:00+02:00,1577,78,1361
Rheinisch-Bergischer Kreis,2020-09-15T03:30:00+02:00,679,22,603
Rhein-Kreis Neuss,2020-09-15T03:30:00+02:00,1212,24,1149
Rhein-Sieg-Kreis,2020-09-15T03:30:00+02:00,1963,53,1818
Siegen-Wittgenstein (Kreis),2020-09-15T03:30:00+02:00,573,8,516
Soest (Kreis),2020-09-15T03:30:00+02:00,516,8,483
Solingen,2020-09-15T03:30:00+02:00,544,13,451
Steinfurt (Kreis),2020-09-15T03:30:00+02:00,1646,90,1490
Unna (Kreis),2020-09-15T03:30:00+02:00,1198,42,1063
Viersen (Kreis),2020-09-15T03:30:00+02:00,969,37,851
Warendorf (Kreis),2020-09-15T03:30:00+02:00,984,20,925
Wesel (Kreis),2020-09-15T03:30:00+02:00,1266,30,1118
Wuppertal,2020-09-15T03:30:00+02:00,1541,86,1371
