Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-04-25T23:59:00+02:00,22149,356,20174
Duisburg,5112,2021-04-25T23:59:00+02:00,25900,591,23221
Essen,5113,2021-04-25T23:59:00+02:00,23325,524,20359
Krefeld,5114,2021-04-25T23:59:00+02:00,10023,150,8191
Mönchengladbach,5116,2021-04-25T23:59:00+02:00,9610,216,8054
Mülheim / Ruhr,5117,2021-04-25T23:59:00+02:00,7478,212,6779
Oberhausen,5119,2021-04-25T23:59:00+02:00,10000,314,8926
Remscheid,5120,2021-04-25T23:59:00+02:00,5462,147,4202
Solingen,5122,2021-04-25T23:59:00+02:00,8317,172,7639
Wuppertal,5124,2021-04-25T23:59:00+02:00,17618,434,15664
Kleve (Kreis),5154,2021-04-25T23:59:00+02:00,9919,167,8116
Mettmann (Kreis),5158,2021-04-25T23:59:00+02:00,20848,675,18291
Rhein-Kreis Neuss,5162,2021-04-25T23:59:00+02:00,15627,308,13966
Viersen (Kreis),5166,2021-04-25T23:59:00+02:00,10435,277,8673
Wesel (Kreis),5170,2021-04-25T23:59:00+02:00,15742,259,14138
Bonn,5314,2021-04-25T23:59:00+02:00,12538,220,10945
Köln,5315,2021-04-25T23:59:00+02:00,46729,626,38061
Leverkusen,5316,2021-04-25T23:59:00+02:00,6617,89,5873
Aachen & Städteregion Aachen,5334,2021-04-25T23:59:00+02:00,23327,524,21292
Düren (Kreis),5358,2021-04-25T23:59:00+02:00,12359,262,11328
Rhein-Erft-Kreis,5362,2021-04-25T23:59:00+02:00,17082,360,15556
Euskirchen (Kreis),5366,2021-04-25T23:59:00+02:00,7013,219,6176
Heinsberg (Kreis),5370,2021-04-25T23:59:00+02:00,10291,354,8781
Oberbergischer Kreis,5374,2021-04-25T23:59:00+02:00,12537,202,11198
Rheinisch-Bergischer Kreis,5378,2021-04-25T23:59:00+02:00,9893,139,9064
Rhein-Sieg-Kreis,5382,2021-04-25T23:59:00+02:00,20603,464,18546
Bottrop,5512,2021-04-25T23:59:00+02:00,4788,101,4380
Gelsenkirchen,5513,2021-04-25T23:59:00+02:00,13518,374,11970
Münster,5515,2021-04-25T23:59:00+02:00,7455,110,6766
Borken (Kreis),5554,2021-04-25T23:59:00+02:00,12494,235,11379
Coesfeld (Kreis),5558,2021-04-25T23:59:00+02:00,5066,86,4559
Recklinghausen (Kreis),5562,2021-04-25T23:59:00+02:00,28637,802,25481
Steinfurt (Kreis),5566,2021-04-25T23:59:00+02:00,14850,301,13241
Warendorf (Kreis),5570,2021-04-25T23:59:00+02:00,10561,218,9390
Bielefeld,5711,2021-04-25T23:59:00+02:00,13326,304,10836
Gütersloh (Kreis),5754,2021-04-25T23:59:00+02:00,17381,291,15626
Herford (Kreis),5758,2021-04-25T23:59:00+02:00,9955,162,8390
Höxter (Kreis),5762,2021-04-25T23:59:00+02:00,4578,139,4217
Lippe (Kreis),5766,2021-04-25T23:59:00+02:00,15458,365,14208
Minden-Lübbecke (Kreis),5770,2021-04-25T23:59:00+02:00,13531,249,12508
Paderborn (Kreis),5774,2021-04-25T23:59:00+02:00,8786,147,7808
Bochum,5911,2021-04-25T23:59:00+02:00,14018,203,11829
Dortmund,5913,2021-04-25T23:59:00+02:00,24377,342,21844
Hagen,5914,2021-04-25T23:59:00+02:00,10539,283,8519
Hamm,5915,2021-04-25T23:59:00+02:00,8849,181,7926
Herne,5916,2021-04-25T23:59:00+02:00,8582,248,7248
Ennepe-Ruhr-Kreis,5954,2021-04-25T23:59:00+02:00,12062,330,10892
Hochsauerlandkreis,5958,2021-04-25T23:59:00+02:00,8358,178,7575
Märkischer Kreis,5962,2021-04-25T23:59:00+02:00,18286,353,14495
Olpe (Kreis),5966,2021-04-25T23:59:00+02:00,4965,141,4445
Siegen-Wittgenstein (Kreis),5970,2021-04-25T23:59:00+02:00,10422,164,9512
Soest (Kreis),5974,2021-04-25T23:59:00+02:00,7725,178,6935
Unna (Kreis),5978,2021-04-25T23:59:00+02:00,16848,452,14753
