Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-09-24T03:30:00+02:00,2590,104,2387
Bielefeld,2020-09-24T03:30:00+02:00,839,9,786
Bochum,2020-09-24T03:30:00+02:00,1267,28,1068
Bonn,2020-09-24T03:30:00+02:00,1168,9,1115
Borken (Kreis),2020-09-24T03:30:00+02:00,1322,38,1240
Bottrop,2020-09-24T03:30:00+02:00,335,7,313
Coesfeld (Kreis),2020-09-24T03:30:00+02:00,944,25,903
Dortmund,2020-09-24T03:30:00+02:00,1936,20,1588
Duisburg,2020-09-24T03:30:00+02:00,2692,71,2481
Düren (Kreis),2020-09-24T03:30:00+02:00,979,41,873
Düsseldorf,2020-09-24T03:30:00+02:00,3033,47,2860
Ennepe-Ruhr-Kreis,2020-09-24T03:30:00+02:00,829,15,765
Essen,2020-09-24T03:30:00+02:00,1900,46,1712
Euskirchen (Kreis),2020-09-24T03:30:00+02:00,753,27,691
Gelsenkirchen,2020-09-24T03:30:00+02:00,1063,19,844
Gütersloh (Kreis),2020-09-24T03:30:00+02:00,2966,20,2886
Hagen,2020-09-24T03:30:00+02:00,746,14,688
Hamm,2020-09-24T03:30:00+02:00,917,38,683
Heinsberg (Kreis),2020-09-24T03:30:00+02:00,2146,92,1995
Herford (Kreis),2020-09-24T03:30:00+02:00,623,8,566
Herne,2020-09-24T03:30:00+02:00,526,7,473
Hochsauerlandkreis,2020-09-24T03:30:00+02:00,876,19,821
Höxter (Kreis),2020-09-24T03:30:00+02:00,437,18,400
Kleve (Kreis),2020-09-24T03:30:00+02:00,1098,37,1019
Köln,2020-09-24T03:30:00+02:00,4649,118,3987
Krefeld,2020-09-24T03:30:00+02:00,973,27,864
Leverkusen,2020-09-24T03:30:00+02:00,529,8,446
Lippe (Kreis),2020-09-24T03:30:00+02:00,972,31,883
Märkischer Kreis,2020-09-24T03:30:00+02:00,1043,32,938
Mettmann (Kreis),2020-09-24T03:30:00+02:00,1922,85,1728
Minden-Lübbecke (Kreis),2020-09-24T03:30:00+02:00,874,14,771
Mönchengladbach,2020-09-24T03:30:00+02:00,1056,51,972
Mülheim / Ruhr,2020-09-24T03:30:00+02:00,598,14,533
Münster,2020-09-24T03:30:00+02:00,1010,13,948
Oberbergischer Kreis,2020-09-24T03:30:00+02:00,778,19,642
Oberhausen,2020-09-24T03:30:00+02:00,587,14,536
Olpe (Kreis),2020-09-24T03:30:00+02:00,791,56,706
Paderborn (Kreis),2020-09-24T03:30:00+02:00,887,34,813
Recklinghausen (Kreis),2020-09-24T03:30:00+02:00,2093,46,1904
Remscheid,2020-09-24T03:30:00+02:00,450,19,349
Rhein-Erft-Kreis,2020-09-24T03:30:00+02:00,1677,78,1485
Rheinisch-Bergischer Kreis,2020-09-24T03:30:00+02:00,719,22,642
Rhein-Kreis Neuss,2020-09-24T03:30:00+02:00,1280,24,1186
Rhein-Sieg-Kreis,2020-09-24T03:30:00+02:00,2068,54,1922
Siegen-Wittgenstein (Kreis),2020-09-24T03:30:00+02:00,664,8,543
Soest (Kreis),2020-09-24T03:30:00+02:00,531,9,494
Solingen,2020-09-24T03:30:00+02:00,612,13,523
Steinfurt (Kreis),2020-09-24T03:30:00+02:00,1697,93,1564
Unna (Kreis),2020-09-24T03:30:00+02:00,1259,42,1130
Viersen (Kreis),2020-09-24T03:30:00+02:00,1002,37,920
Warendorf (Kreis),2020-09-24T03:30:00+02:00,1007,21,955
Wesel (Kreis),2020-09-24T03:30:00+02:00,1321,30,1175
Wuppertal,2020-09-24T03:30:00+02:00,1644,88,1455
