Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-04-23T03:30:00+02:00,1666,65,1324
Bielefeld,2020-04-23T03:30:00+02:00,349,2,231
Bochum,2020-04-23T03:30:00+02:00,421,15,302
Bonn,2020-04-23T03:30:00+02:00,580,5,397
Borken (Kreis),2020-04-23T03:30:00+02:00,854,29,607
Bottrop,2020-04-23T03:30:00+02:00,124,5,62
Coesfeld (Kreis),2020-04-23T03:30:00+02:00,482,21,342
Dortmund,2020-04-23T03:30:00+02:00,620,5,497
Duisburg,2020-04-23T03:30:00+02:00,745,14,494
Düren (Kreis),2020-04-23T03:30:00+02:00,520,24,348
Düsseldorf,2020-04-23T03:30:00+02:00,944,17,657
Ennepe-Ruhr-Kreis,2020-04-23T03:30:00+02:00,366,9,287
Essen,2020-04-23T03:30:00+02:00,697,30,482
Euskirchen (Kreis),2020-04-23T03:30:00+02:00,329,11,179
Gelsenkirchen,2020-04-23T03:30:00+02:00,284,8,165
Gütersloh (Kreis),2020-04-23T03:30:00+02:00,577,15,
Hagen,2020-04-23T03:30:00+02:00,212,6,119
Hamm,2020-04-23T03:30:00+02:00,413,24,180
Heinsberg (Kreis),2020-04-23T03:30:00+02:00,1695,57,1352
Herford (Kreis),2020-04-23T03:30:00+02:00,308,5,0
Herne,2020-04-23T03:30:00+02:00,142,1,93
Hochsauerlandkreis (Kreis),2020-04-23T03:30:00+02:00,560,13,317
Höxter (Kreis),2020-04-23T03:30:00+02:00,267,5,147
Kleve (Kreis),2020-04-23T03:30:00+02:00,519,17,300
Köln,2020-04-23T03:30:00+02:00,2208,72,1774
Krefeld,2020-04-23T03:30:00+02:00,433,14,308
Leverkusen,2020-04-23T03:30:00+02:00,185,3,138
Lippe (Kreis),2020-04-23T03:30:00+02:00,670,23,387
Märkischer Kreis,2020-04-23T03:30:00+02:00,479,18,191
Mettmann (Kreis),2020-04-23T03:30:00+02:00,791,48,473
Minden-Lübbecke (Kreis),2020-04-23T03:30:00+02:00,402,6,293
Mönchengladbach,2020-04-23T03:30:00+02:00,446,28,289
Mülheim / Ruhr,2020-04-23T03:30:00+02:00,159,4,105
Münster,2020-04-23T03:30:00+02:00,618,11,536
Oberbergischer Kreis,2020-04-23T03:30:00+02:00,435,12,286
Oberhausen,2020-04-23T03:30:00+02:00,170,1,113
Olpe (Kreis),2020-04-23T03:30:00+02:00,507,25,261
Paderborn (Kreis),2020-04-23T03:30:00+02:00,549,24,217
Recklinghausen (Kreis),2020-04-23T03:30:00+02:00,928,16,593
Remscheid,2020-04-23T03:30:00+02:00,205,11,143
Rhein-Erft-Kreis,2020-04-23T03:30:00+02:00,922,50,445
Rheinisch-Bergischer Kreis,2020-04-23T03:30:00+02:00,403,12,281
Rhein-Kreis Neuss,2020-04-23T03:30:00+02:00,560,17,461
Rhein-Sieg-Kreis,2020-04-23T03:30:00+02:00,1093,24,754
Siegen-Wittgenstein (Kreis),2020-04-23T03:30:00+02:00,258,7,105
Soest (Kreis),2020-04-23T03:30:00+02:00,334,4,223
Solingen,2020-04-23T03:30:00+02:00,219,5,144
Steinfurt (Kreis),2020-04-23T03:30:00+02:00,1167,48,666
Unna (Kreis),2020-04-23T03:30:00+02:00,565,23,253
Viersen (Kreis),2020-04-23T03:30:00+02:00,569,26,328
Warendorf (Kreis),2020-04-23T03:30:00+02:00,426,7,325
Wesel (Kreis),2020-04-23T03:30:00+02:00,466,17,313
Wuppertal,2020-04-23T03:30:00+02:00,757,41,349
