Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-04-01T23:59:00+02:00,19227,318,17943
Duisburg,5112,2021-04-01T23:59:00+02:00,22304,544,20299
Essen,5113,2021-04-01T23:59:00+02:00,20519,497,18059
Krefeld,5114,2021-04-01T23:59:00+02:00,8509,141,7254
Mönchengladbach,5116,2021-04-01T23:59:00+02:00,8427,208,7373
Mülheim / Ruhr,5117,2021-04-01T23:59:00+02:00,6417,201,5807
Oberhausen,5119,2021-04-01T23:59:00+02:00,8681,304,7766
Remscheid,5120,2021-04-01T23:59:00+02:00,4417,138,3690
Solingen,5122,2021-04-01T23:59:00+02:00,7284,159,6684
Wuppertal,5124,2021-04-01T23:59:00+02:00,15131,402,13578
Kleve (Kreis),5154,2021-04-01T23:59:00+02:00,8435,154,6917
Mettmann (Kreis),5158,2021-04-01T23:59:00+02:00,17884,637,16056
Rhein-Kreis Neuss,5162,2021-04-01T23:59:00+02:00,13348,287,12158
Viersen (Kreis),5166,2021-04-01T23:59:00+02:00,9161,260,7902
Wesel (Kreis),5170,2021-04-01T23:59:00+02:00,13598,239,12440
Bonn,5314,2021-04-01T23:59:00+02:00,10696,211,9755
Köln,5315,2021-04-01T23:59:00+02:00,39227,582,33920
Leverkusen,5316,2021-04-01T23:59:00+02:00,5507,81,5142
Aachen & Städteregion Aachen,5334,2021-04-01T23:59:00+02:00,20571,496,19056
Düren (Kreis),5358,2021-04-01T23:59:00+02:00,10936,243,9983
Rhein-Erft-Kreis,5362,2021-04-01T23:59:00+02:00,14488,341,13191
Euskirchen (Kreis),5366,2021-04-01T23:59:00+02:00,5766,205,5303
Heinsberg (Kreis),5370,2021-04-01T23:59:00+02:00,9247,334,8229
Oberbergischer Kreis,5374,2021-04-01T23:59:00+02:00,10348,182,9418
Rheinisch-Bergischer Kreis,5378,2021-04-01T23:59:00+02:00,8459,119,7942
Rhein-Sieg-Kreis,5382,2021-04-01T23:59:00+02:00,17853,425,15858
Bottrop,5512,2021-04-01T23:59:00+02:00,4367,96,4012
Gelsenkirchen,5513,2021-04-01T23:59:00+02:00,11727,361,10564
Münster,5515,2021-04-01T23:59:00+02:00,6391,103,5941
Borken (Kreis),5554,2021-04-01T23:59:00+02:00,10920,213,9796
Coesfeld (Kreis),5558,2021-04-01T23:59:00+02:00,4421,80,4002
Recklinghausen (Kreis),5562,2021-04-01T23:59:00+02:00,25033,765,22636
Steinfurt (Kreis),5566,2021-04-01T23:59:00+02:00,12400,282,11241
Warendorf (Kreis),5570,2021-04-01T23:59:00+02:00,9229,207,8608
Bielefeld,5711,2021-04-01T23:59:00+02:00,11197,294,9895
Gütersloh (Kreis),5754,2021-04-01T23:59:00+02:00,15124,279,14033
Herford (Kreis),5758,2021-04-01T23:59:00+02:00,8630,152,7528
Höxter (Kreis),5762,2021-04-01T23:59:00+02:00,4220,135,3920
Lippe (Kreis),5766,2021-04-01T23:59:00+02:00,13507,339,12135
Minden-Lübbecke (Kreis),5770,2021-04-01T23:59:00+02:00,12022,240,10873
Paderborn (Kreis),5774,2021-04-01T23:59:00+02:00,7357,144,6864
Bochum,5911,2021-04-01T23:59:00+02:00,12290,189,10681
Dortmund,5913,2021-04-01T23:59:00+02:00,21053,322,19410
Hagen,5914,2021-04-01T23:59:00+02:00,8955,262,7794
Hamm,5915,2021-04-01T23:59:00+02:00,7614,168,7157
Herne,5916,2021-04-01T23:59:00+02:00,7384,228,6473
Ennepe-Ruhr-Kreis,5954,2021-04-01T23:59:00+02:00,10534,308,9551
Hochsauerlandkreis,5958,2021-04-01T23:59:00+02:00,7178,167,6527
Märkischer Kreis,5962,2021-04-01T23:59:00+02:00,15401,317,11948
Olpe (Kreis),5966,2021-04-01T23:59:00+02:00,4315,140,3957
Siegen-Wittgenstein (Kreis),5970,2021-04-01T23:59:00+02:00,8805,141,7711
Soest (Kreis),5974,2021-04-01T23:59:00+02:00,6635,164,5992
Unna (Kreis),5978,2021-04-01T23:59:00+02:00,14374,439,13225
