Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-21T03:30:00+02:00,2037,100,1917
Bielefeld,2020-07-21T03:30:00+02:00,542,5,495
Bochum,2020-07-21T03:30:00+02:00,697,20,608
Bonn,2020-07-21T03:30:00+02:00,779,9,756
Borken (Kreis),2020-07-21T03:30:00+02:00,1137,38,1079
Bottrop,2020-07-21T03:30:00+02:00,229,7,216
Coesfeld (Kreis),2020-07-21T03:30:00+02:00,882,25,854
Dortmund,2020-07-21T03:30:00+02:00,1136,14,988
Duisburg,2020-07-21T03:30:00+02:00,1792,63,1607
Düren (Kreis),2020-07-21T03:30:00+02:00,635,39,578
Düsseldorf,2020-07-21T03:30:00+02:00,2009,42,1923
Ennepe-Ruhr-Kreis,2020-07-21T03:30:00+02:00,523,14,463
Essen,2020-07-21T03:30:00+02:00,1076,41,975
Euskirchen (Kreis),2020-07-21T03:30:00+02:00,558,23,468
Gelsenkirchen,2020-07-21T03:30:00+02:00,585,17,505
Gütersloh (Kreis),2020-07-21T03:30:00+02:00,2606,20,2351
Hagen,2020-07-21T03:30:00+02:00,451,13,396
Hamm,2020-07-21T03:30:00+02:00,583,36,510
Heinsberg (Kreis),2020-07-21T03:30:00+02:00,1970,81,1865
Herford (Kreis),2020-07-21T03:30:00+02:00,402,7,385
Herne,2020-07-21T03:30:00+02:00,275,3,249
Hochsauerlandkreis,2020-07-21T03:30:00+02:00,695,17,605
Höxter (Kreis),2020-07-21T03:30:00+02:00,373,18,354
Kleve (Kreis),2020-07-21T03:30:00+02:00,835,37,782
Köln,2020-07-21T03:30:00+02:00,2779,106,2524
Krefeld,2020-07-21T03:30:00+02:00,691,24,650
Leverkusen,2020-07-21T03:30:00+02:00,278,5,251
Lippe (Kreis),2020-07-21T03:30:00+02:00,780,30,737
Märkischer Kreis,2020-07-21T03:30:00+02:00,664,31,596
Mettmann (Kreis),2020-07-21T03:30:00+02:00,1243,82,1016
Minden-Lübbecke (Kreis),2020-07-21T03:30:00+02:00,512,13,488
Mönchengladbach,2020-07-21T03:30:00+02:00,744,41,656
Mülheim / Ruhr,2020-07-21T03:30:00+02:00,309,14,272
Münster,2020-07-21T03:30:00+02:00,739,13,720
Oberbergischer Kreis,2020-07-21T03:30:00+02:00,508,18,483
Oberhausen,2020-07-21T03:30:00+02:00,346,11,297
Olpe (Kreis),2020-07-21T03:30:00+02:00,667,56,601
Paderborn (Kreis),2020-07-21T03:30:00+02:00,741,34,680
Recklinghausen (Kreis),2020-07-21T03:30:00+02:00,1446,40,1370
Remscheid,2020-07-21T03:30:00+02:00,258,18,226
Rhein-Erft-Kreis,2020-07-21T03:30:00+02:00,1148,76,1048
Rheinisch-Bergischer Kreis,2020-07-21T03:30:00+02:00,498,22,454
Rhein-Kreis Neuss,2020-07-21T03:30:00+02:00,828,21,775
Rhein-Sieg-Kreis,2020-07-21T03:30:00+02:00,1498,50,1415
Siegen-Wittgenstein (Kreis),2020-07-21T03:30:00+02:00,329,8,307
Soest (Kreis),2020-07-21T03:30:00+02:00,404,8,385
Solingen,2020-07-21T03:30:00+02:00,323,11,285
Steinfurt (Kreis),2020-07-21T03:30:00+02:00,1361,84,1272
Unna (Kreis),2020-07-21T03:30:00+02:00,806,39,588
Viersen (Kreis),2020-07-21T03:30:00+02:00,760,37,701
Warendorf (Kreis),2020-07-21T03:30:00+02:00,853,20,812
Wesel (Kreis),2020-07-21T03:30:00+02:00,857,27,765
Wuppertal,2020-07-21T03:30:00+02:00,1036,86,933
