Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-03T03:30:00+02:00,2004,98,1890
Bielefeld,2020-07-03T03:30:00+02:00,473,5,416
Bochum,2020-07-03T03:30:00+02:00,627,19,576
Bonn,2020-07-03T03:30:00+02:00,759,8,748
Borken (Kreis),2020-07-03T03:30:00+02:00,1119,39,1072
Bottrop,2020-07-03T03:30:00+02:00,214,7,206
Coesfeld (Kreis),2020-07-03T03:30:00+02:00,874,25,849
Dortmund,2020-07-03T03:30:00+02:00,1000,12,840
Duisburg,2020-07-03T03:30:00+02:00,1584,58,1316
Düren (Kreis),2020-07-03T03:30:00+02:00,616,39,566
Düsseldorf,2020-07-03T03:30:00+02:00,1881,37,1542
Ennepe-Ruhr-Kreis,2020-07-03T03:30:00+02:00,480,14,443
Essen,2020-07-03T03:30:00+02:00,990,41,886
Euskirchen (Kreis),2020-07-03T03:30:00+02:00,483,23,449
Gelsenkirchen,2020-07-03T03:30:00+02:00,526,17,440
Gütersloh (Kreis),2020-07-03T03:30:00+02:00,2376,20,817
Hagen,2020-07-03T03:30:00+02:00,409,13,342
Hamm,2020-07-03T03:30:00+02:00,555,36,447
Heinsberg (Kreis),2020-07-03T03:30:00+02:00,1956,81,1820
Herford (Kreis),2020-07-03T03:30:00+02:00,387,7,338
Herne,2020-07-03T03:30:00+02:00,247,2,209
Hochsauerlandkreis,2020-07-03T03:30:00+02:00,625,17,596
Höxter (Kreis),2020-07-03T03:30:00+02:00,371,18,346
Kleve (Kreis),2020-07-03T03:30:00+02:00,815,37,751
Köln,2020-07-03T03:30:00+02:00,2609,104,2450
Krefeld,2020-07-03T03:30:00+02:00,669,23,622
Leverkusen,2020-07-03T03:30:00+02:00,255,5,243
Lippe (Kreis),2020-07-03T03:30:00+02:00,767,29,721
Märkischer Kreis,2020-07-03T03:30:00+02:00,627,31,575
Mettmann (Kreis),2020-07-03T03:30:00+02:00,1032,79,906
Minden-Lübbecke (Kreis),2020-07-03T03:30:00+02:00,500,13,487
Mönchengladbach,2020-07-03T03:30:00+02:00,690,41,608
Mülheim / Ruhr,2020-07-03T03:30:00+02:00,266,13,222
Münster,2020-07-03T03:30:00+02:00,733,13,715
Oberbergischer Kreis,2020-07-03T03:30:00+02:00,501,18,472
Oberhausen,2020-07-03T03:30:00+02:00,303,10,265
Olpe (Kreis),2020-07-03T03:30:00+02:00,655,56,595
Paderborn (Kreis),2020-07-03T03:30:00+02:00,724,34,634
Recklinghausen (Kreis),2020-07-03T03:30:00+02:00,1396,40,1283
Remscheid,2020-07-03T03:30:00+02:00,243,18,224
Rhein-Erft-Kreis,2020-07-03T03:30:00+02:00,1119,76,1028
Rheinisch-Bergischer Kreis,2020-07-03T03:30:00+02:00,476,22,449
Rhein-Kreis Neuss,2020-07-03T03:30:00+02:00,784,20,711
Rhein-Sieg-Kreis,2020-07-03T03:30:00+02:00,1469,50,1408
Siegen-Wittgenstein (Kreis),2020-07-03T03:30:00+02:00,315,8,306
Soest (Kreis),2020-07-03T03:30:00+02:00,392,8,368
Solingen,2020-07-03T03:30:00+02:00,294,10,268
Steinfurt (Kreis),2020-07-03T03:30:00+02:00,1344,83,1257
Unna (Kreis),2020-07-03T03:30:00+02:00,771,39,588
Viersen (Kreis),2020-07-03T03:30:00+02:00,736,37,682
Warendorf (Kreis),2020-07-03T03:30:00+02:00,817,20,488
Wesel (Kreis),2020-07-03T03:30:00+02:00,789,27,624
Wuppertal,2020-07-03T03:30:00+02:00,1013,86,870
