Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2020-12-30T23:59:00+01:00,13287,131,10429
Duisburg,5112,2020-12-30T23:59:00+01:00,15259,341,13299
Essen,5113,2020-12-30T23:59:00+01:00,13104,205,9028
Krefeld,5114,2020-12-30T23:59:00+01:00,5334,52,3900
Mönchengladbach,5116,2020-12-30T23:59:00+01:00,5707,120,4505
Mülheim / Ruhr,5117,2020-12-30T23:59:00+01:00,4298,103,3731
Oberhausen,5119,2020-12-30T23:59:00+01:00,5406,124,4415
Remscheid,5120,2020-12-30T23:59:00+01:00,2866,90,2401
Solingen,5122,2020-12-30T23:59:00+01:00,4854,96,4277
Wuppertal,5124,2020-12-30T23:59:00+01:00,9650,218,8108
Kleve (Kreis),5154,2020-12-30T23:59:00+01:00,4793,84,3456
Mettmann (Kreis),5158,2020-12-30T23:59:00+01:00,10669,285,8666
Rhein-Kreis Neuss,5162,2020-12-30T23:59:00+01:00,8223,119,5822
Viersen (Kreis),5166,2020-12-30T23:59:00+01:00,5988,107,3692
Wesel (Kreis),5170,2020-12-30T23:59:00+01:00,8698,72,7416
Bonn,5314,2020-12-30T23:59:00+01:00,6987,78,5833
Köln,5315,2020-12-30T23:59:00+01:00,25804,338,19794
Leverkusen,5316,2020-12-30T23:59:00+01:00,3476,32,3034
Aachen & Städteregion Aachen,5334,2020-12-30T23:59:00+01:00,14375,275,12714
Düren (Kreis),5358,2020-12-30T23:59:00+01:00,7074,158,6221
Rhein-Erft-Kreis,5362,2020-12-30T23:59:00+01:00,8884,179,7923
Euskirchen (Kreis),5366,2020-12-30T23:59:00+01:00,3802,90,3159
Heinsberg (Kreis),5370,2020-12-30T23:59:00+01:00,6235,168,5087
Oberbergischer Kreis,5374,2020-12-30T23:59:00+01:00,5723,91,4749
Rheinisch-Bergischer Kreis,5378,2020-12-30T23:59:00+01:00,5351,50,4712
Rhein-Sieg-Kreis,5382,2020-12-30T23:59:00+01:00,11684,178,8133
Bottrop,5512,2020-12-30T23:59:00+01:00,2772,21,2316
Gelsenkirchen,5513,2020-12-30T23:59:00+01:00,7599,89,6104
Münster,5515,2020-12-30T23:59:00+01:00,4284,49,3641
Borken (Kreis),5554,2020-12-30T23:59:00+01:00,6803,131,5920
Coesfeld (Kreis),5558,2020-12-30T23:59:00+01:00,3008,40,2531
Recklinghausen (Kreis),5562,2020-12-30T23:59:00+01:00,15971,247,13137
Steinfurt (Kreis),5566,2020-12-30T23:59:00+01:00,7381,154,6305
Warendorf (Kreis),5570,2020-12-30T23:59:00+01:00,5906,92,4744
Bielefeld,5711,2020-12-30T23:59:00+01:00,7155,98,4861
Gütersloh (Kreis),5754,2020-12-30T23:59:00+01:00,10723,130,8977
Herford (Kreis),5758,2020-12-30T23:59:00+01:00,5335,56,3509
Höxter (Kreis),5762,2020-12-30T23:59:00+01:00,2346,34,1897
Lippe (Kreis),5766,2020-12-30T23:59:00+01:00,8647,149,7544
Minden-Lübbecke (Kreis),5770,2020-12-30T23:59:00+01:00,7227,101,5948
Paderborn (Kreis),5774,2020-12-30T23:59:00+01:00,4510,94,3898
Bochum,5911,2020-12-30T23:59:00+01:00,8102,83,5494
Dortmund,5913,2020-12-30T23:59:00+01:00,13880,165,12099
Hagen,5914,2020-12-30T23:59:00+01:00,5318,112,4061
Hamm,5915,2020-12-30T23:59:00+01:00,4879,88,4358
Herne,5916,2020-12-30T23:59:00+01:00,4765,76,3899
Ennepe-Ruhr-Kreis,5954,2020-12-30T23:59:00+01:00,6348,144,5360
Hochsauerlandkreis,5958,2020-12-30T23:59:00+01:00,4083,74,3680
Märkischer Kreis,5962,2020-12-30T23:59:00+01:00,7925,126,5392
Olpe (Kreis),5966,2020-12-30T23:59:00+01:00,2713,88,2293
Siegen-Wittgenstein (Kreis),5970,2020-12-30T23:59:00+01:00,4770,59,4168
Soest (Kreis),5974,2020-12-30T23:59:00+01:00,3440,66,2887
Unna (Kreis),5978,2020-12-30T23:59:00+01:00,9748,200,8630
