Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-01-28T23:59:00+01:00,15736,198,13717
Duisburg,5112,2021-01-28T23:59:00+01:00,17669,467,16204
Essen,5113,2021-01-28T23:59:00+01:00,16300,332,13183
Krefeld,5114,2021-01-28T23:59:00+01:00,6590,107,5348
Mönchengladbach,5116,2021-01-28T23:59:00+01:00,6965,165,5792
Mülheim / Ruhr,5117,2021-01-28T23:59:00+01:00,5129,166,4725
Oberhausen,5119,2021-01-28T23:59:00+01:00,6730,213,6015
Remscheid,5120,2021-01-28T23:59:00+01:00,3339,121,3021
Solingen,5122,2021-01-28T23:59:00+01:00,5579,124,5161
Wuppertal,5124,2021-01-28T23:59:00+01:00,11658,323,10391
Kleve (Kreis),5154,2021-01-28T23:59:00+01:00,5843,115,4802
Mettmann (Kreis),5158,2021-01-28T23:59:00+01:00,13843,480,11817
Rhein-Kreis Neuss,5162,2021-01-28T23:59:00+01:00,10409,212,8650
Viersen (Kreis),5166,2021-01-28T23:59:00+01:00,7350,215,5948
Wesel (Kreis),5170,2021-01-28T23:59:00+01:00,10515,148,9684
Bonn,5314,2021-01-28T23:59:00+01:00,8445,138,7730
Köln,5315,2021-01-28T23:59:00+01:00,30192,437,25740
Leverkusen,5316,2021-01-28T23:59:00+01:00,4303,61,3890
Aachen & Städteregion Aachen,5334,2021-01-28T23:59:00+01:00,16685,404,15515
Düren (Kreis),5358,2021-01-28T23:59:00+01:00,8229,205,7573
Rhein-Erft-Kreis,5362,2021-01-28T23:59:00+01:00,10653,267,9828
Euskirchen (Kreis),5366,2021-01-28T23:59:00+01:00,4583,158,4136
Heinsberg (Kreis),5370,2021-01-28T23:59:00+01:00,7615,244,6490
Oberbergischer Kreis,5374,2021-01-28T23:59:00+01:00,7560,130,6780
Rheinisch-Bergischer Kreis,5378,2021-01-28T23:59:00+01:00,6623,96,6103
Rhein-Sieg-Kreis,5382,2021-01-28T23:59:00+01:00,14083,306,11725
Bottrop,5512,2021-01-28T23:59:00+01:00,3579,56,3179
Gelsenkirchen,5513,2021-01-28T23:59:00+01:00,9335,262,7969
Münster,5515,2021-01-28T23:59:00+01:00,5113,90,4774
Borken (Kreis),5554,2021-01-28T23:59:00+01:00,7973,177,7396
Coesfeld (Kreis),5558,2021-01-28T23:59:00+01:00,3546,63,3267
Recklinghausen (Kreis),5562,2021-01-28T23:59:00+01:00,19996,505,17878
Steinfurt (Kreis),5566,2021-01-28T23:59:00+01:00,9615,222,8845
Warendorf (Kreis),5570,2021-01-28T23:59:00+01:00,7624,166,6603
Bielefeld,5711,2021-01-28T23:59:00+01:00,9460,222,7044
Gütersloh (Kreis),5754,2021-01-28T23:59:00+01:00,12746,225,11850
Herford (Kreis),5758,2021-01-28T23:59:00+01:00,6708,113,6116
Höxter (Kreis),5762,2021-01-28T23:59:00+01:00,3438,89,2916
Lippe (Kreis),5766,2021-01-28T23:59:00+01:00,10433,232,9525
Minden-Lübbecke (Kreis),5770,2021-01-28T23:59:00+01:00,9322,190,8461
Paderborn (Kreis),5774,2021-01-28T23:59:00+01:00,5755,123,5272
Bochum,5911,2021-01-28T23:59:00+01:00,9689,126,7984
Dortmund,5913,2021-01-28T23:59:00+01:00,16773,242,15514
Hagen,5914,2021-01-28T23:59:00+01:00,6621,162,5515
Hamm,5915,2021-01-28T23:59:00+01:00,6053,136,5605
Herne,5916,2021-01-28T23:59:00+01:00,5740,140,5170
Ennepe-Ruhr-Kreis,5954,2021-01-28T23:59:00+01:00,7886,235,7125
Hochsauerlandkreis,5958,2021-01-28T23:59:00+01:00,5065,100,4601
Märkischer Kreis,5962,2021-01-28T23:59:00+01:00,10110,198,7998
Olpe (Kreis),5966,2021-01-28T23:59:00+01:00,3321,118,2982
Siegen-Wittgenstein (Kreis),5970,2021-01-28T23:59:00+01:00,6035,101,5509
Soest (Kreis),5974,2021-01-28T23:59:00+01:00,4612,121,4095
Unna (Kreis),5978,2021-01-28T23:59:00+01:00,11768,318,10537
