Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-05-13T03:30:00+02:00,1929,87,1736
Bielefeld,2020-05-13T03:30:00+02:00,401,3,362
Bochum,2020-05-13T03:30:00+02:00,479,17,401
Bonn,2020-05-13T03:30:00+02:00,688,6,623
Borken (Kreis),2020-05-13T03:30:00+02:00,973,38,809
Bottrop,2020-05-13T03:30:00+02:00,184,6,134
Coesfeld (Kreis),2020-05-13T03:30:00+02:00,803,23,457
Dortmund,2020-05-13T03:30:00+02:00,715,6,670
Duisburg,2020-05-13T03:30:00+02:00,1017,44,789
Düren (Kreis),2020-05-13T03:30:00+02:00,572,37,503
Düsseldorf,2020-05-13T03:30:00+02:00,1204,28,952
Ennepe-Ruhr-Kreis,2020-05-13T03:30:00+02:00,410,14,342
Essen,2020-05-13T03:30:00+02:00,793,34,657
Euskirchen (Kreis),2020-05-13T03:30:00+02:00,423,18,283
Gelsenkirchen,2020-05-13T03:30:00+02:00,359,12,280
Gütersloh (Kreis),2020-05-13T03:30:00+02:00,595,19,561
Hagen,2020-05-13T03:30:00+02:00,306,10,223
Hamm,2020-05-13T03:30:00+02:00,469,36,332
Heinsberg (Kreis),2020-05-13T03:30:00+02:00,1793,68,1612
Herford (Kreis),2020-05-13T03:30:00+02:00,328,7,295
Herne,2020-05-13T03:30:00+02:00,183,1,140
Hochsauerlandkreis,2020-05-13T03:30:00+02:00,596,18,553
Höxter (Kreis),2020-05-13T03:30:00+02:00,324,15,251
Kleve (Kreis),2020-05-13T03:30:00+02:00,610,33,471
Köln,2020-05-13T03:30:00+02:00,2389,96,2204
Krefeld,2020-05-13T03:30:00+02:00,567,21,457
Leverkusen,2020-05-13T03:30:00+02:00,221,5,187
Lippe (Kreis),2020-05-13T03:30:00+02:00,743,29,627
Märkischer Kreis,2020-05-13T03:30:00+02:00,584,25,436
Mettmann (Kreis),2020-05-13T03:30:00+02:00,892,69,737
Minden-Lübbecke (Kreis),2020-05-13T03:30:00+02:00,454,8,394
Mönchengladbach,2020-05-13T03:30:00+02:00,545,37,402
Mülheim / Ruhr,2020-05-13T03:30:00+02:00,188,9,153
Münster,2020-05-13T03:30:00+02:00,648,13,613
Oberbergischer Kreis,2020-05-13T03:30:00+02:00,465,15,414
Oberhausen,2020-05-13T03:30:00+02:00,248,5,184
Olpe (Kreis),2020-05-13T03:30:00+02:00,614,51,519
Paderborn (Kreis),2020-05-13T03:30:00+02:00,598,30,496
Recklinghausen (Kreis),2020-05-13T03:30:00+02:00,1202,32,969
Remscheid,2020-05-13T03:30:00+02:00,224,15,217
Rhein-Erft-Kreis,2020-05-13T03:30:00+02:00,1063,69,870
Rheinisch-Bergischer Kreis,2020-05-13T03:30:00+02:00,445,18,360
Rhein-Kreis Neuss,2020-05-13T03:30:00+02:00,655,18,577
Rhein-Sieg-Kreis,2020-05-13T03:30:00+02:00,1201,46,1063
Siegen-Wittgenstein (Kreis),2020-05-13T03:30:00+02:00,304,8,255
Soest (Kreis),2020-05-13T03:30:00+02:00,356,6,331
Solingen,2020-05-13T03:30:00+02:00,235,7,205
Steinfurt (Kreis),2020-05-13T03:30:00+02:00,1305,76,1073
Unna (Kreis),2020-05-13T03:30:00+02:00,650,31,402
Viersen (Kreis),2020-05-13T03:30:00+02:00,681,35,440
Warendorf (Kreis),2020-05-13T03:30:00+02:00,476,16,424
Wesel (Kreis),2020-05-13T03:30:00+02:00,558,26,455
Wuppertal,2020-05-13T03:30:00+02:00,872,76,620
