Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-02-22T23:59:00+01:00,16876,268,15912
Duisburg,5112,2021-02-22T23:59:00+01:00,18803,510,17748
Essen,5113,2021-02-22T23:59:00+01:00,17747,443,16049
Krefeld,5114,2021-02-22T23:59:00+01:00,7117,128,6401
Mönchengladbach,5116,2021-02-22T23:59:00+01:00,7385,188,6770
Mülheim / Ruhr,5117,2021-02-22T23:59:00+01:00,5513,193,5201
Oberhausen,5119,2021-02-22T23:59:00+01:00,7258,259,6742
Remscheid,5120,2021-02-22T23:59:00+01:00,3553,130,3307
Solingen,5122,2021-02-22T23:59:00+01:00,6141,139,5709
Wuppertal,5124,2021-02-22T23:59:00+01:00,12577,369,11731
Kleve (Kreis),5154,2021-02-22T23:59:00+01:00,6588,132,5689
Mettmann (Kreis),5158,2021-02-22T23:59:00+01:00,15253,580,13862
Rhein-Kreis Neuss,5162,2021-02-22T23:59:00+01:00,11293,255,10469
Viersen (Kreis),5166,2021-02-22T23:59:00+01:00,7934,239,7042
Wesel (Kreis),5170,2021-02-22T23:59:00+01:00,11446,203,10829
Bonn,5314,2021-02-22T23:59:00+01:00,9324,181,8751
Köln,5315,2021-02-22T23:59:00+01:00,33144,514,29588
Leverkusen,5316,2021-02-22T23:59:00+01:00,4727,75,4462
Aachen & Städteregion Aachen,5334,2021-02-22T23:59:00+01:00,17722,456,16930
Düren (Kreis),5358,2021-02-22T23:59:00+01:00,8890,226,8346
Rhein-Erft-Kreis,5362,2021-02-22T23:59:00+01:00,11769,306,10981
Euskirchen (Kreis),5366,2021-02-22T23:59:00+01:00,5026,190,4656
Heinsberg (Kreis),5370,2021-02-22T23:59:00+01:00,8239,299,7628
Oberbergischer Kreis,5374,2021-02-22T23:59:00+01:00,8307,152,7785
Rheinisch-Bergischer Kreis,5378,2021-02-22T23:59:00+01:00,7270,116,6893
Rhein-Sieg-Kreis,5382,2021-02-22T23:59:00+01:00,15349,380,13840
Bottrop,5512,2021-02-22T23:59:00+01:00,3855,82,3617
Gelsenkirchen,5513,2021-02-22T23:59:00+01:00,9939,323,9203
Münster,5515,2021-02-22T23:59:00+01:00,5372,100,5158
Borken (Kreis),5554,2021-02-22T23:59:00+01:00,8724,197,8141
Coesfeld (Kreis),5558,2021-02-22T23:59:00+01:00,3786,74,3581
Recklinghausen (Kreis),5562,2021-02-22T23:59:00+01:00,21778,644,20241
Steinfurt (Kreis),5566,2021-02-22T23:59:00+01:00,10358,258,9745
Warendorf (Kreis),5570,2021-02-22T23:59:00+01:00,8240,195,7704
Bielefeld,5711,2021-02-22T23:59:00+01:00,9953,267,9113
Gütersloh (Kreis),5754,2021-02-22T23:59:00+01:00,13493,254,12896
Herford (Kreis),5758,2021-02-22T23:59:00+01:00,7223,134,6602
Höxter (Kreis),5762,2021-02-22T23:59:00+01:00,3816,122,3529
Lippe (Kreis),5766,2021-02-22T23:59:00+01:00,11232,300,10634
Minden-Lübbecke (Kreis),5770,2021-02-22T23:59:00+01:00,9986,223,9465
Paderborn (Kreis),5774,2021-02-22T23:59:00+01:00,6339,131,5994
Bochum,5911,2021-02-22T23:59:00+01:00,10421,157,9485
Dortmund,5913,2021-02-22T23:59:00+01:00,18004,295,17083
Hagen,5914,2021-02-22T23:59:00+01:00,7419,214,6506
Hamm,5915,2021-02-22T23:59:00+01:00,6625,156,6220
Herne,5916,2021-02-22T23:59:00+01:00,6208,194,5618
Ennepe-Ruhr-Kreis,5954,2021-02-22T23:59:00+01:00,8753,275,8119
Hochsauerlandkreis,5958,2021-02-22T23:59:00+01:00,5812,132,5354
Märkischer Kreis,5962,2021-02-22T23:59:00+01:00,11339,244,9774
Olpe (Kreis),5966,2021-02-22T23:59:00+01:00,3667,132,3373
Siegen-Wittgenstein (Kreis),5970,2021-02-22T23:59:00+01:00,6610,116,6249
Soest (Kreis),5974,2021-02-22T23:59:00+01:00,5311,140,4882
Unna (Kreis),5978,2021-02-22T23:59:00+01:00,12657,401,11789
