Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-10-01T03:30:00+02:00,2717,105,2500
Bielefeld,2020-10-01T03:30:00+02:00,941,9,760
Bochum,2020-10-01T03:30:00+02:00,1337,28,1100
Bonn,2020-10-01T03:30:00+02:00,1252,9,1200
Borken (Kreis),2020-10-01T03:30:00+02:00,1371,38,1300
Bottrop,2020-10-01T03:30:00+02:00,366,7,320
Coesfeld (Kreis),2020-10-01T03:30:00+02:00,960,25,910
Dortmund,2020-10-01T03:30:00+02:00,2077,21,1800
Duisburg,2020-10-01T03:30:00+02:00,2876,72,2600
Düren (Kreis),2020-10-01T03:30:00+02:00,1011,42,920
Düsseldorf,2020-10-01T03:30:00+02:00,3196,48,2700
Ennepe-Ruhr-Kreis,2020-10-01T03:30:00+02:00,867,15,810
Essen,2020-10-01T03:30:00+02:00,2079,48,1700
Euskirchen (Kreis),2020-10-01T03:30:00+02:00,770,27,710
Gelsenkirchen,2020-10-01T03:30:00+02:00,1173,20,1000
Gütersloh (Kreis),2020-10-01T03:30:00+02:00,3009,20,2900
Hagen,2020-10-01T03:30:00+02:00,785,14,710
Hamm,2020-10-01T03:30:00+02:00,1089,38,830
Heinsberg (Kreis),2020-10-01T03:30:00+02:00,2173,94,2000
Herford (Kreis),2020-10-01T03:30:00+02:00,651,8,590
Herne,2020-10-01T03:30:00+02:00,559,7,490
Hochsauerlandkreis,2020-10-01T03:30:00+02:00,888,19,840
Höxter (Kreis),2020-10-01T03:30:00+02:00,443,18,410
Kleve (Kreis),2020-10-01T03:30:00+02:00,1133,37,1000
Köln,2020-10-01T03:30:00+02:00,5057,121,3700
Krefeld,2020-10-01T03:30:00+02:00,1021,28,930
Leverkusen,2020-10-01T03:30:00+02:00,582,9,500
Lippe (Kreis),2020-10-01T03:30:00+02:00,1002,31,930
Märkischer Kreis,2020-10-01T03:30:00+02:00,1099,32,990
Mettmann (Kreis),2020-10-01T03:30:00+02:00,2011,87,1800
Minden-Lübbecke (Kreis),2020-10-01T03:30:00+02:00,925,15,830
Mönchengladbach,2020-10-01T03:30:00+02:00,1087,51,1000
Mülheim / Ruhr,2020-10-01T03:30:00+02:00,632,14,560
Münster,2020-10-01T03:30:00+02:00,1082,13,980
Oberbergischer Kreis,2020-10-01T03:30:00+02:00,875,19,730
Oberhausen,2020-10-01T03:30:00+02:00,612,14,560
Olpe (Kreis),2020-10-01T03:30:00+02:00,805,57,730
Paderborn (Kreis),2020-10-01T03:30:00+02:00,902,34,850
Recklinghausen (Kreis),2020-10-01T03:30:00+02:00,2243,46,2000
Remscheid,2020-10-01T03:30:00+02:00,530,19,400
Rhein-Erft-Kreis,2020-10-01T03:30:00+02:00,1753,78,1600
Rheinisch-Bergischer Kreis,2020-10-01T03:30:00+02:00,765,23,670
Rhein-Kreis Neuss,2020-10-01T03:30:00+02:00,1395,24,1200
Rhein-Sieg-Kreis,2020-10-01T03:30:00+02:00,2150,54,1900
Siegen-Wittgenstein (Kreis),2020-10-01T03:30:00+02:00,737,8,630
Soest (Kreis),2020-10-01T03:30:00+02:00,565,9,520
Solingen,2020-10-01T03:30:00+02:00,647,13,580
Steinfurt (Kreis),2020-10-01T03:30:00+02:00,1835,93,1600
Unna (Kreis),2020-10-01T03:30:00+02:00,1341,42,1200
Viersen (Kreis),2020-10-01T03:30:00+02:00,1028,37,900
Warendorf (Kreis),2020-10-01T03:30:00+02:00,1055,21,980
Wesel (Kreis),2020-10-01T03:30:00+02:00,1392,31,1300
Wuppertal,2020-10-01T03:30:00+02:00,1727,88,1500
