Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-09-16T03:30:00+02:00,2467,103,2271
Bielefeld,2020-09-16T03:30:00+02:00,809,7,737
Bochum,2020-09-16T03:30:00+02:00,1171,28,1036
Bonn,2020-09-16T03:30:00+02:00,1119,9,1034
Borken (Kreis),2020-09-16T03:30:00+02:00,1299,38,1222
Bottrop,2020-09-16T03:30:00+02:00,325,7,305
Coesfeld (Kreis),2020-09-16T03:30:00+02:00,931,25,895
Dortmund,2020-09-16T03:30:00+02:00,1801,20,1623
Duisburg,2020-09-16T03:30:00+02:00,2574,70,2406
Düren (Kreis),2020-09-16T03:30:00+02:00,927,41,847
Düsseldorf,2020-09-16T03:30:00+02:00,2890,47,2749
Ennepe-Ruhr-Kreis,2020-09-16T03:30:00+02:00,788,15,711
Essen,2020-09-16T03:30:00+02:00,1774,46,1619
Euskirchen (Kreis),2020-09-16T03:30:00+02:00,720,27,677
Gelsenkirchen,2020-09-16T03:30:00+02:00,914,20,811
Gütersloh (Kreis),2020-09-16T03:30:00+02:00,2925,20,2854
Hagen,2020-09-16T03:30:00+02:00,718,14,652
Hamm,2020-09-16T03:30:00+02:00,744,38,677
Heinsberg (Kreis),2020-09-16T03:30:00+02:00,2111,92,1968
Herford (Kreis),2020-09-16T03:30:00+02:00,577,8,552
Herne,2020-09-16T03:30:00+02:00,486,6,457
Hochsauerlandkreis,2020-09-16T03:30:00+02:00,852,18,812
Höxter (Kreis),2020-09-16T03:30:00+02:00,423,18,395
Kleve (Kreis),2020-09-16T03:30:00+02:00,1068,37,1009
Köln,2020-09-16T03:30:00+02:00,4205,117,3594
Krefeld,2020-09-16T03:30:00+02:00,935,26,824
Leverkusen,2020-09-16T03:30:00+02:00,491,8,413
Lippe (Kreis),2020-09-16T03:30:00+02:00,937,31,856
Märkischer Kreis,2020-09-16T03:30:00+02:00,1012,32,890
Mettmann (Kreis),2020-09-16T03:30:00+02:00,1784,84,1674
Minden-Lübbecke (Kreis),2020-09-16T03:30:00+02:00,781,13,742
Mönchengladbach,2020-09-16T03:30:00+02:00,1030,50,921
Mülheim / Ruhr,2020-09-16T03:30:00+02:00,549,14,470
Münster,2020-09-16T03:30:00+02:00,975,13,923
Oberbergischer Kreis,2020-09-16T03:30:00+02:00,693,19,598
Oberhausen,2020-09-16T03:30:00+02:00,556,13,512
Olpe (Kreis),2020-09-16T03:30:00+02:00,780,56,679
Paderborn (Kreis),2020-09-16T03:30:00+02:00,870,34,790
Recklinghausen (Kreis),2020-09-16T03:30:00+02:00,1986,44,1833
Remscheid,2020-09-16T03:30:00+02:00,391,18,340
Rhein-Erft-Kreis,2020-09-16T03:30:00+02:00,1588,78,1361
Rheinisch-Bergischer Kreis,2020-09-16T03:30:00+02:00,684,22,603
Rhein-Kreis Neuss,2020-09-16T03:30:00+02:00,1219,24,1152
Rhein-Sieg-Kreis,2020-09-16T03:30:00+02:00,1974,53,1818
Siegen-Wittgenstein (Kreis),2020-09-16T03:30:00+02:00,583,8,522
Soest (Kreis),2020-09-16T03:30:00+02:00,517,8,486
Solingen,2020-09-16T03:30:00+02:00,569,13,464
Steinfurt (Kreis),2020-09-16T03:30:00+02:00,1653,90,1503
Unna (Kreis),2020-09-16T03:30:00+02:00,1203,42,1102
Viersen (Kreis),2020-09-16T03:30:00+02:00,971,37,885
Warendorf (Kreis),2020-09-16T03:30:00+02:00,987,20,932
Wesel (Kreis),2020-09-16T03:30:00+02:00,1273,30,1124
Wuppertal,2020-09-16T03:30:00+02:00,1545,86,1389
