Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-05-03T03:30:00+02:00,1884,83,1591
Bielefeld,2020-05-03T03:30:00+02:00,379,3,312
Bochum,2020-05-03T03:30:00+02:00,431,16,374
Bonn,2020-05-03T03:30:00+02:00,667,6,463
Borken (Kreis),2020-05-03T03:30:00+02:00,886,37,740
Bottrop,2020-05-03T03:30:00+02:00,155,6,98
Coesfeld (Kreis),2020-05-03T03:30:00+02:00,526,23,424
Dortmund,2020-05-03T03:30:00+02:00,689,6,593
Duisburg,2020-05-03T03:30:00+02:00,896,23,653
Düren (Kreis),2020-05-03T03:30:00+02:00,561,31,447
Düsseldorf,2020-05-03T03:30:00+02:00,1074,24,852
Ennepe-Ruhr-Kreis,2020-05-03T03:30:00+02:00,392,13,310
Essen,2020-05-03T03:30:00+02:00,742,33,573
Euskirchen (Kreis),2020-05-03T03:30:00+02:00,370,15,249
Gelsenkirchen,2020-05-03T03:30:00+02:00,338,11,234
Gütersloh (Kreis),2020-05-03T03:30:00+02:00,596,18,459
Hagen,2020-05-03T03:30:00+02:00,261,7,179
Hamm,2020-05-03T03:30:00+02:00,449,32,291
Heinsberg (Kreis),2020-05-03T03:30:00+02:00,1755,62,1522
Herford (Kreis),2020-05-03T03:30:00+02:00,325,6,255
Herne,2020-05-03T03:30:00+02:00,168,1,113
Hochsauerlandkreis,2020-05-03T03:30:00+02:00,584,16,472
Höxter (Kreis),2020-05-03T03:30:00+02:00,302,8,209
Kleve (Kreis),2020-05-03T03:30:00+02:00,591,25,404
Köln,2020-05-03T03:30:00+02:00,2312,91,2083
Krefeld,2020-05-03T03:30:00+02:00,503,19,387
Leverkusen,2020-05-03T03:30:00+02:00,201,4,175
Lippe (Kreis),2020-05-03T03:30:00+02:00,712,29,503
Märkischer Kreis,2020-05-03T03:30:00+02:00,563,22,363
Mettmann (Kreis),2020-05-03T03:30:00+02:00,866,60,643
Minden-Lübbecke (Kreis),2020-05-03T03:30:00+02:00,425,7,345
Mönchengladbach,2020-05-03T03:30:00+02:00,497,36,345
Mülheim / Ruhr,2020-05-03T03:30:00+02:00,176,7,124
Münster,2020-05-03T03:30:00+02:00,632,13,583
Oberbergischer Kreis,2020-05-03T03:30:00+02:00,451,13,358
Oberhausen,2020-05-03T03:30:00+02:00,215,1,156
Olpe (Kreis),2020-05-03T03:30:00+02:00,574,40,476
Paderborn (Kreis),2020-05-03T03:30:00+02:00,583,26,380
Recklinghausen (Kreis),2020-05-03T03:30:00+02:00,1091,24,819
Remscheid,2020-05-03T03:30:00+02:00,213,14,202
Rhein-Erft-Kreis,2020-05-03T03:30:00+02:00,988,57,623
Rheinisch-Bergischer Kreis,2020-05-03T03:30:00+02:00,430,15,325
Rhein-Kreis Neuss,2020-05-03T03:30:00+02:00,611,20,520
Rhein-Sieg-Kreis,2020-05-03T03:30:00+02:00,1182,41,949
Siegen-Wittgenstein (Kreis),2020-05-03T03:30:00+02:00,289,8,215
Soest (Kreis),2020-05-03T03:30:00+02:00,344,6,304
Solingen,2020-05-03T03:30:00+02:00,227,7,185
Steinfurt (Kreis),2020-05-03T03:30:00+02:00,1243,64,941
Unna (Kreis),2020-05-03T03:30:00+02:00,616,28,363
Viersen (Kreis),2020-05-03T03:30:00+02:00,649,29,400
Warendorf (Kreis),2020-05-03T03:30:00+02:00,467,13,378
Wesel (Kreis),2020-05-03T03:30:00+02:00,518,23,378
Wuppertal,2020-05-03T03:30:00+02:00,813,65,500
