Area,Date,Confirmed,Deaths
Aachen & Städteregion Aachen,2020-03-31T10:00:00+02:00,890,15
Bielefeld,2020-03-31T10:00:00+02:00,169,0
Bochum,2020-03-31T10:00:00+02:00,245,5
Bonn,2020-03-31T10:00:00+02:00,272,1
Borken (Kreis),2020-03-31T10:00:00+02:00,448,5
Bottrop,2020-03-31T10:00:00+02:00,40,1
Coesfeld (Kreis),2020-03-31T10:00:00+02:00,310,3
Dortmund,2020-03-31T10:00:00+02:00,275,0
Duisburg,2020-03-31T10:00:00+02:00,292,2
Düren (Kreis),2020-03-31T10:00:00+02:00,246,2
Düsseldorf,2020-03-31T10:00:00+02:00,410,4
Ennepe-Ruhr-Kreis,2020-03-31T10:00:00+02:00,192,1
Essen,2020-03-31T10:00:00+02:00,399,6
Euskirchen (Kreis),2020-03-31T10:00:00+02:00,126,2
Gelsenkirchen,2020-03-31T10:00:00+02:00,101,1
Gütersloh (Kreis),2020-03-31T10:00:00+02:00,372,1
Hagen,2020-03-31T10:00:00+02:00,80,2
Hamm,2020-03-31T10:00:00+02:00,157,2
Heinsberg (Kreis),2020-03-31T10:00:00+02:00,1266,35
Herford (Kreis),2020-03-31T10:00:00+02:00,148,0
Herne,2020-03-31T10:00:00+02:00,57,0
Hochsauerlandkreis,2020-03-31T10:00:00+02:00,253,0
Höxter (Kreis),2020-03-31T10:00:00+02:00,67,0
Kleve (Kreis),2020-03-31T10:00:00+02:00,237,2
Köln,2020-03-31T10:00:00+02:00,1343,11
Krefeld,2020-03-31T10:00:00+02:00,208,1
Leverkusen,2020-03-31T10:00:00+02:00,113,0
Lippe (Kreis),2020-03-31T10:00:00+02:00,302,3
Märkischer Kreis,2020-03-31T10:00:00+02:00,127,0
Mettmann (Kreis),2020-03-31T10:00:00+02:00,361,5
Minden-Lübbecke (Kreis),2020-03-31T10:00:00+02:00,268,0
Mönchengladbach,2020-03-31T10:00:00+02:00,178,1
Mülheim / Ruhr,2020-03-31T10:00:00+02:00,76,1
Münster,2020-03-31T10:00:00+02:00,468,2
Oberbergischer Kreis,2020-03-31T10:00:00+02:00,234,2
Oberhausen,2020-03-31T10:00:00+02:00,68,0
Olpe (Kreis),2020-03-31T10:00:00+02:00,127,1
Paderborn (Kreis),2020-03-31T10:00:00+02:00,201,1
Recklinghausen (Kreis),2020-03-31T10:00:00+02:00,357,1
Remscheid,2020-03-31T10:00:00+02:00,59,1
Rhein-Erft-Kreis,2020-03-31T10:00:00+02:00,344,1
Rheinisch-Bergischer Kreis,2020-03-31T10:00:00+02:00,200,2
Rhein-Kreis Neuss,2020-03-31T10:00:00+02:00,349,6
Rhein-Sieg-Kreis,2020-03-31T10:00:00+02:00,543,2
Siegen-Wittgenstein (Kreis),2020-03-31T10:00:00+02:00,100,1
Soest (Kreis),2020-03-31T10:00:00+02:00,199,0
Solingen,2020-03-31T10:00:00+02:00,102,1
Steinfurt (Kreis),2020-03-31T10:00:00+02:00,395,1
Unna (Kreis),2020-03-31T10:00:00+02:00,189,3
Viersen (Kreis),2020-03-31T10:00:00+02:00,275,2
Warendorf (Kreis),2020-03-31T10:00:00+02:00,303,1
Wesel (Kreis),2020-03-31T10:00:00+02:00,237,2
Wuppertal,2020-03-31T10:00:00+02:00,197,3
