Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-05-22T03:30:00+02:00,1960,91,1801
Bielefeld,2020-05-22T03:30:00+02:00,409,4,380
Bochum,2020-05-22T03:30:00+02:00,497,18,427
Bonn,2020-05-22T03:30:00+02:00,698,7,673
Borken (Kreis),2020-05-22T03:30:00+02:00,1021,38,838
Bottrop,2020-05-22T03:30:00+02:00,187,6,166
Coesfeld (Kreis),2020-05-22T03:30:00+02:00,846,24,513
Dortmund,2020-05-22T03:30:00+02:00,727,6,700
Duisburg,2020-05-22T03:30:00+02:00,1107,49,860
Düren (Kreis),2020-05-22T03:30:00+02:00,589,38,525
Düsseldorf,2020-05-22T03:30:00+02:00,1324,30,1081
Ennepe-Ruhr-Kreis,2020-05-22T03:30:00+02:00,419,14,374
Essen,2020-05-22T03:30:00+02:00,813,36,691
Euskirchen (Kreis),2020-05-22T03:30:00+02:00,438,21,346
Gelsenkirchen,2020-05-22T03:30:00+02:00,388,13,330
Gütersloh (Kreis),2020-05-22T03:30:00+02:00,631,19,568
Hagen,2020-05-22T03:30:00+02:00,325,12,274
Hamm,2020-05-22T03:30:00+02:00,472,36,397
Heinsberg (Kreis),2020-05-22T03:30:00+02:00,1864,69,1648
Herford (Kreis),2020-05-22T03:30:00+02:00,330,7,309
Herne,2020-05-22T03:30:00+02:00,185,1,165
Hochsauerlandkreis,2020-05-22T03:30:00+02:00,606,17,570
Höxter (Kreis),2020-05-22T03:30:00+02:00,343,16,276
Kleve (Kreis),2020-05-22T03:30:00+02:00,647,35,544
Köln,2020-05-22T03:30:00+02:00,2442,96,2230
Krefeld,2020-05-22T03:30:00+02:00,614,22,517
Leverkusen,2020-05-22T03:30:00+02:00,233,5,206
Lippe (Kreis),2020-05-22T03:30:00+02:00,740,29,675
Märkischer Kreis,2020-05-22T03:30:00+02:00,594,27,518
Mettmann (Kreis),2020-05-22T03:30:00+02:00,928,74,796
Minden-Lübbecke (Kreis),2020-05-22T03:30:00+02:00,475,9,417
Mönchengladbach,2020-05-22T03:30:00+02:00,595,39,445
Mülheim / Ruhr,2020-05-22T03:30:00+02:00,196,9,167
Münster,2020-05-22T03:30:00+02:00,698,13,623
Oberbergischer Kreis,2020-05-22T03:30:00+02:00,477,17,441
Oberhausen,2020-05-22T03:30:00+02:00,254,8,228
Olpe (Kreis),2020-05-22T03:30:00+02:00,619,52,519
Paderborn (Kreis),2020-05-22T03:30:00+02:00,623,32,543
Recklinghausen (Kreis),2020-05-22T03:30:00+02:00,1257,37,1063
Remscheid,2020-05-22T03:30:00+02:00,234,16,221
Rhein-Erft-Kreis,2020-05-22T03:30:00+02:00,1081,72,915
Rheinisch-Bergischer Kreis,2020-05-22T03:30:00+02:00,461,19,408
Rhein-Kreis Neuss,2020-05-22T03:30:00+02:00,674,19,625
Rhein-Sieg-Kreis,2020-05-22T03:30:00+02:00,1384,48,1114
Siegen-Wittgenstein (Kreis),2020-05-22T03:30:00+02:00,307,8,280
Soest (Kreis),2020-05-22T03:30:00+02:00,359,8,344
Solingen,2020-05-22T03:30:00+02:00,242,7,220
Steinfurt (Kreis),2020-05-22T03:30:00+02:00,1326,79,1165
Unna (Kreis),2020-05-22T03:30:00+02:00,665,34,428
Viersen (Kreis),2020-05-22T03:30:00+02:00,696,35,533
Warendorf (Kreis),2020-05-22T03:30:00+02:00,486,18,444
Wesel (Kreis),2020-05-22T03:30:00+02:00,598,26,492
Wuppertal,2020-05-22T03:30:00+02:00,907,81,717
