Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-17T03:30:00+02:00,2029,100,1909
Bielefeld,2020-07-17T03:30:00+02:00,531,5,473
Bochum,2020-07-17T03:30:00+02:00,672,20,608
Bonn,2020-07-17T03:30:00+02:00,774,9,753
Borken (Kreis),2020-07-17T03:30:00+02:00,1126,38,1079
Bottrop,2020-07-17T03:30:00+02:00,227,7,212
Coesfeld (Kreis),2020-07-17T03:30:00+02:00,881,25,852
Dortmund,2020-07-17T03:30:00+02:00,1099,14,988
Duisburg,2020-07-17T03:30:00+02:00,1759,62,1571
Düren (Kreis),2020-07-17T03:30:00+02:00,627,39,578
Düsseldorf,2020-07-17T03:30:00+02:00,1990,42,1814
Ennepe-Ruhr-Kreis,2020-07-17T03:30:00+02:00,515,14,463
Essen,2020-07-17T03:30:00+02:00,1054,41,966
Euskirchen (Kreis),2020-07-17T03:30:00+02:00,551,23,468
Gelsenkirchen,2020-07-17T03:30:00+02:00,572,17,495
Gütersloh (Kreis),2020-07-17T03:30:00+02:00,2589,20,2324
Hagen,2020-07-17T03:30:00+02:00,443,13,383
Hamm,2020-07-17T03:30:00+02:00,578,36,510
Heinsberg (Kreis),2020-07-17T03:30:00+02:00,1964,81,1857
Herford (Kreis),2020-07-17T03:30:00+02:00,398,7,379
Herne,2020-07-17T03:30:00+02:00,272,3,249
Hochsauerlandkreis,2020-07-17T03:30:00+02:00,690,17,605
Höxter (Kreis),2020-07-17T03:30:00+02:00,373,18,354
Kleve (Kreis),2020-07-17T03:30:00+02:00,829,37,779
Köln,2020-07-17T03:30:00+02:00,2768,106,2506
Krefeld,2020-07-17T03:30:00+02:00,688,23,645
Leverkusen,2020-07-17T03:30:00+02:00,275,5,249
Lippe (Kreis),2020-07-17T03:30:00+02:00,774,30,736
Märkischer Kreis,2020-07-17T03:30:00+02:00,653,31,596
Mettmann (Kreis),2020-07-17T03:30:00+02:00,1186,82,981
Minden-Lübbecke (Kreis),2020-07-17T03:30:00+02:00,507,13,488
Mönchengladbach,2020-07-17T03:30:00+02:00,738,41,642
Mülheim / Ruhr,2020-07-17T03:30:00+02:00,299,14,269
Münster,2020-07-17T03:30:00+02:00,738,13,719
Oberbergischer Kreis,2020-07-17T03:30:00+02:00,506,18,481
Oberhausen,2020-07-17T03:30:00+02:00,326,11,296
Olpe (Kreis),2020-07-17T03:30:00+02:00,665,56,601
Paderborn (Kreis),2020-07-17T03:30:00+02:00,735,34,677
Recklinghausen (Kreis),2020-07-17T03:30:00+02:00,1440,40,1362
Remscheid,2020-07-17T03:30:00+02:00,251,18,226
Rhein-Erft-Kreis,2020-07-17T03:30:00+02:00,1135,76,1044
Rheinisch-Bergischer Kreis,2020-07-17T03:30:00+02:00,498,23,452
Rhein-Kreis Neuss,2020-07-17T03:30:00+02:00,816,21,766
Rhein-Sieg-Kreis,2020-07-17T03:30:00+02:00,1490,50,1440
Siegen-Wittgenstein (Kreis),2020-07-17T03:30:00+02:00,323,8,307
Soest (Kreis),2020-07-17T03:30:00+02:00,400,8,385
Solingen,2020-07-17T03:30:00+02:00,315,10,285
Steinfurt (Kreis),2020-07-17T03:30:00+02:00,1358,83,1265
Unna (Kreis),2020-07-17T03:30:00+02:00,798,39,588
Viersen (Kreis),2020-07-17T03:30:00+02:00,750,37,700
Warendorf (Kreis),2020-07-17T03:30:00+02:00,848,20,794
Wesel (Kreis),2020-07-17T03:30:00+02:00,852,27,753
Wuppertal,2020-07-17T03:30:00+02:00,1035,86,926
