Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-05-07T03:30:00+02:00,1890,84,1664
Bielefeld,2020-05-07T03:30:00+02:00,386,3,322
Bochum,2020-05-07T03:30:00+02:00,444,16,383
Bonn,2020-05-07T03:30:00+02:00,677,6,495
Borken (Kreis),2020-05-07T03:30:00+02:00,906,37,762
Bottrop,2020-05-07T03:30:00+02:00,175,6,114
Coesfeld (Kreis),2020-05-07T03:30:00+02:00,587,23,435
Dortmund,2020-05-07T03:30:00+02:00,699,6,616
Duisburg,2020-05-07T03:30:00+02:00,944,28,700
Düren (Kreis),2020-05-07T03:30:00+02:00,566,34,470
Düsseldorf,2020-05-07T03:30:00+02:00,1147,25,910
Ennepe-Ruhr-Kreis,2020-05-07T03:30:00+02:00,402,13,322
Essen,2020-05-07T03:30:00+02:00,769,34,609
Euskirchen (Kreis),2020-05-07T03:30:00+02:00,394,18,255
Gelsenkirchen,2020-05-07T03:30:00+02:00,347,11,246
Gütersloh (Kreis),2020-05-07T03:30:00+02:00,594,19,505
Hagen,2020-05-07T03:30:00+02:00,280,9,182
Hamm,2020-05-07T03:30:00+02:00,453,32,300
Heinsberg (Kreis),2020-05-07T03:30:00+02:00,1779,65,1572
Herford (Kreis),2020-05-07T03:30:00+02:00,326,7,287
Herne,2020-05-07T03:30:00+02:00,173,1,128
Hochsauerlandkreis,2020-05-07T03:30:00+02:00,589,17,498
Höxter (Kreis),2020-05-07T03:30:00+02:00,310,13,235
Kleve (Kreis),2020-05-07T03:30:00+02:00,583,28,428
Köln,2020-05-07T03:30:00+02:00,2341,92,2130
Krefeld,2020-05-07T03:30:00+02:00,538,21,405
Leverkusen,2020-05-07T03:30:00+02:00,211,5,181
Lippe (Kreis),2020-05-07T03:30:00+02:00,729,29,542
Märkischer Kreis,2020-05-07T03:30:00+02:00,571,25,377
Mettmann (Kreis),2020-05-07T03:30:00+02:00,875,63,673
Minden-Lübbecke (Kreis),2020-05-07T03:30:00+02:00,434,7,373
Mönchengladbach,2020-05-07T03:30:00+02:00,516,36,369
Mülheim / Ruhr,2020-05-07T03:30:00+02:00,180,8,140
Münster,2020-05-07T03:30:00+02:00,636,13,609
Oberbergischer Kreis,2020-05-07T03:30:00+02:00,462,15,391
Oberhausen,2020-05-07T03:30:00+02:00,233,3,169
Olpe (Kreis),2020-05-07T03:30:00+02:00,590,47,502
Paderborn (Kreis),2020-05-07T03:30:00+02:00,591,29,463
Recklinghausen (Kreis),2020-05-07T03:30:00+02:00,1130,27,894
Remscheid,2020-05-07T03:30:00+02:00,219,15,207
Rhein-Erft-Kreis,2020-05-07T03:30:00+02:00,1018,58,750
Rheinisch-Bergischer Kreis,2020-05-07T03:30:00+02:00,438,17,341
Rhein-Kreis Neuss,2020-05-07T03:30:00+02:00,623,18,524
Rhein-Sieg-Kreis,2020-05-07T03:30:00+02:00,1193,44,1021
Siegen-Wittgenstein (Kreis),2020-05-07T03:30:00+02:00,290,8,225
Soest (Kreis),2020-05-07T03:30:00+02:00,351,6,311
Solingen,2020-05-07T03:30:00+02:00,231,7,200
Steinfurt (Kreis),2020-05-07T03:30:00+02:00,1269,72,1003
Unna (Kreis),2020-05-07T03:30:00+02:00,635,31,366
Viersen (Kreis),2020-05-07T03:30:00+02:00,662,33,426
Warendorf (Kreis),2020-05-07T03:30:00+02:00,473,15,400
Wesel (Kreis),2020-05-07T03:30:00+02:00,536,26,402
Wuppertal,2020-05-07T03:30:00+02:00,838,66,520
