Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-01-20T23:59:00+01:00,15054,168,12841
Duisburg,5112,2021-01-20T23:59:00+01:00,17127,446,15633
Essen,5113,2021-01-20T23:59:00+01:00,15492,291,12266
Krefeld,5114,2021-01-20T23:59:00+01:00,6340,96,4984
Mönchengladbach,5116,2021-01-20T23:59:00+01:00,6645,160,5688
Mülheim / Ruhr,5117,2021-01-20T23:59:00+01:00,4929,148,4539
Oberhausen,5119,2021-01-20T23:59:00+01:00,6441,196,5715
Remscheid,5120,2021-01-20T23:59:00+01:00,3225,117,2881
Solingen,5122,2021-01-20T23:59:00+01:00,5409,120,4985
Wuppertal,5124,2021-01-20T23:59:00+01:00,11152,281,9871
Kleve (Kreis),5154,2021-01-20T23:59:00+01:00,5563,104,4483
Mettmann (Kreis),5158,2021-01-20T23:59:00+01:00,13190,430,10892
Rhein-Kreis Neuss,5162,2021-01-20T23:59:00+01:00,9837,191,7780
Viersen (Kreis),5166,2021-01-20T23:59:00+01:00,7044,194,5326
Wesel (Kreis),5170,2021-01-20T23:59:00+01:00,10123,120,9181
Bonn,5314,2021-01-20T23:59:00+01:00,8047,122,7386
Köln,5315,2021-01-20T23:59:00+01:00,29172,402,24602
Leverkusen,5316,2021-01-20T23:59:00+01:00,4089,50,3666
Aachen & Städteregion Aachen,5334,2021-01-20T23:59:00+01:00,16077,389,14982
Düren (Kreis),5358,2021-01-20T23:59:00+01:00,7924,199,7221
Rhein-Erft-Kreis,5362,2021-01-20T23:59:00+01:00,10312,253,9282
Euskirchen (Kreis),5366,2021-01-20T23:59:00+01:00,4384,141,3923
Heinsberg (Kreis),5370,2021-01-20T23:59:00+01:00,7247,224,5996
Oberbergischer Kreis,5374,2021-01-20T23:59:00+01:00,7189,121,6229
Rheinisch-Bergischer Kreis,5378,2021-01-20T23:59:00+01:00,6312,95,5698
Rhein-Sieg-Kreis,5382,2021-01-20T23:59:00+01:00,13595,276,10901
Bottrop,5512,2021-01-20T23:59:00+01:00,3381,52,2931
Gelsenkirchen,5513,2021-01-20T23:59:00+01:00,8996,235,7455
Münster,5515,2021-01-20T23:59:00+01:00,4963,81,4560
Borken (Kreis),5554,2021-01-20T23:59:00+01:00,7723,164,7090
Coesfeld (Kreis),5558,2021-01-20T23:59:00+01:00,3432,54,3108
Recklinghausen (Kreis),5562,2021-01-20T23:59:00+01:00,19160,463,16813
Steinfurt (Kreis),5566,2021-01-20T23:59:00+01:00,9136,213,8151
Warendorf (Kreis),5570,2021-01-20T23:59:00+01:00,7285,146,6081
Bielefeld,5711,2021-01-20T23:59:00+01:00,9071,194,6680
Gütersloh (Kreis),5754,2021-01-20T23:59:00+01:00,12351,203,11328
Herford (Kreis),5758,2021-01-20T23:59:00+01:00,6430,97,5335
Höxter (Kreis),5762,2021-01-20T23:59:00+01:00,3191,69,2647
Lippe (Kreis),5766,2021-01-20T23:59:00+01:00,9989,208,9099
Minden-Lübbecke (Kreis),5770,2021-01-20T23:59:00+01:00,8866,170,7871
Paderborn (Kreis),5774,2021-01-20T23:59:00+01:00,5491,119,4952
Bochum,5911,2021-01-20T23:59:00+01:00,9317,113,7602
Dortmund,5913,2021-01-20T23:59:00+01:00,16133,217,14688
Hagen,5914,2021-01-20T23:59:00+01:00,6184,151,5152
Hamm,5915,2021-01-20T23:59:00+01:00,5806,135,5272
Herne,5916,2021-01-20T23:59:00+01:00,5495,119,4824
Ennepe-Ruhr-Kreis,5954,2021-01-20T23:59:00+01:00,7535,205,6663
Hochsauerlandkreis,5958,2021-01-20T23:59:00+01:00,4801,89,4344
Märkischer Kreis,5962,2021-01-20T23:59:00+01:00,9579,184,7504
Olpe (Kreis),5966,2021-01-20T23:59:00+01:00,3188,114,2820
Siegen-Wittgenstein (Kreis),5970,2021-01-20T23:59:00+01:00,5752,79,5113
Soest (Kreis),5974,2021-01-20T23:59:00+01:00,4306,102,3785
Unna (Kreis),5978,2021-01-20T23:59:00+01:00,11282,298,10030
