Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-08-13T03:30:00+02:00,2180,101,1975
Bielefeld,2020-08-13T03:30:00+02:00,654,5,575
Bochum,2020-08-13T03:30:00+02:00,921,22,753
Bonn,2020-08-13T03:30:00+02:00,903,9,829
Borken (Kreis),2020-08-13T03:30:00+02:00,1199,38,1115
Bottrop,2020-08-13T03:30:00+02:00,285,7,248
Coesfeld (Kreis),2020-08-13T03:30:00+02:00,897,25,864
Dortmund,2020-08-13T03:30:00+02:00,1422,17,1191
Duisburg,2020-08-13T03:30:00+02:00,2162,64,1900
Düren (Kreis),2020-08-13T03:30:00+02:00,792,40,643
Düsseldorf,2020-08-13T03:30:00+02:00,2324,45,2153
Ennepe-Ruhr-Kreis,2020-08-13T03:30:00+02:00,634,14,576
Essen,2020-08-13T03:30:00+02:00,1388,45,1214
Euskirchen (Kreis),2020-08-13T03:30:00+02:00,641,25,566
Gelsenkirchen,2020-08-13T03:30:00+02:00,707,19,572
Gütersloh (Kreis),2020-08-13T03:30:00+02:00,2728,20,2617
Hagen,2020-08-13T03:30:00+02:00,563,13,482
Hamm,2020-08-13T03:30:00+02:00,630,36,561
Heinsberg (Kreis),2020-08-13T03:30:00+02:00,2009,87,1872
Herford (Kreis),2020-08-13T03:30:00+02:00,491,8,418
Herne,2020-08-13T03:30:00+02:00,367,5,316
Hochsauerlandkreis,2020-08-13T03:30:00+02:00,767,18,689
Höxter (Kreis),2020-08-13T03:30:00+02:00,387,18,358
Kleve (Kreis),2020-08-13T03:30:00+02:00,976,37,815
Köln,2020-08-13T03:30:00+02:00,3166,110,2863
Krefeld,2020-08-13T03:30:00+02:00,764,24,685
Leverkusen,2020-08-13T03:30:00+02:00,340,5,283
Lippe (Kreis),2020-08-13T03:30:00+02:00,839,30,753
Märkischer Kreis,2020-08-13T03:30:00+02:00,768,32,659
Mettmann (Kreis),2020-08-13T03:30:00+02:00,1537,83,1334
Minden-Lübbecke (Kreis),2020-08-13T03:30:00+02:00,635,13,488
Mönchengladbach,2020-08-13T03:30:00+02:00,890,47,739
Mülheim / Ruhr,2020-08-13T03:30:00+02:00,387,14,335
Münster,2020-08-13T03:30:00+02:00,863,13,739
Oberbergischer Kreis,2020-08-13T03:30:00+02:00,557,18,499
Oberhausen,2020-08-13T03:30:00+02:00,442,12,363
Olpe (Kreis),2020-08-13T03:30:00+02:00,700,56,622
Paderborn (Kreis),2020-08-13T03:30:00+02:00,783,34,716
Recklinghausen (Kreis),2020-08-13T03:30:00+02:00,1661,43,1464
Remscheid,2020-08-13T03:30:00+02:00,310,18,247
Rhein-Erft-Kreis,2020-08-13T03:30:00+02:00,1284,76,1114
Rheinisch-Bergischer Kreis,2020-08-13T03:30:00+02:00,568,23,488
Rhein-Kreis Neuss,2020-08-13T03:30:00+02:00,990,21,906
Rhein-Sieg-Kreis,2020-08-13T03:30:00+02:00,1661,52,1473
Siegen-Wittgenstein (Kreis),2020-08-13T03:30:00+02:00,450,8,354
Soest (Kreis),2020-08-13T03:30:00+02:00,466,8,403
Solingen,2020-08-13T03:30:00+02:00,428,12,362
Steinfurt (Kreis),2020-08-13T03:30:00+02:00,1504,87,1319
Unna (Kreis),2020-08-13T03:30:00+02:00,1056,39,828
Viersen (Kreis),2020-08-13T03:30:00+02:00,848,37,749
Warendorf (Kreis),2020-08-13T03:30:00+02:00,911,20,844
Wesel (Kreis),2020-08-13T03:30:00+02:00,1077,28,874
Wuppertal,2020-08-13T03:30:00+02:00,1210,86,1033
