Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-15T03:30:00+02:00,2021,100,1908
Bielefeld,2020-07-15T03:30:00+02:00,509,5,455
Bochum,2020-07-15T03:30:00+02:00,656,20,605
Bonn,2020-07-15T03:30:00+02:00,774,9,751
Borken (Kreis),2020-07-15T03:30:00+02:00,1124,38,1076
Bottrop,2020-07-15T03:30:00+02:00,223,7,211
Coesfeld (Kreis),2020-07-15T03:30:00+02:00,881,25,850
Dortmund,2020-07-15T03:30:00+02:00,1092,14,956
Duisburg,2020-07-15T03:30:00+02:00,1731,62,1527
Düren (Kreis),2020-07-15T03:30:00+02:00,625,39,577
Düsseldorf,2020-07-15T03:30:00+02:00,1974,42,1742
Ennepe-Ruhr-Kreis,2020-07-15T03:30:00+02:00,505,14,459
Essen,2020-07-15T03:30:00+02:00,1040,41,944
Euskirchen (Kreis),2020-07-15T03:30:00+02:00,522,23,455
Gelsenkirchen,2020-07-15T03:30:00+02:00,567,17,486
Gütersloh (Kreis),2020-07-15T03:30:00+02:00,2575,20,2295
Hagen,2020-07-15T03:30:00+02:00,435,13,383
Hamm,2020-07-15T03:30:00+02:00,572,36,510
Heinsberg (Kreis),2020-07-15T03:30:00+02:00,1960,81,1855
Herford (Kreis),2020-07-15T03:30:00+02:00,397,7,373
Herne,2020-07-15T03:30:00+02:00,270,2,243
Hochsauerlandkreis,2020-07-15T03:30:00+02:00,672,17,604
Höxter (Kreis),2020-07-15T03:30:00+02:00,373,18,353
Kleve (Kreis),2020-07-15T03:30:00+02:00,820,37,778
Köln,2020-07-15T03:30:00+02:00,2714,106,2499
Krefeld,2020-07-15T03:30:00+02:00,683,23,637
Leverkusen,2020-07-15T03:30:00+02:00,272,5,249
Lippe (Kreis),2020-07-15T03:30:00+02:00,773,29,734
Märkischer Kreis,2020-07-15T03:30:00+02:00,644,31,586
Mettmann (Kreis),2020-07-15T03:30:00+02:00,1133,81,968
Minden-Lübbecke (Kreis),2020-07-15T03:30:00+02:00,502,13,488
Mönchengladbach,2020-07-15T03:30:00+02:00,718,41,637
Mülheim / Ruhr,2020-07-15T03:30:00+02:00,292,14,258
Münster,2020-07-15T03:30:00+02:00,736,13,719
Oberbergischer Kreis,2020-07-15T03:30:00+02:00,504,18,474
Oberhausen,2020-07-15T03:30:00+02:00,319,11,291
Olpe (Kreis),2020-07-15T03:30:00+02:00,665,56,600
Paderborn (Kreis),2020-07-15T03:30:00+02:00,731,34,677
Recklinghausen (Kreis),2020-07-15T03:30:00+02:00,1429,40,1345
Remscheid,2020-07-15T03:30:00+02:00,247,18,226
Rhein-Erft-Kreis,2020-07-15T03:30:00+02:00,1132,76,1038
Rheinisch-Bergischer Kreis,2020-07-15T03:30:00+02:00,486,23,451
Rhein-Kreis Neuss,2020-07-15T03:30:00+02:00,805,21,757
Rhein-Sieg-Kreis,2020-07-15T03:30:00+02:00,1485,50,1415
Siegen-Wittgenstein (Kreis),2020-07-15T03:30:00+02:00,320,8,307
Soest (Kreis),2020-07-15T03:30:00+02:00,398,8,383
Solingen,2020-07-15T03:30:00+02:00,314,10,282
Steinfurt (Kreis),2020-07-15T03:30:00+02:00,1355,83,1264
Unna (Kreis),2020-07-15T03:30:00+02:00,794,39,588
Viersen (Kreis),2020-07-15T03:30:00+02:00,745,37,698
Warendorf (Kreis),2020-07-15T03:30:00+02:00,845,20,786
Wesel (Kreis),2020-07-15T03:30:00+02:00,842,27,717
Wuppertal,2020-07-15T03:30:00+02:00,1032,86,916
