Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-02-16T23:59:00+01:00,16575,255,15588
Duisburg,5112,2021-02-16T23:59:00+01:00,18492,506,17455
Essen,5113,2021-02-16T23:59:00+01:00,17472,416,15563
Krefeld,5114,2021-02-16T23:59:00+01:00,6992,125,6232
Mönchengladbach,5116,2021-02-16T23:59:00+01:00,7293,183,6563
Mülheim / Ruhr,5117,2021-02-16T23:59:00+01:00,5444,188,5084
Oberhausen,5119,2021-02-16T23:59:00+01:00,7127,247,6631
Remscheid,5120,2021-02-16T23:59:00+01:00,3495,127,3252
Solingen,5122,2021-02-16T23:59:00+01:00,5989,138,5565
Wuppertal,5124,2021-02-16T23:59:00+01:00,12393,359,11498
Kleve (Kreis),5154,2021-02-16T23:59:00+01:00,6376,128,5493
Mettmann (Kreis),5158,2021-02-16T23:59:00+01:00,14978,556,13497
Rhein-Kreis Neuss,5162,2021-02-16T23:59:00+01:00,11090,252,10147
Viersen (Kreis),5166,2021-02-16T23:59:00+01:00,7832,235,6824
Wesel (Kreis),5170,2021-02-16T23:59:00+01:00,11255,189,10643
Bonn,5314,2021-02-16T23:59:00+01:00,9105,172,8547
Köln,5315,2021-02-16T23:59:00+01:00,32453,492,28833
Leverkusen,5316,2021-02-16T23:59:00+01:00,4622,74,4334
Aachen & Städteregion Aachen,5334,2021-02-16T23:59:00+01:00,17531,447,16639
Düren (Kreis),5358,2021-02-16T23:59:00+01:00,8686,222,8221
Rhein-Erft-Kreis,5362,2021-02-16T23:59:00+01:00,11457,299,10713
Euskirchen (Kreis),5366,2021-02-16T23:59:00+01:00,4929,185,4550
Heinsberg (Kreis),5370,2021-02-16T23:59:00+01:00,8175,298,7517
Oberbergischer Kreis,5374,2021-02-16T23:59:00+01:00,8163,149,7619
Rheinisch-Bergischer Kreis,5378,2021-02-16T23:59:00+01:00,7111,111,6764
Rhein-Sieg-Kreis,5382,2021-02-16T23:59:00+01:00,15102,366,13463
Bottrop,5512,2021-02-16T23:59:00+01:00,3789,77,3564
Gelsenkirchen,5513,2021-02-16T23:59:00+01:00,9816,316,9036
Münster,5515,2021-02-16T23:59:00+01:00,5298,99,5099
Borken (Kreis),5554,2021-02-16T23:59:00+01:00,8540,191,8002
Coesfeld (Kreis),5558,2021-02-16T23:59:00+01:00,3725,73,3525
Recklinghausen (Kreis),5562,2021-02-16T23:59:00+01:00,21391,622,19790
Steinfurt (Kreis),5566,2021-02-16T23:59:00+01:00,10155,248,9591
Warendorf (Kreis),5570,2021-02-16T23:59:00+01:00,8135,190,7565
Bielefeld,5711,2021-02-16T23:59:00+01:00,9804,261,8829
Gütersloh (Kreis),5754,2021-02-16T23:59:00+01:00,13356,249,12714
Herford (Kreis),5758,2021-02-16T23:59:00+01:00,7099,132,6563
Höxter (Kreis),5762,2021-02-16T23:59:00+01:00,3751,120,3470
Lippe (Kreis),5766,2021-02-16T23:59:00+01:00,11094,284,10445
Minden-Lübbecke (Kreis),5770,2021-02-16T23:59:00+01:00,9813,220,9346
Paderborn (Kreis),5774,2021-02-16T23:59:00+01:00,6231,130,5887
Bochum,5911,2021-02-16T23:59:00+01:00,10262,152,9269
Dortmund,5913,2021-02-16T23:59:00+01:00,17698,286,16816
Hagen,5914,2021-02-16T23:59:00+01:00,7288,206,6227
Hamm,5915,2021-02-16T23:59:00+01:00,6494,153,6119
Herne,5916,2021-02-16T23:59:00+01:00,6109,189,5471
Ennepe-Ruhr-Kreis,5954,2021-02-16T23:59:00+01:00,8505,269,7851
Hochsauerlandkreis,5958,2021-02-16T23:59:00+01:00,5629,125,5201
Märkischer Kreis,5962,2021-02-16T23:59:00+01:00,11030,233,9405
Olpe (Kreis),5966,2021-02-16T23:59:00+01:00,3577,131,3278
Siegen-Wittgenstein (Kreis),5970,2021-02-16T23:59:00+01:00,6481,116,6099
Soest (Kreis),5974,2021-02-16T23:59:00+01:00,5153,136,4718
Unna (Kreis),5978,2021-02-16T23:59:00+01:00,12440,384,11583
