Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-01T03:30:00+02:00,2002,98,1883
Bielefeld,2020-07-01T03:30:00+02:00,463,5,407
Bochum,2020-07-01T03:30:00+02:00,624,19,567
Bonn,2020-07-01T03:30:00+02:00,757,8,748
Borken (Kreis),2020-07-01T03:30:00+02:00,1116,39,1069
Bottrop,2020-07-01T03:30:00+02:00,212,7,204
Coesfeld (Kreis),2020-07-01T03:30:00+02:00,872,24,845
Dortmund,2020-07-01T03:30:00+02:00,972,11,822
Duisburg,2020-07-01T03:30:00+02:00,1543,58,1278
Düren (Kreis),2020-07-01T03:30:00+02:00,616,39,562
Düsseldorf,2020-07-01T03:30:00+02:00,1812,37,1515
Ennepe-Ruhr-Kreis,2020-07-01T03:30:00+02:00,474,14,441
Essen,2020-07-01T03:30:00+02:00,984,41,878
Euskirchen (Kreis),2020-07-01T03:30:00+02:00,481,23,448
Gelsenkirchen,2020-07-01T03:30:00+02:00,509,17,429
Gütersloh (Kreis),2020-07-01T03:30:00+02:00,2291,20,785
Hagen,2020-07-01T03:30:00+02:00,405,13,334
Hamm,2020-07-01T03:30:00+02:00,551,36,447
Heinsberg (Kreis),2020-07-01T03:30:00+02:00,1952,81,1811
Herford (Kreis),2020-07-01T03:30:00+02:00,381,7,333
Herne,2020-07-01T03:30:00+02:00,246,2,204
Hochsauerlandkreis,2020-07-01T03:30:00+02:00,624,17,594
Höxter (Kreis),2020-07-01T03:30:00+02:00,371,18,346
Kleve (Kreis),2020-07-01T03:30:00+02:00,812,37,745
Köln,2020-07-01T03:30:00+02:00,2609,104,2438
Krefeld,2020-07-01T03:30:00+02:00,667,22,622
Leverkusen,2020-07-01T03:30:00+02:00,253,5,242
Lippe (Kreis),2020-07-01T03:30:00+02:00,763,29,718
Märkischer Kreis,2020-07-01T03:30:00+02:00,623,31,574
Mettmann (Kreis),2020-07-01T03:30:00+02:00,1030,79,899
Minden-Lübbecke (Kreis),2020-07-01T03:30:00+02:00,497,13,484
Mönchengladbach,2020-07-01T03:30:00+02:00,685,41,605
Mülheim / Ruhr,2020-07-01T03:30:00+02:00,265,13,219
Münster,2020-07-01T03:30:00+02:00,732,13,715
Oberbergischer Kreis,2020-07-01T03:30:00+02:00,496,18,472
Oberhausen,2020-07-01T03:30:00+02:00,296,10,263
Olpe (Kreis),2020-07-01T03:30:00+02:00,653,56,583
Paderborn (Kreis),2020-07-01T03:30:00+02:00,718,34,633
Recklinghausen (Kreis),2020-07-01T03:30:00+02:00,1387,40,1269
Remscheid,2020-07-01T03:30:00+02:00,243,18,224
Rhein-Erft-Kreis,2020-07-01T03:30:00+02:00,1118,76,1025
Rheinisch-Bergischer Kreis,2020-07-01T03:30:00+02:00,474,22,448
Rhein-Kreis Neuss,2020-07-01T03:30:00+02:00,777,20,707
Rhein-Sieg-Kreis,2020-07-01T03:30:00+02:00,1466,50,1404
Siegen-Wittgenstein (Kreis),2020-07-01T03:30:00+02:00,315,8,306
Soest (Kreis),2020-07-01T03:30:00+02:00,390,8,363
Solingen,2020-07-01T03:30:00+02:00,294,10,253
Steinfurt (Kreis),2020-07-01T03:30:00+02:00,1342,83,1257
Unna (Kreis),2020-07-01T03:30:00+02:00,764,39,588
Viersen (Kreis),2020-07-01T03:30:00+02:00,734,37,680
Warendorf (Kreis),2020-07-01T03:30:00+02:00,788,20,485
Wesel (Kreis),2020-07-01T03:30:00+02:00,778,27,608
Wuppertal,2020-07-01T03:30:00+02:00,1014,86,865
