Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-04-22T23:59:00+02:00,21757,352,19842
Duisburg,5112,2021-04-22T23:59:00+02:00,25434,585,22727
Essen,5113,2021-04-22T23:59:00+02:00,22868,521,20130
Krefeld,5114,2021-04-22T23:59:00+02:00,9831,150,8079
Mönchengladbach,5116,2021-04-22T23:59:00+02:00,9406,215,7966
Mülheim / Ruhr,5117,2021-04-22T23:59:00+02:00,7424,212,6638
Oberhausen,5119,2021-04-22T23:59:00+02:00,9804,314,8768
Remscheid,5120,2021-04-22T23:59:00+02:00,5343,147,4147
Solingen,5122,2021-04-22T23:59:00+02:00,8212,172,7509
Wuppertal,5124,2021-04-22T23:59:00+02:00,17437,434,15384
Kleve (Kreis),5154,2021-04-22T23:59:00+02:00,9705,167,8016
Mettmann (Kreis),5158,2021-04-22T23:59:00+02:00,20496,671,17916
Rhein-Kreis Neuss,5162,2021-04-22T23:59:00+02:00,15210,306,13650
Viersen (Kreis),5166,2021-04-22T23:59:00+02:00,10271,277,8582
Wesel (Kreis),5170,2021-04-22T23:59:00+02:00,15474,256,13979
Bonn,5314,2021-04-22T23:59:00+02:00,12286,219,10847
Köln,5315,2021-04-22T23:59:00+02:00,45525,621,37525
Leverkusen,5316,2021-04-22T23:59:00+02:00,6402,87,5731
Aachen & Städteregion Aachen,5334,2021-04-22T23:59:00+02:00,22918,523,20989
Düren (Kreis),5358,2021-04-22T23:59:00+02:00,12129,262,11166
Rhein-Erft-Kreis,5362,2021-04-22T23:59:00+02:00,16780,360,15229
Euskirchen (Kreis),5366,2021-04-22T23:59:00+02:00,6887,218,6057
Heinsberg (Kreis),5370,2021-04-22T23:59:00+02:00,10241,354,8720
Oberbergischer Kreis,5374,2021-04-22T23:59:00+02:00,12264,201,10948
Rheinisch-Bergischer Kreis,5378,2021-04-22T23:59:00+02:00,9723,139,8942
Rhein-Sieg-Kreis,5382,2021-04-22T23:59:00+02:00,20308,464,18340
Bottrop,5512,2021-04-22T23:59:00+02:00,4738,100,4364
Gelsenkirchen,5513,2021-04-22T23:59:00+02:00,13410,374,11819
Münster,5515,2021-04-22T23:59:00+02:00,7324,110,6650
Borken (Kreis),5554,2021-04-22T23:59:00+02:00,12328,234,11186
Coesfeld (Kreis),5558,2021-04-22T23:59:00+02:00,5004,86,4494
Recklinghausen (Kreis),5562,2021-04-22T23:59:00+02:00,28202,798,25104
Steinfurt (Kreis),5566,2021-04-22T23:59:00+02:00,14362,299,13018
Warendorf (Kreis),5570,2021-04-22T23:59:00+02:00,10378,218,9240
Bielefeld,5711,2021-04-22T23:59:00+02:00,12999,302,10726
Gütersloh (Kreis),5754,2021-04-22T23:59:00+02:00,17119,289,15438
Herford (Kreis),5758,2021-04-22T23:59:00+02:00,9760,162,8269
Höxter (Kreis),5762,2021-04-22T23:59:00+02:00,4540,138,4161
Lippe (Kreis),5766,2021-04-22T23:59:00+02:00,15269,363,13982
Minden-Lübbecke (Kreis),5770,2021-04-22T23:59:00+02:00,13394,249,12319
Paderborn (Kreis),5774,2021-04-22T23:59:00+02:00,8561,147,7635
Bochum,5911,2021-04-22T23:59:00+02:00,13796,201,11690
Dortmund,5913,2021-04-22T23:59:00+02:00,23981,337,21531
Hagen,5914,2021-04-22T23:59:00+02:00,10300,283,8482
Hamm,5915,2021-04-22T23:59:00+02:00,8611,181,7749
Herne,5916,2021-04-22T23:59:00+02:00,8438,247,7199
Ennepe-Ruhr-Kreis,5954,2021-04-22T23:59:00+02:00,11867,329,10724
Hochsauerlandkreis,5958,2021-04-22T23:59:00+02:00,8174,178,7448
Märkischer Kreis,5962,2021-04-22T23:59:00+02:00,17935,351,14271
Olpe (Kreis),5966,2021-04-22T23:59:00+02:00,4876,140,4363
Siegen-Wittgenstein (Kreis),5970,2021-04-22T23:59:00+02:00,10292,164,9373
Soest (Kreis),5974,2021-04-22T23:59:00+02:00,7566,176,6790
Unna (Kreis),5978,2021-04-22T23:59:00+02:00,16521,450,14543
