Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-06-23T03:30:00+02:00,1994,97,1875
Bielefeld,2020-06-23T03:30:00+02:00,434,5,403
Bochum,2020-06-23T03:30:00+02:00,603,19,551
Bonn,2020-06-23T03:30:00+02:00,755,8,745
Borken (Kreis),2020-06-23T03:30:00+02:00,1111,38,1068
Bottrop,2020-06-23T03:30:00+02:00,211,7,204
Coesfeld (Kreis),2020-06-23T03:30:00+02:00,871,24,843
Dortmund,2020-06-23T03:30:00+02:00,894,9,773
Duisburg,2020-06-23T03:30:00+02:00,1417,57,1180
Düren (Kreis),2020-06-23T03:30:00+02:00,605,39,558
Düsseldorf,2020-06-23T03:30:00+02:00,1670,36,1451
Ennepe-Ruhr-Kreis,2020-06-23T03:30:00+02:00,462,14,431
Essen,2020-06-23T03:30:00+02:00,934,41,837
Euskirchen (Kreis),2020-06-23T03:30:00+02:00,474,22,441
Gelsenkirchen,2020-06-23T03:30:00+02:00,482,16,397
Gütersloh (Kreis),2020-06-23T03:30:00+02:00,1751,20,671
Hagen,2020-06-23T03:30:00+02:00,368,13,317
Hamm,2020-06-23T03:30:00+02:00,526,36,440
Heinsberg (Kreis),2020-06-23T03:30:00+02:00,1931,80,1799
Herford (Kreis),2020-06-23T03:30:00+02:00,358,7,324
Herne,2020-06-23T03:30:00+02:00,223,2,196
Hochsauerlandkreis,2020-06-23T03:30:00+02:00,619,17,592
Höxter (Kreis),2020-06-23T03:30:00+02:00,367,18,340
Kleve (Kreis),2020-06-23T03:30:00+02:00,787,37,713
Köln,2020-06-23T03:30:00+02:00,2584,102,2413
Krefeld,2020-06-23T03:30:00+02:00,649,22,619
Leverkusen,2020-06-23T03:30:00+02:00,249,5,237
Lippe (Kreis),2020-06-23T03:30:00+02:00,755,29,715
Märkischer Kreis,2020-06-23T03:30:00+02:00,611,31,569
Mettmann (Kreis),2020-06-23T03:30:00+02:00,988,79,891
Minden-Lübbecke (Kreis),2020-06-23T03:30:00+02:00,491,12,486
Mönchengladbach,2020-06-23T03:30:00+02:00,666,41,589
Mülheim / Ruhr,2020-06-23T03:30:00+02:00,238,12,204
Münster,2020-06-23T03:30:00+02:00,731,13,707
Oberbergischer Kreis,2020-06-23T03:30:00+02:00,491,18,472
Oberhausen,2020-06-23T03:30:00+02:00,277,10,254
Olpe (Kreis),2020-06-23T03:30:00+02:00,651,56,580
Paderborn (Kreis),2020-06-23T03:30:00+02:00,685,34,614
Recklinghausen (Kreis),2020-06-23T03:30:00+02:00,1339,40,1253
Remscheid,2020-06-23T03:30:00+02:00,241,18,223
Rhein-Erft-Kreis,2020-06-23T03:30:00+02:00,1110,76,1020
Rheinisch-Bergischer Kreis,2020-06-23T03:30:00+02:00,471,21,446
Rhein-Kreis Neuss,2020-06-23T03:30:00+02:00,736,20,694
Rhein-Sieg-Kreis,2020-06-23T03:30:00+02:00,1461,50,1394
Siegen-Wittgenstein (Kreis),2020-06-23T03:30:00+02:00,315,8,306
Soest (Kreis),2020-06-23T03:30:00+02:00,377,8,356
Solingen,2020-06-23T03:30:00+02:00,289,8,245
Steinfurt (Kreis),2020-06-23T03:30:00+02:00,1339,83,1243
Unna (Kreis),2020-06-23T03:30:00+02:00,730,38,588
Viersen (Kreis),2020-06-23T03:30:00+02:00,726,37,674
Warendorf (Kreis),2020-06-23T03:30:00+02:00,714,20,478
Wesel (Kreis),2020-06-23T03:30:00+02:00,675,27,589
Wuppertal,2020-06-23T03:30:00+02:00,979,85,852
