Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-04-24T23:59:00+02:00,22058,356,20057
Duisburg,5112,2021-04-24T23:59:00+02:00,25813,589,23071
Essen,5113,2021-04-24T23:59:00+02:00,23240,524,20293
Krefeld,5114,2021-04-24T23:59:00+02:00,9972,150,8155
Mönchengladbach,5116,2021-04-24T23:59:00+02:00,9552,215,8015
Mülheim / Ruhr,5117,2021-04-24T23:59:00+02:00,7478,212,6725
Oberhausen,5119,2021-04-24T23:59:00+02:00,9964,314,8838
Remscheid,5120,2021-04-24T23:59:00+02:00,5447,147,4184
Solingen,5122,2021-04-24T23:59:00+02:00,8284,172,7592
Wuppertal,5124,2021-04-24T23:59:00+02:00,17618,434,15571
Kleve (Kreis),5154,2021-04-24T23:59:00+02:00,9859,167,8062
Mettmann (Kreis),5158,2021-04-24T23:59:00+02:00,20804,675,18119
Rhein-Kreis Neuss,5162,2021-04-24T23:59:00+02:00,15489,308,13853
Viersen (Kreis),5166,2021-04-24T23:59:00+02:00,10416,277,8646
Wesel (Kreis),5170,2021-04-24T23:59:00+02:00,15713,259,14080
Bonn,5314,2021-04-24T23:59:00+02:00,12439,220,10921
Köln,5315,2021-04-24T23:59:00+02:00,46373,625,37894
Leverkusen,5316,2021-04-24T23:59:00+02:00,6544,89,5798
Aachen & Städteregion Aachen,5334,2021-04-24T23:59:00+02:00,23276,524,21140
Düren (Kreis),5358,2021-04-24T23:59:00+02:00,12291,262,11263
Rhein-Erft-Kreis,5362,2021-04-24T23:59:00+02:00,16974,360,15441
Euskirchen (Kreis),5366,2021-04-24T23:59:00+02:00,7003,219,6134
Heinsberg (Kreis),5370,2021-04-24T23:59:00+02:00,10291,354,8729
Oberbergischer Kreis,5374,2021-04-24T23:59:00+02:00,12509,202,11128
Rheinisch-Bergischer Kreis,5378,2021-04-24T23:59:00+02:00,9881,139,8987
Rhein-Sieg-Kreis,5382,2021-04-24T23:59:00+02:00,20478,464,18472
Bottrop,5512,2021-04-24T23:59:00+02:00,4771,101,4376
Gelsenkirchen,5513,2021-04-24T23:59:00+02:00,13518,374,11871
Münster,5515,2021-04-24T23:59:00+02:00,7406,110,6712
Borken (Kreis),5554,2021-04-24T23:59:00+02:00,12494,235,11314
Coesfeld (Kreis),5558,2021-04-24T23:59:00+02:00,5064,86,4544
Recklinghausen (Kreis),5562,2021-04-24T23:59:00+02:00,28542,802,25360
Steinfurt (Kreis),5566,2021-04-24T23:59:00+02:00,14748,301,13163
Warendorf (Kreis),5570,2021-04-24T23:59:00+02:00,10527,218,9329
Bielefeld,5711,2021-04-24T23:59:00+02:00,13291,304,10795
Gütersloh (Kreis),5754,2021-04-24T23:59:00+02:00,17363,291,15550
Herford (Kreis),5758,2021-04-24T23:59:00+02:00,9899,162,8370
Höxter (Kreis),5762,2021-04-24T23:59:00+02:00,4575,139,4207
Lippe (Kreis),5766,2021-04-24T23:59:00+02:00,15458,365,14142
Minden-Lübbecke (Kreis),5770,2021-04-24T23:59:00+02:00,13531,249,12430
Paderborn (Kreis),5774,2021-04-24T23:59:00+02:00,8786,147,7744
Bochum,5911,2021-04-24T23:59:00+02:00,13985,202,11822
Dortmund,5913,2021-04-24T23:59:00+02:00,24336,342,21754
Hagen,5914,2021-04-24T23:59:00+02:00,10494,283,8512
Hamm,5915,2021-04-24T23:59:00+02:00,8782,181,7867
Herne,5916,2021-04-24T23:59:00+02:00,8582,248,7202
Ennepe-Ruhr-Kreis,5954,2021-04-24T23:59:00+02:00,12044,330,10819
Hochsauerlandkreis,5958,2021-04-24T23:59:00+02:00,8312,178,7527
Märkischer Kreis,5962,2021-04-24T23:59:00+02:00,18237,353,14442
Olpe (Kreis),5966,2021-04-24T23:59:00+02:00,4946,141,4410
Siegen-Wittgenstein (Kreis),5970,2021-04-24T23:59:00+02:00,10382,164,9387
Soest (Kreis),5974,2021-04-24T23:59:00+02:00,7682,177,6898
Unna (Kreis),5978,2021-04-24T23:59:00+02:00,16830,452,14685
