Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-06-05T03:30:00+02:00,1975,94,1859
Bielefeld,2020-06-05T03:30:00+02:00,413,4,397
Bochum,2020-06-05T03:30:00+02:00,546,18,470
Bonn,2020-06-05T03:30:00+02:00,738,8,706
Borken (Kreis),2020-06-05T03:30:00+02:00,1104,38,942
Bottrop,2020-06-05T03:30:00+02:00,203,7,187
Coesfeld (Kreis),2020-06-05T03:30:00+02:00,861,24,813
Dortmund,2020-06-05T03:30:00+02:00,751,6,723
Duisburg,2020-06-05T03:30:00+02:00,1214,56,998
Düren (Kreis),2020-06-05T03:30:00+02:00,600,39,545
Düsseldorf,2020-06-05T03:30:00+02:00,1466,32,1265
Ennepe-Ruhr-Kreis,2020-06-05T03:30:00+02:00,442,14,396
Essen,2020-06-05T03:30:00+02:00,873,41,751
Euskirchen (Kreis),2020-06-05T03:30:00+02:00,469,21,406
Gelsenkirchen,2020-06-05T03:30:00+02:00,422,14,353
Gütersloh (Kreis),2020-06-05T03:30:00+02:00,683,20,616
Hagen,2020-06-05T03:30:00+02:00,330,13,312
Hamm,2020-06-05T03:30:00+02:00,474,36,428
Heinsberg (Kreis),2020-06-05T03:30:00+02:00,1891,70,1747
Herford (Kreis),2020-06-05T03:30:00+02:00,331,7,323
Herne,2020-06-05T03:30:00+02:00,200,2,183
Hochsauerlandkreis,2020-06-05T03:30:00+02:00,609,17,588
Höxter (Kreis),2020-06-05T03:30:00+02:00,358,17,322
Kleve (Kreis),2020-06-05T03:30:00+02:00,731,36,608
Köln,2020-06-05T03:30:00+02:00,2495,99,2345
Krefeld,2020-06-05T03:30:00+02:00,637,22,591
Leverkusen,2020-06-05T03:30:00+02:00,242,5,222
Lippe (Kreis),2020-06-05T03:30:00+02:00,743,29,707
Märkischer Kreis,2020-06-05T03:30:00+02:00,601,30,543
Mettmann (Kreis),2020-06-05T03:30:00+02:00,964,79,843
Minden-Lübbecke (Kreis),2020-06-05T03:30:00+02:00,490,10,458
Mönchengladbach,2020-06-05T03:30:00+02:00,625,40,515
Mülheim / Ruhr,2020-06-05T03:30:00+02:00,216,10,184
Münster,2020-06-05T03:30:00+02:00,726,13,682
Oberbergischer Kreis,2020-06-05T03:30:00+02:00,489,18,460
Oberhausen,2020-06-05T03:30:00+02:00,265,10,245
Olpe (Kreis),2020-06-05T03:30:00+02:00,636,55,568
Paderborn (Kreis),2020-06-05T03:30:00+02:00,654,33,556
Recklinghausen (Kreis),2020-06-05T03:30:00+02:00,1290,39,1206
Remscheid,2020-06-05T03:30:00+02:00,240,17,218
Rhein-Erft-Kreis,2020-06-05T03:30:00+02:00,1097,76,998
Rheinisch-Bergischer Kreis,2020-06-05T03:30:00+02:00,469,21,429
Rhein-Kreis Neuss,2020-06-05T03:30:00+02:00,700,20,669
Rhein-Sieg-Kreis,2020-06-05T03:30:00+02:00,1438,48,1301
Siegen-Wittgenstein (Kreis),2020-06-05T03:30:00+02:00,314,8,298
Soest (Kreis),2020-06-05T03:30:00+02:00,364,8,351
Solingen,2020-06-05T03:30:00+02:00,254,8,232
Steinfurt (Kreis),2020-06-05T03:30:00+02:00,1335,81,1227
Unna (Kreis),2020-06-05T03:30:00+02:00,674,37,588
Viersen (Kreis),2020-06-05T03:30:00+02:00,710,36,641
Warendorf (Kreis),2020-06-05T03:30:00+02:00,497,20,463
Wesel (Kreis),2020-06-05T03:30:00+02:00,629,26,547
Wuppertal,2020-06-05T03:30:00+02:00,942,84,791
