Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-05-05T03:30:00+02:00,1884,83,1598
Bielefeld,2020-05-05T03:30:00+02:00,379,3,312
Bochum,2020-05-05T03:30:00+02:00,431,16,382
Bonn,2020-05-05T03:30:00+02:00,667,6,482
Borken (Kreis),2020-05-05T03:30:00+02:00,893,37,745
Bottrop,2020-05-05T03:30:00+02:00,168,6,106
Coesfeld (Kreis),2020-05-05T03:30:00+02:00,547,23,424
Dortmund,2020-05-05T03:30:00+02:00,691,6,598
Duisburg,2020-05-05T03:30:00+02:00,918,24,661
Düren (Kreis),2020-05-05T03:30:00+02:00,565,33,453
Düsseldorf,2020-05-05T03:30:00+02:00,1089,24,878
24Ennepe-Ruhr-Kreis,2020-05-05T03:30:00+02:00,392,13,310
Essen,2020-05-05T03:30:00+02:00,755,34,573
Euskirchen (Kreis),2020-05-05T03:30:00+02:00,370,16,249
Gelsenkirchen,2020-05-05T03:30:00+02:00,342,11,235
Gütersloh (Kreis),2020-05-05T03:30:00+02:00,598,19,494
Hagen,2020-05-05T03:30:00+02:00,267,9,181
Hamm,2020-05-05T03:30:00+02:00,450,32,294
Heinsberg (Kreis),2020-05-05T03:30:00+02:00,1760,63,1555
Herford (Kreis),2020-05-05T03:30:00+02:00,325,7,255
Herne,2020-05-05T03:30:00+02:00,168,1,113
Hochsauerlandkreis (Kreis),2020-05-05T03:30:00+02:00,585,17,472
Höxter (Kreis),2020-05-05T03:30:00+02:00,305,12,218
Kleve (Kreis),2020-05-05T03:30:00+02:00,576,25,406
Köln,2020-05-05T03:30:00+02:00,2321,91,2098
Krefeld,2020-05-05T03:30:00+02:00,527,21,389
Leverkusen,2020-05-05T03:30:00+02:00,203,5,175
Lippe (Kreis),2020-05-05T03:30:00+02:00,728,29,514
Märkischer Kreis,2020-05-05T03:30:00+02:00,564,25,363
Mettmann (Kreis),2020-05-05T03:30:00+02:00,866,61,646
Minden-Lübbecke (Kreis),2020-05-05T03:30:00+02:00,426,7,356
Mönchengladbach,2020-05-05T03:30:00+02:00,500,36,347
Mülheim / Ruhr,2020-05-05T03:30:00+02:00,176,7,125
Münster,2020-05-05T03:30:00+02:00,633,13,586
Oberbergischer Kreis,2020-05-05T03:30:00+02:00,456,15,358
Oberhausen,2020-05-05T03:30:00+02:00,228,1,157
Olpe (Kreis),2020-05-05T03:30:00+02:00,579,44,495
Paderborn (Kreis),2020-05-05T03:30:00+02:00,584,26,421
Recklinghausen (Kreis),2020-05-05T03:30:00+02:00,1116,26,853
Remscheid,2020-05-05T03:30:00+02:00,214,14,188
Rhein-Erft-Kreis,2020-05-05T03:30:00+02:00,999,58,687
Rheinisch-Bergischer Kreis,2020-05-05T03:30:00+02:00,433,17,330
Rhein-Kreis Neuss,2020-05-05T03:30:00+02:00,622,20,521
Rhein-Sieg-Kreis,2020-05-05T03:30:00+02:00,1185,43,960
Siegen-Wittgenstein (Kreis),2020-05-05T03:30:00+02:00,290,8,215
Soest (Kreis),2020-05-05T03:30:00+02:00,351,6,305
Solingen,2020-05-05T03:30:00+02:00,228,7,185
Steinfurt (Kreis),2020-05-05T03:30:00+02:00,1254,69,966
Unna (Kreis),2020-05-05T03:30:00+02:00,623,28,363
Viersen (Kreis),2020-05-05T03:30:00+02:00,652,29,405
Warendorf (Kreis),2020-05-05T03:30:00+02:00,471,13,394
Wesel (Kreis),2020-05-05T03:30:00+02:00,530,26,378
Wuppertal,2020-05-05T03:30:00+02:00,828,66,506
