Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-01-23T23:59:00+01:00,15275,171,13121
Duisburg,5112,2021-01-23T23:59:00+01:00,17381,455,15847
Essen,5113,2021-01-23T23:59:00+01:00,15858,299,12555
Krefeld,5114,2021-01-23T23:59:00+01:00,6419,99,4994
Mönchengladbach,5116,2021-01-23T23:59:00+01:00,6807,161,5708
Mülheim / Ruhr,5117,2021-01-23T23:59:00+01:00,5025,150,4600
Oberhausen,5119,2021-01-23T23:59:00+01:00,6569,206,5817
Remscheid,5120,2021-01-23T23:59:00+01:00,3275,119,2940
Solingen,5122,2021-01-23T23:59:00+01:00,5491,121,5049
Wuppertal,5124,2021-01-23T23:59:00+01:00,11380,287,10058
Kleve (Kreis),5154,2021-01-23T23:59:00+01:00,5682,105,4557
Mettmann (Kreis),5158,2021-01-23T23:59:00+01:00,13495,445,11170
Rhein-Kreis Neuss,5162,2021-01-23T23:59:00+01:00,10176,198,8166
Viersen (Kreis),5166,2021-01-23T23:59:00+01:00,7193,200,5552
Wesel (Kreis),5170,2021-01-23T23:59:00+01:00,10324,131,9316
Bonn,5314,2021-01-23T23:59:00+01:00,8203,123,7509
Köln,5315,2021-01-23T23:59:00+01:00,29681,409,24918
Leverkusen,5316,2021-01-23T23:59:00+01:00,4185,53,3734
Aachen & Städteregion Aachen,5334,2021-01-23T23:59:00+01:00,16349,392,15147
Düren (Kreis),5358,2021-01-23T23:59:00+01:00,8068,199,7348
Rhein-Erft-Kreis,5362,2021-01-23T23:59:00+01:00,10473,257,9474
Euskirchen (Kreis),5366,2021-01-23T23:59:00+01:00,4497,150,3992
Heinsberg (Kreis),5370,2021-01-23T23:59:00+01:00,7359,235,6141
Oberbergischer Kreis,5374,2021-01-23T23:59:00+01:00,7375,123,6457
Rheinisch-Bergischer Kreis,5378,2021-01-23T23:59:00+01:00,6447,96,5767
Rhein-Sieg-Kreis,5382,2021-01-23T23:59:00+01:00,13802,282,11147
Bottrop,5512,2021-01-23T23:59:00+01:00,3486,53,3027
Gelsenkirchen,5513,2021-01-23T23:59:00+01:00,9105,251,7525
Münster,5515,2021-01-23T23:59:00+01:00,5044,88,4644
Borken (Kreis),5554,2021-01-23T23:59:00+01:00,7864,166,7201
Coesfeld (Kreis),5558,2021-01-23T23:59:00+01:00,3488,54,3177
Recklinghausen (Kreis),5562,2021-01-23T23:59:00+01:00,19592,480,17224
Steinfurt (Kreis),5566,2021-01-23T23:59:00+01:00,9399,215,8465
Warendorf (Kreis),5570,2021-01-23T23:59:00+01:00,7421,149,6209
Bielefeld,5711,2021-01-23T23:59:00+01:00,9248,203,6805
Gütersloh (Kreis),5754,2021-01-23T23:59:00+01:00,12511,213,11475
Herford (Kreis),5758,2021-01-23T23:59:00+01:00,6554,102,5648
Höxter (Kreis),5762,2021-01-23T23:59:00+01:00,3284,78,2719
Lippe (Kreis),5766,2021-01-23T23:59:00+01:00,10162,218,9219
Minden-Lübbecke (Kreis),5770,2021-01-23T23:59:00+01:00,9113,175,8081
Paderborn (Kreis),5774,2021-01-23T23:59:00+01:00,5605,121,5077
Bochum,5911,2021-01-23T23:59:00+01:00,9473,120,7774
Dortmund,5913,2021-01-23T23:59:00+01:00,16464,225,14955
Hagen,5914,2021-01-23T23:59:00+01:00,6339,154,5271
Hamm,5915,2021-01-23T23:59:00+01:00,5878,135,5394
Herne,5916,2021-01-23T23:59:00+01:00,5607,127,4922
Ennepe-Ruhr-Kreis,5954,2021-01-23T23:59:00+01:00,7700,222,6825
Hochsauerlandkreis,5958,2021-01-23T23:59:00+01:00,4938,98,4429
Märkischer Kreis,5962,2021-01-23T23:59:00+01:00,9855,187,7664
Olpe (Kreis),5966,2021-01-23T23:59:00+01:00,3241,115,2878
Siegen-Wittgenstein (Kreis),5970,2021-01-23T23:59:00+01:00,5873,84,5187
Soest (Kreis),5974,2021-01-23T23:59:00+01:00,4459,108,3917
Unna (Kreis),5978,2021-01-23T23:59:00+01:00,11531,305,10167
