Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-06-23T23:59:00+02:00,25161,425,24600
Duisburg,5112,2021-06-23T23:59:00+02:00,28822,666,28000
Essen,5113,2021-06-23T23:59:00+02:00,26011,581,25200
Krefeld,5114,2021-06-23T23:59:00+02:00,11645,176,11300
Mönchengladbach,5116,2021-06-23T23:59:00+02:00,10986,232,10600
Mülheim / Ruhr,5117,2021-06-23T23:59:00+02:00,8448,233,8200
Oberhausen,5119,2021-06-23T23:59:00+02:00,11007,358,10600
Remscheid,5120,2021-06-23T23:59:00+02:00,6275,176,6000
Solingen,5122,2021-06-23T23:59:00+02:00,9297,194,9100
Wuppertal,5124,2021-06-23T23:59:00+02:00,20159,484,19500
Kleve (Kreis),5154,2021-06-23T23:59:00+02:00,11374,188,11100
Mettmann (Kreis),5158,2021-06-23T23:59:00+02:00,24220,761,23300
Rhein-Kreis Neuss,5162,2021-06-23T23:59:00+02:00,18190,351,17800
Viersen (Kreis),5166,2021-06-23T23:59:00+02:00,11623,308,11100
Wesel (Kreis),5170,2021-06-23T23:59:00+02:00,17717,308,17300
Bonn,5314,2021-06-23T23:59:00+02:00,14530,247,14200
Köln,5315,2021-06-23T23:59:00+02:00,53432,720,51900
Leverkusen,5316,2021-06-23T23:59:00+02:00,7970,101,7800
Aachen & Städteregion Aachen,5334,2021-06-23T23:59:00+02:00,26603,581,25900
Düren (Kreis),5358,2021-06-23T23:59:00+02:00,13648,288,13300
Rhein-Erft-Kreis,5362,2021-06-23T23:59:00+02:00,20096,405,19600
Euskirchen (Kreis),5366,2021-06-23T23:59:00+02:00,7976,240,7700
Heinsberg (Kreis),5370,2021-06-23T23:59:00+02:00,11544,370,11100
Oberbergischer Kreis,5374,2021-06-23T23:59:00+02:00,14453,248,14200
Rheinisch-Bergischer Kreis,5378,2021-06-23T23:59:00+02:00,11264,171,11100
Rhein-Sieg-Kreis,5382,2021-06-23T23:59:00+02:00,23348,542,22700
Bottrop,5512,2021-06-23T23:59:00+02:00,5373,112,5200
Gelsenkirchen,5513,2021-06-23T23:59:00+02:00,15495,407,15000
Münster,5515,2021-06-23T23:59:00+02:00,8187,121,8100
Borken (Kreis),5554,2021-06-23T23:59:00+02:00,13899,261,13600
Coesfeld (Kreis),5558,2021-06-23T23:59:00+02:00,5610,98,5500
Recklinghausen (Kreis),5562,2021-06-23T23:59:00+02:00,31672,962,30600
Steinfurt (Kreis),5566,2021-06-23T23:59:00+02:00,17022,329,16700
Warendorf (Kreis),5570,2021-06-23T23:59:00+02:00,11711,248,11400
Bielefeld,5711,2021-06-23T23:59:00+02:00,15815,344,15200
Gütersloh (Kreis),5754,2021-06-23T23:59:00+02:00,20021,317,19700
Herford (Kreis),5758,2021-06-23T23:59:00+02:00,11143,183,10900
Höxter (Kreis),5762,2021-06-23T23:59:00+02:00,5088,141,4900
Lippe (Kreis),5766,2021-06-23T23:59:00+02:00,17127,387,16700
Minden-Lübbecke (Kreis),5770,2021-06-23T23:59:00+02:00,14930,262,14600
Paderborn (Kreis),5774,2021-06-23T23:59:00+02:00,10475,158,10300
Bochum,5911,2021-06-23T23:59:00+02:00,16095,241,15600
Dortmund,5913,2021-06-23T23:59:00+02:00,28232,392,27700
Hagen,5914,2021-06-23T23:59:00+02:00,12493,320,11900
Hamm,5915,2021-06-23T23:59:00+02:00,10313,198,10100
Herne,5916,2021-06-23T23:59:00+02:00,9510,270,9200
Ennepe-Ruhr-Kreis,5954,2021-06-23T23:59:00+02:00,13452,362,13000
Hochsauerlandkreis,5958,2021-06-23T23:59:00+02:00,9774,200,9500
Märkischer Kreis,5962,2021-06-23T23:59:00+02:00,20891,411,20200
Olpe (Kreis),5966,2021-06-23T23:59:00+02:00,5838,162,5700
Siegen-Wittgenstein (Kreis),5970,2021-06-23T23:59:00+02:00,11691,176,11500
Soest (Kreis),5974,2021-06-23T23:59:00+02:00,8712,188,8500
Unna (Kreis),5978,2021-06-23T23:59:00+02:00,18956,489,18400
