Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-09-04T03:30:00+02:00,2366,103,2216
Bielefeld,2020-09-04T03:30:00+02:00,764,7,694
Bochum,2020-09-04T03:30:00+02:00,1070,27,981
Bonn,2020-09-04T03:30:00+02:00,1037,9,984
Borken (Kreis),2020-09-04T03:30:00+02:00,1269,38,1193
Bottrop,2020-09-04T03:30:00+02:00,310,7,292
Coesfeld (Kreis),2020-09-04T03:30:00+02:00,913,25,884
Dortmund,2020-09-04T03:30:00+02:00,1683,20,1516
Duisburg,2020-09-04T03:30:00+02:00,2468,69,2285
Düren (Kreis),2020-09-04T03:30:00+02:00,890,40,807
Düsseldorf,2020-09-04T03:30:00+02:00,2716,47,2559
Ennepe-Ruhr-Kreis,2020-09-04T03:30:00+02:00,756,15,693
Essen,2020-09-04T03:30:00+02:00,1644,46,1493
Euskirchen (Kreis),2020-09-04T03:30:00+02:00,706,27,648
Gelsenkirchen,2020-09-04T03:30:00+02:00,841,20,754
Gütersloh (Kreis),2020-09-04T03:30:00+02:00,2874,20,2798
Hagen,2020-09-04T03:30:00+02:00,674,14,611
Hamm,2020-09-04T03:30:00+02:00,709,37,647
Heinsberg (Kreis),2020-09-04T03:30:00+02:00,2079,90,1930
Herford (Kreis),2020-09-04T03:30:00+02:00,556,8,536
Herne,2020-09-04T03:30:00+02:00,449,6,434
Hochsauerlandkreis,2020-09-04T03:30:00+02:00,829,18,779
Höxter (Kreis),2020-09-04T03:30:00+02:00,412,18,379
Kleve (Kreis),2020-09-04T03:30:00+02:00,1047,37,993
Köln,2020-09-04T03:30:00+02:00,3762,113,3371
Krefeld,2020-09-04T03:30:00+02:00,845,24,770
Leverkusen,2020-09-04T03:30:00+02:00,430,7,349
Lippe (Kreis),2020-09-04T03:30:00+02:00,902,31,834
Märkischer Kreis,2020-09-04T03:30:00+02:00,946,32,819
Mettmann (Kreis),2020-09-04T03:30:00+02:00,1735,83,1608
Minden-Lübbecke (Kreis),2020-09-04T03:30:00+02:00,738,13,707
Mönchengladbach,2020-09-04T03:30:00+02:00,986,50,870
Mülheim / Ruhr,2020-09-04T03:30:00+02:00,478,14,429
Münster,2020-09-04T03:30:00+02:00,945,13,885
Oberbergischer Kreis,2020-09-04T03:30:00+02:00,630,18,576
Oberhausen,2020-09-04T03:30:00+02:00,524,13,466
Olpe (Kreis),2020-09-04T03:30:00+02:00,754,56,681
Paderborn (Kreis),2020-09-04T03:30:00+02:00,838,34,771
Recklinghausen (Kreis),2020-09-04T03:30:00+02:00,1876,44,1734
Remscheid,2020-09-04T03:30:00+02:00,358,18,308
Rhein-Erft-Kreis,2020-09-04T03:30:00+02:00,1507,78,1274
Rheinisch-Bergischer Kreis,2020-09-04T03:30:00+02:00,637,22,578
Rhein-Kreis Neuss,2020-09-04T03:30:00+02:00,1163,24,1072
Rhein-Sieg-Kreis,2020-09-04T03:30:00+02:00,1877,53,1733
Siegen-Wittgenstein (Kreis),2020-09-04T03:30:00+02:00,538,8,478
Soest (Kreis),2020-09-04T03:30:00+02:00,495,8,471
Solingen,2020-09-04T03:30:00+02:00,485,13,427
Steinfurt (Kreis),2020-09-04T03:30:00+02:00,1589,90,1472
Unna (Kreis),2020-09-04T03:30:00+02:00,1173,42,1027
Viersen (Kreis),2020-09-04T03:30:00+02:00,928,37,832
Warendorf (Kreis),2020-09-04T03:30:00+02:00,955,20,914
Wesel (Kreis),2020-09-04T03:30:00+02:00,1209,29,1077
Wuppertal,2020-09-04T03:30:00+02:00,1445,86,1282
