Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-04-30T03:30:00+02:00,1863,82,1490
Bielefeld,2020-04-30T03:30:00+02:00,375,3,301
Bochum,2020-04-30T03:30:00+02:00,426,16,355
Bonn,2020-04-30T03:30:00+02:00,648,6,451
Borken (Kreis),2020-04-30T03:30:00+02:00,880,36,707
Bottrop,2020-04-30T03:30:00+02:00,147,6,89
Coesfeld (Kreis),2020-04-30T03:30:00+02:00,504,22,415
Dortmund,2020-04-30T03:30:00+02:00,676,6,569
Duisburg,2020-04-30T03:30:00+02:00,849,20,589
Düren (Kreis),2020-04-30T03:30:00+02:00,551,30,413
Düsseldorf,2020-04-30T03:30:00+02:00,1027,24,766
Ennepe-Ruhr-Kreis,2020-04-30T03:30:00+02:00,380,11,305
Essen,2020-04-30T03:30:00+02:00,727,32,549
Euskirchen (Kreis),2020-04-30T03:30:00+02:00,349,13,242
Gelsenkirchen,2020-04-30T03:30:00+02:00,336,10,226
Gütersloh (Kreis),2020-04-30T03:30:00+02:00,593,17,459
Hagen,2020-04-30T03:30:00+02:00,249,6,166
Hamm,2020-04-30T03:30:00+02:00,442,31,259
Heinsberg (Kreis),2020-04-30T03:30:00+02:00,1746,62,1482
Herford (Kreis),2020-04-30T03:30:00+02:00,319,5,244
Herne,2020-04-30T03:30:00+02:00,165,1,111
Hochsauerlandkreis (Kreis),2020-04-30T03:30:00+02:00,581,15,440
Höxter (Kreis),2020-04-30T03:30:00+02:00,284,6,201
Kleve (Kreis),2020-04-30T03:30:00+02:00,579,24,364
Köln,2020-04-30T03:30:00+02:00,2269,85,1982
Krefeld,2020-04-30T03:30:00+02:00,495,18,342
Leverkusen,2020-04-30T03:30:00+02:00,196,4,160
Lippe (Kreis),2020-04-30T03:30:00+02:00,706,29,481
Märkischer Kreis,2020-04-30T03:30:00+02:00,557,22,329
Mettmann (Kreis),2020-04-30T03:30:00+02:00,842,58,557
Minden-Lübbecke (Kreis),2020-04-30T03:30:00+02:00,418,7,344
Mönchengladbach,2020-04-30T03:30:00+02:00,483,35,330
Mülheim / Ruhr,2020-04-30T03:30:00+02:00,170,6,116
Münster,2020-04-30T03:30:00+02:00,633,13,577
Oberbergischer Kreis,2020-04-30T03:30:00+02:00,449,13,354
Oberhausen,2020-04-30T03:30:00+02:00,188,1,145
Olpe (Kreis),2020-04-30T03:30:00+02:00,558,37,468
Paderborn (Kreis),2020-04-30T03:30:00+02:00,576,26,372
Recklinghausen (Kreis),2020-04-30T03:30:00+02:00,1027,23,736
Remscheid,2020-04-30T03:30:00+02:00,213,14,186
Rhein-Erft-Kreis,2020-04-30T03:30:00+02:00,959,55,572
Rheinisch-Bergischer Kreis,2020-04-30T03:30:00+02:00,425,15,314
Rhein-Kreis Neuss,2020-04-30T03:30:00+02:00,590,19,501
Rhein-Sieg-Kreis,2020-04-30T03:30:00+02:00,1146,27,901
Siegen-Wittgenstein (Kreis),2020-04-30T03:30:00+02:00,278,8,177
Soest (Kreis),2020-04-30T03:30:00+02:00,342,5,288
Solingen,2020-04-30T03:30:00+02:00,226,7,176
Steinfurt (Kreis),2020-04-30T03:30:00+02:00,1246,60,868
Unna (Kreis),2020-04-30T03:30:00+02:00,599,25,317
Viersen (Kreis),2020-04-30T03:30:00+02:00,616,28,395
Warendorf (Kreis),2020-04-30T03:30:00+02:00,458,12,357
Wesel (Kreis),2020-04-30T03:30:00+02:00,509,21,353
Wuppertal,2020-04-30T03:30:00+02:00,802,62,436
