Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-06-10T03:30:00+02:00,1979,94,1863
Bielefeld,2020-06-10T03:30:00+02:00,414,5,399
Bochum,2020-06-10T03:30:00+02:00,571,19,487
Bonn,2020-06-10T03:30:00+02:00,747,8,727
Borken (Kreis),2020-06-10T03:30:00+02:00,1107,38,1025
Bottrop,2020-06-10T03:30:00+02:00,206,7,191
Coesfeld (Kreis),2020-06-10T03:30:00+02:00,863,24,832
Dortmund,2020-06-10T03:30:00+02:00,789,6,725
Duisburg,2020-06-10T03:30:00+02:00,1262,57,1025
Düren (Kreis),2020-06-10T03:30:00+02:00,602,39,551
Düsseldorf,2020-06-10T03:30:00+02:00,1520,33,1327
Ennepe-Ruhr-Kreis,2020-06-10T03:30:00+02:00,451,14,411
Essen,2020-06-10T03:30:00+02:00,878,41,771
Euskirchen (Kreis),2020-06-10T03:30:00+02:00,471,22,418
Gelsenkirchen,2020-06-10T03:30:00+02:00,441,14,367
Gütersloh (Kreis),2020-06-10T03:30:00+02:00,700,20,637
Hagen,2020-06-10T03:30:00+02:00,331,13,315
Hamm,2020-06-10T03:30:00+02:00,476,36,431
Heinsberg (Kreis),2020-06-10T03:30:00+02:00,1898,78,1767
Herford (Kreis),2020-06-10T03:30:00+02:00,336,7,324
Herne,2020-06-10T03:30:00+02:00,203,2,184
Hochsauerlandkreis,2020-06-10T03:30:00+02:00,610,17,588
Höxter (Kreis),2020-06-10T03:30:00+02:00,363,17,329
Kleve (Kreis),2020-06-10T03:30:00+02:00,754,36,632
Köln,2020-06-10T03:30:00+02:00,2520,100,2361
Krefeld,2020-06-10T03:30:00+02:00,643,22,600
Leverkusen,2020-06-10T03:30:00+02:00,244,5,231
Lippe (Kreis),2020-06-10T03:30:00+02:00,745,29,712
Märkischer Kreis,2020-06-10T03:30:00+02:00,603,30,566
Mettmann (Kreis),2020-06-10T03:30:00+02:00,967,79,857
Minden-Lübbecke (Kreis),2020-06-10T03:30:00+02:00,489,11,466
Mönchengladbach,2020-06-10T03:30:00+02:00,636,40,535
Mülheim / Ruhr,2020-06-10T03:30:00+02:00,219,11,188
Münster,2020-06-10T03:30:00+02:00,726,13,692
Oberbergischer Kreis,2020-06-10T03:30:00+02:00,490,18,462
Oberhausen,2020-06-10T03:30:00+02:00,266,10,248
Olpe (Kreis),2020-06-10T03:30:00+02:00,637,56,577
Paderborn (Kreis),2020-06-10T03:30:00+02:00,666,33,597
Recklinghausen (Kreis),2020-06-10T03:30:00+02:00,1307,40,1216
Remscheid,2020-06-10T03:30:00+02:00,240,18,220
Rhein-Erft-Kreis,2020-06-10T03:30:00+02:00,1101,76,1004
Rheinisch-Bergischer Kreis,2020-06-10T03:30:00+02:00,469,21,432
Rhein-Kreis Neuss,2020-06-10T03:30:00+02:00,711,20,689
Rhein-Sieg-Kreis,2020-06-10T03:30:00+02:00,1442,48,1364
Siegen-Wittgenstein (Kreis),2020-06-10T03:30:00+02:00,314,8,302
Soest (Kreis),2020-06-10T03:30:00+02:00,365,8,352
Solingen,2020-06-10T03:30:00+02:00,255,8,234
Steinfurt (Kreis),2020-06-10T03:30:00+02:00,1330,82,1230
Unna (Kreis),2020-06-10T03:30:00+02:00,681,37,588
Viersen (Kreis),2020-06-10T03:30:00+02:00,712,36,59
Warendorf (Kreis),2020-06-10T03:30:00+02:00,501,20,464
Wesel (Kreis),2020-06-10T03:30:00+02:00,645,26,561
Wuppertal,2020-06-10T03:30:00+02:00,948,84,807
