Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-07T03:30:00+02:00,2010,98,1900
Bielefeld,2020-07-07T03:30:00+02:00,475,5,434
Bochum,2020-07-07T03:30:00+02:00,631,19,584
Bonn,2020-07-07T03:30:00+02:00,767,8,751
Borken (Kreis),2020-07-07T03:30:00+02:00,1120,38,1073
Bottrop,2020-07-07T03:30:00+02:00,218,7,206
Coesfeld (Kreis),2020-07-07T03:30:00+02:00,879,25,850
Dortmund,2020-07-07T03:30:00+02:00,1038,13,886
Duisburg,2020-07-07T03:30:00+02:00,1645,58,1355
Düren (Kreis),2020-07-07T03:30:00+02:00,618,39,568
Düsseldorf,2020-07-07T03:30:00+02:00,1930,39,1611
Ennepe-Ruhr-Kreis,2020-07-07T03:30:00+02:00,488,14,444
Essen,2020-07-07T03:30:00+02:00,994,41,894
Euskirchen (Kreis),2020-07-07T03:30:00+02:00,496,23,449
Gelsenkirchen,2020-07-07T03:30:00+02:00,533,17,453
Gütersloh (Kreis),2020-07-07T03:30:00+02:00,2465,20,1933
Hagen,2020-07-07T03:30:00+02:00,415,13,360
Hamm,2020-07-07T03:30:00+02:00,567,36,482
Heinsberg (Kreis),2020-07-07T03:30:00+02:00,1957,81,1836
Herford (Kreis),2020-07-07T03:30:00+02:00,393,7,348
Herne,2020-07-07T03:30:00+02:00,252,2,219
Hochsauerlandkreis,2020-07-07T03:30:00+02:00,627,17,599
Höxter (Kreis),2020-07-07T03:30:00+02:00,372,18,348
Kleve (Kreis),2020-07-07T03:30:00+02:00,819,37,759
Köln,2020-07-07T03:30:00+02:00,2622,104,2465
Krefeld,2020-07-07T03:30:00+02:00,675,23,624
Leverkusen,2020-07-07T03:30:00+02:00,256,5,245
Lippe (Kreis),2020-07-07T03:30:00+02:00,766,29,726
Märkischer Kreis,2020-07-07T03:30:00+02:00,628,31,576
Mettmann (Kreis),2020-07-07T03:30:00+02:00,1055,79,920
Minden-Lübbecke (Kreis),2020-07-07T03:30:00+02:00,500,13,488
Mönchengladbach,2020-07-07T03:30:00+02:00,693,41,626
Mülheim / Ruhr,2020-07-07T03:30:00+02:00,274,13,229
Münster,2020-07-07T03:30:00+02:00,733,13,717
Oberbergischer Kreis,2020-07-07T03:30:00+02:00,501,18,475
Oberhausen,2020-07-07T03:30:00+02:00,306,11,274
Olpe (Kreis),2020-07-07T03:30:00+02:00,657,56,595
Paderborn (Kreis),2020-07-07T03:30:00+02:00,727,34,638
Recklinghausen (Kreis),2020-07-07T03:30:00+02:00,1413,40,1305
Remscheid,2020-07-07T03:30:00+02:00,243,18,225
Rhein-Erft-Kreis,2020-07-07T03:30:00+02:00,1123,76,1031
Rheinisch-Bergischer Kreis,2020-07-07T03:30:00+02:00,479,22,449
Rhein-Kreis Neuss,2020-07-07T03:30:00+02:00,792,20,731
Rhein-Sieg-Kreis,2020-07-07T03:30:00+02:00,1470,50,1409
Siegen-Wittgenstein (Kreis),2020-07-07T03:30:00+02:00,316,8,307
Soest (Kreis),2020-07-07T03:30:00+02:00,395,8,374
Solingen,2020-07-07T03:30:00+02:00,295,10,268
Steinfurt (Kreis),2020-07-07T03:30:00+02:00,1347,83,1257
Unna (Kreis),2020-07-07T03:30:00+02:00,775,39,588
Viersen (Kreis),2020-07-07T03:30:00+02:00,738,37,687
Warendorf (Kreis),2020-07-07T03:30:00+02:00,835,20,504
Wesel (Kreis),2020-07-07T03:30:00+02:00,816,27,637
Wuppertal,2020-07-07T03:30:00+02:00,1019,86,885
