Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-08-27T03:30:00+02:00,2310,102,2149
Bielefeld,2020-08-27T03:30:00+02:00,726,7,650
Bochum,2020-08-27T03:30:00+02:00,1023,27,863
Bonn,2020-08-27T03:30:00+02:00,1001,9,939
Borken (Kreis),2020-08-27T03:30:00+02:00,1251,38,1151
Bottrop,2020-08-27T03:30:00+02:00,300,7,279
Coesfeld (Kreis),2020-08-27T03:30:00+02:00,909,25,878
Dortmund,2020-08-27T03:30:00+02:00,1621,19,1389
Duisburg,2020-08-27T03:30:00+02:00,2378,67,2173
Düren (Kreis),2020-08-27T03:30:00+02:00,859,40,776
Düsseldorf,2020-08-27T03:30:00+02:00,2609,46,2405
Ennepe-Ruhr-Kreis,2020-08-27T03:30:00+02:00,721,15,647
Essen,2020-08-27T03:30:00+02:00,1572,46,1420
Euskirchen (Kreis),2020-08-27T03:30:00+02:00,684,26,629
Gelsenkirchen,2020-08-27T03:30:00+02:00,801,20,704
Gütersloh (Kreis),2020-08-27T03:30:00+02:00,2831,20,2754
Hagen,2020-08-27T03:30:00+02:00,636,14,530
Hamm,2020-08-27T03:30:00+02:00,695,37,604
Heinsberg (Kreis),2020-08-27T03:30:00+02:00,2063,90,1904
Herford (Kreis),2020-08-27T03:30:00+02:00,546,8,514
Herne,2020-08-27T03:30:00+02:00,439,5,376
Hochsauerlandkreis,2020-08-27T03:30:00+02:00,814,18,745
Höxter (Kreis),2020-08-27T03:30:00+02:00,402,18,375
Kleve (Kreis),2020-08-27T03:30:00+02:00,1031,37,967
Köln,2020-08-27T03:30:00+02:00,3523,113,3215
Krefeld,2020-08-27T03:30:00+02:00,820,24,734
Leverkusen,2020-08-27T03:30:00+02:00,405,6,321
Lippe (Kreis),2020-08-27T03:30:00+02:00,888,31,804
Märkischer Kreis,2020-08-27T03:30:00+02:00,906,32,740
Mettmann (Kreis),2020-08-27T03:30:00+02:00,1693,83,1529
Minden-Lübbecke (Kreis),2020-08-27T03:30:00+02:00,717,13,586
Mönchengladbach,2020-08-27T03:30:00+02:00,956,49,838
Mülheim / Ruhr,2020-08-27T03:30:00+02:00,446,14,402
Münster,2020-08-27T03:30:00+02:00,914,13,860
Oberbergischer Kreis,2020-08-27T03:30:00+02:00,611,18,548
Oberhausen,2020-08-27T03:30:00+02:00,489,13,445
Olpe (Kreis),2020-08-27T03:30:00+02:00,747,56,654
Paderborn (Kreis),2020-08-27T03:30:00+02:00,822,34,749
Recklinghausen (Kreis),2020-08-27T03:30:00+02:00,1812,44,1640
Remscheid,2020-08-27T03:30:00+02:00,343,18,292
Rhein-Erft-Kreis,2020-08-27T03:30:00+02:00,1418,78,1228
Rheinisch-Bergischer Kreis,2020-08-27T03:30:00+02:00,616,22,553
Rhein-Kreis Neuss,2020-08-27T03:30:00+02:00,1117,23,1024
Rhein-Sieg-Kreis,2020-08-27T03:30:00+02:00,1806,53,1663
Siegen-Wittgenstein (Kreis),2020-08-27T03:30:00+02:00,521,8,430
Soest (Kreis),2020-08-27T03:30:00+02:00,486,8,463
Solingen,2020-08-27T03:30:00+02:00,458,13,404
Steinfurt (Kreis),2020-08-27T03:30:00+02:00,1582,88,1427
Unna (Kreis),2020-08-27T03:30:00+02:00,1129,41,968
Viersen (Kreis),2020-08-27T03:30:00+02:00,872,37,801
Warendorf (Kreis),2020-08-27T03:30:00+02:00,946,20,893
Wesel (Kreis),2020-08-27T03:30:00+02:00,1180,28,1032
Wuppertal,2020-08-27T03:30:00+02:00,1380,86,1201
