Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-09-25T03:30:00+02:00,2612,104,2387
Bielefeld,2020-09-25T03:30:00+02:00,844,9,788
Bochum,2020-09-25T03:30:00+02:00,1276,28,1068
Bonn,2020-09-25T03:30:00+02:00,1186,9,1115
Borken (Kreis),2020-09-25T03:30:00+02:00,1330,38,1243
Bottrop,2020-09-25T03:30:00+02:00,341,7,315
Coesfeld (Kreis),2020-09-25T03:30:00+02:00,944,25,905
Dortmund,2020-09-25T03:30:00+02:00,1951,20,1588
Duisburg,2020-09-25T03:30:00+02:00,2715,71,2492
Düren (Kreis),2020-09-25T03:30:00+02:00,984,41,873
Düsseldorf,2020-09-25T03:30:00+02:00,3052,48,2879
Ennepe-Ruhr-Kreis,2020-09-25T03:30:00+02:00,835,15,765
Essen,2020-09-25T03:30:00+02:00,1929,46,1728
Euskirchen (Kreis),2020-09-25T03:30:00+02:00,754,27,691
Gelsenkirchen,2020-09-25T03:30:00+02:00,1081,19,848
Gütersloh (Kreis),2020-09-25T03:30:00+02:00,2973,20,2888
Hagen,2020-09-25T03:30:00+02:00,759,14,688
Hamm,2020-09-25T03:30:00+02:00,944,38,683
Heinsberg (Kreis),2020-09-25T03:30:00+02:00,2152,92,1995
Herford (Kreis),2020-09-25T03:30:00+02:00,623,8,566
Herne,2020-09-25T03:30:00+02:00,527,7,473
Hochsauerlandkreis,2020-09-25T03:30:00+02:00,879,19,821
Höxter (Kreis),2020-09-25T03:30:00+02:00,440,18,402
Kleve (Kreis),2020-09-25T03:30:00+02:00,1101,37,1021
Köln,2020-09-25T03:30:00+02:00,4691,117,3987
Krefeld,2020-09-25T03:30:00+02:00,981,27,875
Leverkusen,2020-09-25T03:30:00+02:00,535,8,446
Lippe (Kreis),2020-09-25T03:30:00+02:00,977,31,885
Märkischer Kreis,2020-09-25T03:30:00+02:00,1049,32,938
Mettmann (Kreis),2020-09-25T03:30:00+02:00,1934,86,1735
Minden-Lübbecke (Kreis),2020-09-25T03:30:00+02:00,886,14,781
Mönchengladbach,2020-09-25T03:30:00+02:00,1058,51,975
Mülheim / Ruhr,2020-09-25T03:30:00+02:00,606,14,547
Münster,2020-09-25T03:30:00+02:00,1025,13,954
Oberbergischer Kreis,2020-09-25T03:30:00+02:00,789,19,642
Oberhausen,2020-09-25T03:30:00+02:00,590,14,539
Olpe (Kreis),2020-09-25T03:30:00+02:00,791,56,706
Paderborn (Kreis),2020-09-25T03:30:00+02:00,892,34,816
Recklinghausen (Kreis),2020-09-25T03:30:00+02:00,2116,46,1929
Remscheid,2020-09-25T03:30:00+02:00,484,19,374
Rhein-Erft-Kreis,2020-09-25T03:30:00+02:00,1688,78,1485
Rheinisch-Bergischer Kreis,2020-09-25T03:30:00+02:00,726,22,642
Rhein-Kreis Neuss,2020-09-25T03:30:00+02:00,1287,24,1186
Rhein-Sieg-Kreis,2020-09-25T03:30:00+02:00,2068,54,1922
Siegen-Wittgenstein (Kreis),2020-09-25T03:30:00+02:00,687,8,543
Soest (Kreis),2020-09-25T03:30:00+02:00,536,9,494
Solingen,2020-09-25T03:30:00+02:00,623,13,534
Steinfurt (Kreis),2020-09-25T03:30:00+02:00,1732,93,1566
Unna (Kreis),2020-09-25T03:30:00+02:00,1272,42,1130
Viersen (Kreis),2020-09-25T03:30:00+02:00,1007,37,936
Warendorf (Kreis),2020-09-25T03:30:00+02:00,1015,21,956
Wesel (Kreis),2020-09-25T03:30:00+02:00,1345,31,1177
Wuppertal,2020-09-25T03:30:00+02:00,1654,88,1466
