Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-10-02T03:30:00+02:00,2717,105,2500
Bielefeld,2020-10-02T03:30:00+02:00,957,9,770
Bochum,2020-10-02T03:30:00+02:00,1351,28,1100
Bonn,2020-10-02T03:30:00+02:00,1252,9,1200
Borken (Kreis),2020-10-02T03:30:00+02:00,1379,38,1300
Bottrop,2020-10-02T03:30:00+02:00,366,7,320
Coesfeld (Kreis),2020-10-02T03:30:00+02:00,976,25,910
Dortmund,2020-10-02T03:30:00+02:00,2108,21,1900
Duisburg,2020-10-02T03:30:00+02:00,2915,72,2600
Düren (Kreis),2020-10-02T03:30:00+02:00,1019,42,920
Düsseldorf,2020-10-02T03:30:00+02:00,3232,48,2700
Ennepe-Ruhr-Kreis,2020-10-02T03:30:00+02:00,895,15,810
Essen,2020-10-02T03:30:00+02:00,2120,48,1800
Euskirchen (Kreis),2020-10-02T03:30:00+02:00,770,27,720
Gelsenkirchen,2020-10-02T03:30:00+02:00,1186,20,1000
Gütersloh (Kreis),2020-10-02T03:30:00+02:00,3031,20,2900
Hagen,2020-10-02T03:30:00+02:00,785,14,720
Hamm,2020-10-02T03:30:00+02:00,1113,38,860
Heinsberg (Kreis),2020-10-02T03:30:00+02:00,2184,94,2000
Herford (Kreis),2020-10-02T03:30:00+02:00,653,8,600
Herne,2020-10-02T03:30:00+02:00,566,7,500
Hochsauerlandkreis,2020-10-02T03:30:00+02:00,888,19,850
Höxter (Kreis),2020-10-02T03:30:00+02:00,444,18,410
Kleve (Kreis),2020-10-02T03:30:00+02:00,1148,37,1000
Köln,2020-10-02T03:30:00+02:00,5146,121,3700
Krefeld,2020-10-02T03:30:00+02:00,1024,28,940
Leverkusen,2020-10-02T03:30:00+02:00,595,9,500
Lippe (Kreis),2020-10-02T03:30:00+02:00,1003,31,930
Märkischer Kreis,2020-10-02T03:30:00+02:00,1116,32,990
Mettmann (Kreis),2020-10-02T03:30:00+02:00,2046,87,1800
Minden-Lübbecke (Kreis),2020-10-02T03:30:00+02:00,928,15,840
Mönchengladbach,2020-10-02T03:30:00+02:00,1091,51,1000
Mülheim / Ruhr,2020-10-02T03:30:00+02:00,636,14,570
Münster,2020-10-02T03:30:00+02:00,1084,13,990
Oberbergischer Kreis,2020-10-02T03:30:00+02:00,889,19,740
Oberhausen,2020-10-02T03:30:00+02:00,617,14,560
Olpe (Kreis),2020-10-02T03:30:00+02:00,806,57,730
Paderborn (Kreis),2020-10-02T03:30:00+02:00,907,34,850
Recklinghausen (Kreis),2020-10-02T03:30:00+02:00,2275,46,2000
Remscheid,2020-10-02T03:30:00+02:00,543,19,400
Rhein-Erft-Kreis,2020-10-02T03:30:00+02:00,1770,78,1600
Rheinisch-Bergischer Kreis,2020-10-02T03:30:00+02:00,774,22,680
Rhein-Kreis Neuss,2020-10-02T03:30:00+02:00,1397,24,1200
Rhein-Sieg-Kreis,2020-10-02T03:30:00+02:00,2176,54,1900
Siegen-Wittgenstein (Kreis),2020-10-02T03:30:00+02:00,741,8,640
Soest (Kreis),2020-10-02T03:30:00+02:00,571,9,520
Solingen,2020-10-02T03:30:00+02:00,663,13,580
Steinfurt (Kreis),2020-10-02T03:30:00+02:00,1856,93,1600
Unna (Kreis),2020-10-02T03:30:00+02:00,1356,42,1200
Viersen (Kreis),2020-10-02T03:30:00+02:00,1034,37,900
Warendorf (Kreis),2020-10-02T03:30:00+02:00,1076,21,980
Wesel (Kreis),2020-10-02T03:30:00+02:00,1404,31,1300
Wuppertal,2020-10-02T03:30:00+02:00,1776,88,1500
