Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-05-17T03:30:00+02:00,1951,87,1780
Bielefeld,2020-05-17T03:30:00+02:00,408,4,364
Bochum,2020-05-17T03:30:00+02:00,489,18,409
Bonn,2020-05-17T03:30:00+02:00,692,6,666
Borken (Kreis),2020-05-17T03:30:00+02:00,990,38,826
Bottrop,2020-05-17T03:30:00+02:00,186,6,155
Coesfeld (Kreis),2020-05-17T03:30:00+02:00,819,23,475
Dortmund,2020-05-17T03:30:00+02:00,721,6,687
Duisburg,2020-05-17T03:30:00+02:00,1050,45,790
Düren (Kreis),2020-05-17T03:30:00+02:00,584,38,518
Düsseldorf,2020-05-17T03:30:00+02:00,1269,30,1021
Ennepe-Ruhr-Kreis,2020-05-17T03:30:00+02:00,413,14,367
Essen,2020-05-17T03:30:00+02:00,812,35,674
Euskirchen (Kreis),2020-05-17T03:30:00+02:00,432,20,313
Gelsenkirchen,2020-05-17T03:30:00+02:00,369,12,292
Gütersloh (Kreis),2020-05-17T03:30:00+02:00,608,19,563
Hagen,2020-05-17T03:30:00+02:00,317,11,244
Hamm,2020-05-17T03:30:00+02:00,471,36,358
Heinsberg (Kreis),2020-05-17T03:30:00+02:00,1849,68,1630
Herford (Kreis),2020-05-17T03:30:00+02:00,329,7,305
Herne,2020-05-17T03:30:00+02:00,185,1,159
Hochsauerlandkreis,2020-05-17T03:30:00+02:00,599,17,557
Höxter (Kreis),2020-05-17T03:30:00+02:00,333,15,262
Kleve (Kreis),2020-05-17T03:30:00+02:00,627,33,518
Köln,2020-05-17T03:30:00+02:00,2423,96,2193
Krefeld,2020-05-17T03:30:00+02:00,593,22,507
Leverkusen,2020-05-17T03:30:00+02:00,225,5,199
Lippe (Kreis),2020-05-17T03:30:00+02:00,738,29,648
Märkischer Kreis,2020-05-17T03:30:00+02:00,590,27,474
Mettmann (Kreis),2020-05-17T03:30:00+02:00,905,71,774
Minden-Lübbecke (Kreis),2020-05-17T03:30:00+02:00,469,8,402
Mönchengladbach,2020-05-17T03:30:00+02:00,575,38,429
Mülheim / Ruhr,2020-05-17T03:30:00+02:00,192,9,161
Münster,2020-05-17T03:30:00+02:00,672,13,619
Oberbergischer Kreis,2020-05-17T03:30:00+02:00,472,16,430
Oberhausen,2020-05-17T03:30:00+02:00,254,6,197
Olpe (Kreis),2020-05-17T03:30:00+02:00,619,52,519
Paderborn (Kreis),2020-05-17T03:30:00+02:00,613,31,519
Recklinghausen (Kreis),2020-05-17T03:30:00+02:00,1239,34,1020
Remscheid,2020-05-17T03:30:00+02:00,233,15,219
Rhein-Erft-Kreis,2020-05-17T03:30:00+02:00,1080,71,899
Rheinisch-Bergischer Kreis,2020-05-17T03:30:00+02:00,454,18,390
Rhein-Kreis Neuss,2020-05-17T03:30:00+02:00,659,18,600
Rhein-Sieg-Kreis,2020-05-17T03:30:00+02:00,1229,48,1097
Siegen-Wittgenstein (Kreis),2020-05-17T03:30:00+02:00,307,8,272
Soest (Kreis),2020-05-17T03:30:00+02:00,358,6,340
Solingen,2020-05-17T03:30:00+02:00,239,7,214
Steinfurt (Kreis),2020-05-17T03:30:00+02:00,1316,77,1128
Unna (Kreis),2020-05-17T03:30:00+02:00,657,35,423
Viersen (Kreis),2020-05-17T03:30:00+02:00,689,35,483
Warendorf (Kreis),2020-05-17T03:30:00+02:00,482,16,438
Wesel (Kreis),2020-05-17T03:30:00+02:00,588,26,481
Wuppertal,2020-05-17T03:30:00+02:00,895,78,674
