Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-05-20T03:30:00+02:00,1952,89,1791
Bielefeld,2020-05-20T03:30:00+02:00,409,4,376
Bochum,2020-05-20T03:30:00+02:00,498,18,414
Bonn,2020-05-20T03:30:00+02:00,695,6,670
Borken (Kreis),2020-05-20T03:30:00+02:00,1003,38,829
Bottrop,2020-05-20T03:30:00+02:00,187,6,163
Coesfeld (Kreis),2020-05-20T03:30:00+02:00,837,24,501
Dortmund,2020-05-20T03:30:00+02:00,724,6,690
Duisburg,2020-05-20T03:30:00+02:00,1086,48,831
Düren (Kreis),2020-05-20T03:30:00+02:00,587,38,523
Düsseldorf,2020-05-20T03:30:00+02:00,1294,30,1054
Ennepe-Ruhr-Kreis,2020-05-20T03:30:00+02:00,415,14,370
Essen,2020-05-20T03:30:00+02:00,812,35,684
Euskirchen (Kreis),2020-05-20T03:30:00+02:00,435,21,325
Gelsenkirchen,2020-05-20T03:30:00+02:00,385,12,322
Gütersloh (Kreis),2020-05-20T03:30:00+02:00,616,19,563
Hagen,2020-05-20T03:30:00+02:00,325,11,263
Hamm,2020-05-20T03:30:00+02:00,472,36,383
Heinsberg (Kreis),2020-05-20T03:30:00+02:00,1860,68,1648
Herford (Kreis),2020-05-20T03:30:00+02:00,330,7,308
Herne,2020-05-20T03:30:00+02:00,185,1,163
Hochsauerlandkreis (Kreis),2020-05-20T03:30:00+02:00,606,17,564
Höxter (Kreis),2020-05-20T03:30:00+02:00,336,16,270
Kleve (Kreis),2020-05-20T03:30:00+02:00,637,35,535
Köln,2020-05-20T03:30:00+02:00,2442,96,2200
Krefeld,2020-05-20T03:30:00+02:00,599,22,510
Leverkusen,2020-05-20T03:30:00+02:00,228,5,204
Lippe (Kreis),2020-05-20T03:30:00+02:00,740,30,672
Märkischer Kreis,2020-05-20T03:30:00+02:00,590,27,515
Mettmann (Kreis),2020-05-20T03:30:00+02:00,914,73,785
Minden-Lübbecke (Kreis),2020-05-20T03:30:00+02:00,471,8,406
Mönchengladbach,2020-05-20T03:30:00+02:00,586,39,436
Mülheim / Ruhr,2020-05-20T03:30:00+02:00,196,9,164
Münster,2020-05-20T03:30:00+02:00,693,13,619
Oberbergischer Kreis,2020-05-20T03:30:00+02:00,476,17,433
Oberhausen,2020-05-20T03:30:00+02:00,254,8,224
Olpe (Kreis),2020-05-20T03:30:00+02:00,618,52,519
Paderborn (Kreis),2020-05-20T03:30:00+02:00,614,32,537
Recklinghausen (Kreis),2020-05-20T03:30:00+02:00,1251,36,1042
Remscheid,2020-05-20T03:30:00+02:00,234,16,220
Rhein-Erft-Kreis,2020-05-20T03:30:00+02:00,1080,72,912
Rheinisch-Bergischer Kreis,2020-05-20T03:30:00+02:00,457,18,409
Rhein-Kreis Neuss,2020-05-20T03:30:00+02:00,670,18,620
Rhein-Sieg-Kreis,2020-05-20T03:30:00+02:00,1379,48,1106
Siegen-Wittgenstein (Kreis),2020-05-20T03:30:00+02:00,307,8,274
Soest (Kreis),2020-05-20T03:30:00+02:00,359,8,342
Solingen,2020-05-20T03:30:00+02:00,242,7,220
Steinfurt (Kreis),2020-05-20T03:30:00+02:00,1323,79,1153
Unna (Kreis),2020-05-20T03:30:00+02:00,659,36,428
Viersen (Kreis),2020-05-20T03:30:00+02:00,692,35,511
Warendorf (Kreis),2020-05-20T03:30:00+02:00,485,18,443
Wesel (Kreis),2020-05-20T03:30:00+02:00,595,26,482
Wuppertal,2020-05-20T03:30:00+02:00,907,81,709
