Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-04-21T03:30:00+02:00,1657,63,1201
Bielefeld,2020-04-21T03:30:00+02:00,338,2,214
Bochum,2020-04-21T03:30:00+02:00,403,15,290
Bonn,2020-04-21T03:30:00+02:00,573,5,363
Borken (Kreis),2020-04-21T03:30:00+02:00,836,26,588
Bottrop,2020-04-21T03:30:00+02:00,121,5,56
Coesfeld (Kreis),2020-04-21T03:30:00+02:00,476,16,334
Dortmund,2020-04-21T03:30:00+02:00,600,5,425
Duisburg,2020-04-21T03:30:00+02:00,649,11,428
Düren (Kreis),2020-04-21T03:30:00+02:00,516,24,296
Düsseldorf,2020-04-21T03:30:00+02:00,925,16,572
Ennepe-Ruhr-Kreis,2020-04-21T03:30:00+02:00,362,9,253
Essen,2020-04-21T03:30:00+02:00,540,28,416
Euskirchen (Kreis),2020-04-21T03:30:00+02:00,313,11,140
Gelsenkirchen,2020-04-21T03:30:00+02:00,248,8,139
Gütersloh (Kreis),2020-04-21T03:30:00+02:00,529,15,407
Hagen,2020-04-21T03:30:00+02:00,203,5,119
Hamm,2020-04-21T03:30:00+02:00,386,21,180
Heinsberg (Kreis),2020-04-21T03:30:00+02:00,1684,53,1255
Herford (Kreis),2020-04-21T03:30:00+02:00,292,2,165
Herne,2020-04-21T03:30:00+02:00,130,1,64
Hochsauerlandkreis (Kreis),2020-04-21T03:30:00+02:00,549,13,317
Höxter (Kreis),2020-04-21T03:30:00+02:00,258,3,116
Kleve (Kreis),2020-04-21T03:30:00+02:00,502,15,255
Köln,2020-04-21T03:30:00+02:00,2184,63,1725
Krefeld,2020-04-21T03:30:00+02:00,367,8,275
Leverkusen,2020-04-21T03:30:00+02:00,176,3,130
Lippe (Kreis),2020-04-21T03:30:00+02:00,611,18,335
Märkischer Kreis,2020-04-21T03:30:00+02:00,463,16,191
Mettmann (Kreis),2020-04-21T03:30:00+02:00,774,47,552
Minden-Lübbecke (Kreis),2020-04-21T03:30:00+02:00,396,5,262
Mönchengladbach,2020-04-21T03:30:00+02:00,422,25,243
Mülheim / Ruhr,2020-04-21T03:30:00+02:00,141,4,97
Münster,2020-04-21T03:30:00+02:00,612,10,503
Oberbergischer Kreis,2020-04-21T03:30:00+02:00,394,10,263
Oberhausen,2020-04-21T03:30:00+02:00,158,1,93
Olpe (Kreis),2020-04-21T03:30:00+02:00,486,19,261
Paderborn (Kreis),2020-04-21T03:30:00+02:00,527,22,182
Recklinghausen (Kreis),2020-04-21T03:30:00+02:00,865,11,552
Remscheid,2020-04-21T03:30:00+02:00,196,3,106
Rhein-Erft-Kreis,2020-04-21T03:30:00+02:00,890,45,398
Rheinisch-Bergischer Kreis,2020-04-21T03:30:00+02:00,395,11,268
Rhein-Kreis Neuss,2020-04-21T03:30:00+02:00,552,16,444
Rhein-Sieg-Kreis,2020-04-21T03:30:00+02:00,1055,23,657
Siegen-Wittgenstein (Kreis),2020-04-21T03:30:00+02:00,246,6,105
Soest (Kreis),2020-04-21T03:30:00+02:00,332,4,223
Solingen,2020-04-21T03:30:00+02:00,203,3,131
Steinfurt (Kreis),2020-04-21T03:30:00+02:00,1141,46,603
Unna (Kreis),2020-04-21T03:30:00+02:00,546,21,253
Viersen (Kreis),2020-04-21T03:30:00+02:00,538,26,236
Warendorf (Kreis),2020-04-21T03:30:00+02:00,422,7,311
Wesel (Kreis),2020-04-21T03:30:00+02:00,448,14,288
Wuppertal,2020-04-21T03:30:00+02:00,719,36,309
