Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-20T03:30:00+02:00,2030,100,1917
Bielefeld,2020-07-20T03:30:00+02:00,538,5,474
Bochum,2020-07-20T03:30:00+02:00,688,20,608
Bonn,2020-07-20T03:30:00+02:00,777,9,756
Borken (Kreis),2020-07-20T03:30:00+02:00,1126,38,1079
Bottrop,2020-07-20T03:30:00+02:00,229,7,214
Coesfeld (Kreis),2020-07-20T03:30:00+02:00,882,25,854
Dortmund,2020-07-20T03:30:00+02:00,1135,14,988
Duisburg,2020-07-20T03:30:00+02:00,1791,62,1607
Düren (Kreis),2020-07-20T03:30:00+02:00,633,39,578
Düsseldorf,2020-07-20T03:30:00+02:00,2009,42,1923
Ennepe-Ruhr-Kreis,2020-07-20T03:30:00+02:00,522,14,463
Essen,2020-07-20T03:30:00+02:00,1058,41,975
Euskirchen (Kreis),2020-07-20T03:30:00+02:00,552,23,468
Gelsenkirchen,2020-07-20T03:30:00+02:00,585,17,500
Gütersloh (Kreis),2020-07-20T03:30:00+02:00,2606,20,2336
Hagen,2020-07-20T03:30:00+02:00,449,13,396
Hamm,2020-07-20T03:30:00+02:00,578,36,510
Heinsberg (Kreis),2020-07-20T03:30:00+02:00,1967,81,1857
Herford (Kreis),2020-07-20T03:30:00+02:00,401,7,383
Herne,2020-07-20T03:30:00+02:00,274,3,249
Hochsauerlandkreis,2020-07-20T03:30:00+02:00,691,17,605
Höxter (Kreis),2020-07-20T03:30:00+02:00,373,18,354
Kleve (Kreis),2020-07-20T03:30:00+02:00,829,37,782
Köln,2020-07-20T03:30:00+02:00,2779,106,2514
Krefeld,2020-07-20T03:30:00+02:00,689,24,650
Leverkusen,2020-07-20T03:30:00+02:00,278,5,251
Lippe (Kreis),2020-07-20T03:30:00+02:00,776,30,737
Märkischer Kreis,2020-07-20T03:30:00+02:00,660,31,596
Mettmann (Kreis),2020-07-20T03:30:00+02:00,1239,82,1016
Minden-Lübbecke (Kreis),2020-07-20T03:30:00+02:00,512,13,488
Mönchengladbach,2020-07-20T03:30:00+02:00,743,41,656
Mülheim / Ruhr,2020-07-20T03:30:00+02:00,305,14,272
Münster,2020-07-20T03:30:00+02:00,739,13,719
Oberbergischer Kreis,2020-07-20T03:30:00+02:00,507,18,482
Oberhausen,2020-07-20T03:30:00+02:00,337,11,297
Olpe (Kreis),2020-07-20T03:30:00+02:00,667,56,601
Paderborn (Kreis),2020-07-20T03:30:00+02:00,740,34,680
Recklinghausen (Kreis),2020-07-20T03:30:00+02:00,1444,40,1369
Remscheid,2020-07-20T03:30:00+02:00,252,18,226
Rhein-Erft-Kreis,2020-07-20T03:30:00+02:00,1144,76,1044
Rheinisch-Bergischer Kreis,2020-07-20T03:30:00+02:00,495,23,453
Rhein-Kreis Neuss,2020-07-20T03:30:00+02:00,827,21,775
Rhein-Sieg-Kreis,2020-07-20T03:30:00+02:00,1498,50,1415
Siegen-Wittgenstein (Kreis),2020-07-20T03:30:00+02:00,329,8,307
Soest (Kreis),2020-07-20T03:30:00+02:00,401,8,385
Solingen,2020-07-20T03:30:00+02:00,322,10,285
Steinfurt (Kreis),2020-07-20T03:30:00+02:00,1360,84,1266
Unna (Kreis),2020-07-20T03:30:00+02:00,804,39,588
Viersen (Kreis),2020-07-20T03:30:00+02:00,760,37,701
Warendorf (Kreis),2020-07-20T03:30:00+02:00,853,20,801
Wesel (Kreis),2020-07-20T03:30:00+02:00,857,27,765
Wuppertal,2020-07-20T03:30:00+02:00,1035,86,933
