Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2020-12-15T23:59:00+01:00,11715,112,8865
Duisburg,5112,2020-12-15T23:59:00+01:00,13308,253,10926
Essen,5113,2020-12-15T23:59:00+01:00,10562,151,7427
Krefeld,5114,2020-12-15T23:59:00+01:00,4469,46,3095
Mönchengladbach,5116,2020-12-15T23:59:00+01:00,4718,92,3770
Mülheim / Ruhr,5117,2020-12-15T23:59:00+01:00,3498,65,2901
Oberhausen,5119,2020-12-15T23:59:00+01:00,4050,64,3271
Remscheid,5120,2020-12-15T23:59:00+01:00,2527,60,2026
Solingen,5122,2020-12-15T23:59:00+01:00,4108,75,3352
Wuppertal,5124,2020-12-15T23:59:00+01:00,8000,159,6248
Kleve (Kreis),5154,2020-12-15T23:59:00+01:00,4039,76,2867
Mettmann (Kreis),5158,2020-12-15T23:59:00+01:00,9064,192,6954
Rhein-Kreis Neuss,5162,2020-12-15T23:59:00+01:00,6724,82,4668
Viersen (Kreis),5166,2020-12-15T23:59:00+01:00,4569,64,2795
Wesel (Kreis),5170,2020-12-15T23:59:00+01:00,7154,56,5629
Bonn,5314,2020-12-15T23:59:00+01:00,5670,52,4577
Köln,5315,2020-12-15T23:59:00+01:00,22394,287,16344
Leverkusen,5316,2020-12-15T23:59:00+01:00,2986,29,2430
Aachen & Städteregion Aachen,5334,2020-12-15T23:59:00+01:00,12170,231,10605
Düren (Kreis),5358,2020-12-15T23:59:00+01:00,5953,115,4965
Rhein-Erft-Kreis,5362,2020-12-15T23:59:00+01:00,7708,141,6647
Euskirchen (Kreis),5366,2020-12-15T23:59:00+01:00,3008,64,2470
Heinsberg (Kreis),5370,2020-12-15T23:59:00+01:00,5423,145,4534
Oberbergischer Kreis,5374,2020-12-15T23:59:00+01:00,4638,64,3576
Rheinisch-Bergischer Kreis,5378,2020-12-15T23:59:00+01:00,4388,35,3668
Rhein-Sieg-Kreis,5382,2020-12-15T23:59:00+01:00,9648,138,6388
Bottrop,5512,2020-12-15T23:59:00+01:00,2248,16,1793
Gelsenkirchen,5513,2020-12-15T23:59:00+01:00,6261,51,4634
Münster,5515,2020-12-15T23:59:00+01:00,3472,36,3017
Borken (Kreis),5554,2020-12-15T23:59:00+01:00,5613,93,4703
Coesfeld (Kreis),5558,2020-12-15T23:59:00+01:00,2453,27,2119
Recklinghausen (Kreis),5562,2020-12-15T23:59:00+01:00,13070,174,10291
Steinfurt (Kreis),5566,2020-12-15T23:59:00+01:00,6042,133,5209
Warendorf (Kreis),5570,2020-12-15T23:59:00+01:00,4793,58,4008
Bielefeld,5711,2020-12-15T23:59:00+01:00,5958,64,3445
Gütersloh (Kreis),5754,2020-12-15T23:59:00+01:00,8767,79,7422
Herford (Kreis),5758,2020-12-15T23:59:00+01:00,4201,48,3239
Höxter (Kreis),5762,2020-12-15T23:59:00+01:00,1798,28,1486
Lippe (Kreis),5766,2020-12-15T23:59:00+01:00,7072,91,5619
Minden-Lübbecke (Kreis),5770,2020-12-15T23:59:00+01:00,5646,58,4453
Paderborn (Kreis),5774,2020-12-15T23:59:00+01:00,3618,73,2987
Bochum,5911,2020-12-15T23:59:00+01:00,6525,59,4301
Dortmund,5913,2020-12-15T23:59:00+01:00,11584,119,9559
Hagen,5914,2020-12-15T23:59:00+01:00,4603,81,3066
Hamm,5915,2020-12-15T23:59:00+01:00,4266,75,3712
Herne,5916,2020-12-15T23:59:00+01:00,3953,46,3293
Ennepe-Ruhr-Kreis,5954,2020-12-15T23:59:00+01:00,5041,91,4081
Hochsauerlandkreis,5958,2020-12-15T23:59:00+01:00,3518,56,3143
Märkischer Kreis,5962,2020-12-15T23:59:00+01:00,6506,84,4259
Olpe (Kreis),5966,2020-12-15T23:59:00+01:00,2219,70,1893
Siegen-Wittgenstein (Kreis),5970,2020-12-15T23:59:00+01:00,3988,34,3348
Soest (Kreis),5974,2020-12-15T23:59:00+01:00,2683,36,2200
Unna (Kreis),5978,2020-12-15T23:59:00+01:00,8282,157,6763
