Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-06-25T03:30:00+02:00,1997,98,1876
Bielefeld,2020-06-25T03:30:00+02:00,440,5,406
Bochum,2020-06-25T03:30:00+02:00,610,19,556
Bonn,2020-06-25T03:30:00+02:00,755,8,745
Borken (Kreis),2020-06-25T03:30:00+02:00,1112,39,1068
Bottrop,2020-06-25T03:30:00+02:00,211,7,206
Coesfeld (Kreis),2020-06-25T03:30:00+02:00,871,24,844
Dortmund,2020-06-25T03:30:00+02:00,897,9,784
Duisburg,2020-06-25T03:30:00+02:00,1440,57,1213
Düren (Kreis),2020-06-25T03:30:00+02:00,607,39,560
Düsseldorf,2020-06-25T03:30:00+02:00,1719,36,1459
Ennepe-Ruhr-Kreis,2020-06-25T03:30:00+02:00,467,14,437
Essen,2020-06-25T03:30:00+02:00,948,41,846
Euskirchen (Kreis),2020-06-25T03:30:00+02:00,475,22,446
Gelsenkirchen,2020-06-25T03:30:00+02:00,492,16,409
Gütersloh (Kreis),2020-06-25T03:30:00+02:00,2015,20,722
Hagen,2020-06-25T03:30:00+02:00,382,13,317
Hamm,2020-06-25T03:30:00+02:00,538,36,442
Heinsberg (Kreis),2020-06-25T03:30:00+02:00,1942,81,1806
Herford (Kreis),2020-06-25T03:30:00+02:00,365,7,328
Herne,2020-06-25T03:30:00+02:00,228,2,197
Hochsauerlandkreis,2020-06-25T03:30:00+02:00,620,17,593
Höxter (Kreis),2020-06-25T03:30:00+02:00,370,18,345
Kleve (Kreis),2020-06-25T03:30:00+02:00,803,37,719
Köln,2020-06-25T03:30:00+02:00,2589,102,2419
Krefeld,2020-06-25T03:30:00+02:00,652,22,621
Leverkusen,2020-06-25T03:30:00+02:00,250,5,237
Lippe (Kreis),2020-06-25T03:30:00+02:00,756,29,715
Märkischer Kreis,2020-06-25T03:30:00+02:00,615,31,582
Mettmann (Kreis),2020-06-25T03:30:00+02:00,990,79,893
Minden-Lübbecke (Kreis),2020-06-25T03:30:00+02:00,492,12,487
Mönchengladbach,2020-06-25T03:30:00+02:00,677,41,590
Mülheim / Ruhr,2020-06-25T03:30:00+02:00,243,12,205
Münster,2020-06-25T03:30:00+02:00,732,13,710
Oberbergischer Kreis,2020-06-25T03:30:00+02:00,494,18,472
Oberhausen,2020-06-25T03:30:00+02:00,277,10,257
Olpe (Kreis),2020-06-25T03:30:00+02:00,651,56,580
Paderborn (Kreis),2020-06-25T03:30:00+02:00,698,34,614
Recklinghausen (Kreis),2020-06-25T03:30:00+02:00,1348,40,1255
Remscheid,2020-06-25T03:30:00+02:00,243,18,223
Rhein-Erft-Kreis,2020-06-25T03:30:00+02:00,1112,76,1020
Rheinisch-Bergischer Kreis,2020-06-25T03:30:00+02:00,473,22,448
Rhein-Kreis Neuss,2020-06-25T03:30:00+02:00,739,20,695
Rhein-Sieg-Kreis,2020-06-25T03:30:00+02:00,1461,50,1402
Siegen-Wittgenstein (Kreis),2020-06-25T03:30:00+02:00,315,8,306
Soest (Kreis),2020-06-25T03:30:00+02:00,385,8,356
Solingen,2020-06-25T03:30:00+02:00,290,8,245
Steinfurt (Kreis),2020-06-25T03:30:00+02:00,1340,83,1246
Unna (Kreis),2020-06-25T03:30:00+02:00,744,38,588
Viersen (Kreis),2020-06-25T03:30:00+02:00,730,37,675
Warendorf (Kreis),2020-06-25T03:30:00+02:00,722,20,485
Wesel (Kreis),2020-06-25T03:30:00+02:00,680,27,593
Wuppertal,2020-06-25T03:30:00+02:00,987,85,854
