Kommune,Timestamp,Recovered
Altomünster,2022-03-21T21:14:21+01:00,1348
Bergkirchen,2022-03-21T21:14:21+01:00,1374
Dachau,2022-03-21T21:14:21+01:00,9289
Erdweg,2022-03-21T21:14:21+01:00,1101
Haimhausen,2022-03-21T21:14:21+01:00,945
Hebertshausen,2022-03-21T21:14:21+01:00,865
Hilgertshausen-Tandern,2022-03-21T21:14:21+01:00,471
Karlsfeld,2022-03-21T21:14:21+01:00,4600
Markt Indersdorf,2022-03-21T21:14:21+01:00,1966
Odelzhausen,2022-03-21T21:14:21+01:00,960
Petershausen,2022-03-21T21:14:21+01:00,1016
Pfaffenhofen a.d. Glonn,2022-03-21T21:14:21+01:00,397
Röhrmoos,2022-03-21T21:14:21+01:00,1252
Schwabhausen,2022-03-21T21:14:21+01:00,1110
Sulzemoos,2022-03-21T21:14:21+01:00,465
Vierkirchen,2022-03-21T21:14:21+01:00,725
Weichs,2022-03-21T21:14:21+01:00,700
