Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-09-24T23:55:00+02:00,92,90
Bergkirchen,2020-09-24T23:55:00+02:00,72,67
Dachau,2020-09-24T23:55:00+02:00,350,327
Erdweg,2020-09-24T23:55:00+02:00,33,33
Haimhausen,2020-09-24T23:55:00+02:00,33,32
Hebertshausen,2020-09-24T23:55:00+02:00,31,30
Hilgertshausen-Tandern,2020-09-24T23:55:00+02:00,16,15
Karlsfeld,2020-09-24T23:55:00+02:00,224,206
Markt Indersdorf,2020-09-24T23:55:00+02:00,72,71
Odelzhausen,2020-09-24T23:55:00+02:00,24,22
Petershausen,2020-09-24T23:55:00+02:00,34,32
Pfaffenhofen a.d. Glonn,2020-09-24T23:55:00+02:00,9,9
Röhrmoos,2020-09-24T23:55:00+02:00,124,113
Schwabhausen,2020-09-24T23:55:00+02:00,47,40
Sulzemoos,2020-09-24T23:55:00+02:00,13,12
Vierkirchen,2020-09-24T23:55:00+02:00,36,35
Weichs,2020-09-24T23:55:00+02:00,25,25
