Kommune,Timestamp,Recovered
Altomünster,2021-11-08T21:14:54+01:00,491
Bergkirchen,2021-11-08T21:14:54+01:00,436
Dachau,2021-11-08T21:14:54+01:00,3256
Erdweg,2021-11-08T21:14:54+01:00,408
Haimhausen,2021-11-08T21:14:54+01:00,299
Hebertshausen,2021-11-08T21:14:54+01:00,259
Hilgertshausen-Tandern,2021-11-08T21:14:54+01:00,194
Karlsfeld,2021-11-08T21:14:54+01:00,1732
Markt Indersdorf,2021-11-08T21:14:54+01:00,669
Odelzhausen,2021-11-08T21:14:54+01:00,341
Petershausen,2021-11-08T21:14:54+01:00,404
Pfaffenhofen a.d. Glonn,2021-11-08T21:14:54+01:00,115
Röhrmoos,2021-11-08T21:14:54+01:00,471
Schwabhausen,2021-11-08T21:14:54+01:00,393
Sulzemoos,2021-11-08T21:14:54+01:00,162
Vierkirchen,2021-11-08T21:14:54+01:00,294
Weichs,2021-11-08T21:14:54+01:00,222
