Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-04-08T21:30:00+02:00,68,55
Bergkirchen,2020-04-08T21:30:00+02:00,46,37
Dachau,2020-04-08T21:30:00+02:00,134,88
Erdweg,2020-04-08T21:30:00+02:00,20,20
Haimhausen,2020-04-08T21:30:00+02:00,22,9
Hebertshausen,2020-04-08T21:30:00+02:00,12,9
Hilgertshausen-Tandern,2020-04-08T21:30:00+02:00,11,7
Karlsfeld,2020-04-08T21:30:00+02:00,94,48
Markt Indersdorf,2020-04-08T21:30:00+02:00,38,26
Odelzhausen,2020-04-08T21:30:00+02:00,13,9
Petershausen,2020-04-08T21:30:00+02:00,21,16
Pfaffenhofen a.d. Glonn,2020-04-08T21:30:00+02:00,5,3
Röhrmoos,2020-04-08T21:30:00+02:00,52,10
Schwabhausen,2020-04-08T21:30:00+02:00,18,16
Sulzemoos,2020-04-08T21:30:00+02:00,14,8
Vierkirchen,2020-04-08T21:30:00+02:00,10,8
Weichs,2020-04-08T21:30:00+02:00,9,7
