Kommune,Timestamp,Confirmed
Altomünster,2021-05-03T21:13:18+02:00,399
Bergkirchen,2021-05-03T21:13:18+02:00,364
Dachau,2021-05-03T21:13:18+02:00,2441
Erdweg,2021-05-03T21:13:18+02:00,307
Haimhausen,2021-05-03T21:13:18+02:00,217
Hebertshausen,2021-05-03T21:13:18+02:00,213
Hilgertshausen-Tandern,2021-05-03T21:13:18+02:00,146
Karlsfeld,2021-05-03T21:13:18+02:00,1363
Markt Indersdorf,2021-05-03T21:13:18+02:00,565
Odelzhausen,2021-05-03T21:13:18+02:00,238
Petershausen,2021-05-03T21:13:18+02:00,246
Pfaffenhofen a.d. Glonn,2021-05-03T21:13:18+02:00,96
Röhrmoos,2021-05-03T21:13:18+02:00,398
Schwabhausen,2021-05-03T21:13:18+02:00,294
Sulzemoos,2021-05-03T21:13:18+02:00,121
Vierkirchen,2021-05-03T21:13:18+02:00,229
Weichs,2021-05-03T21:13:18+02:00,196
