Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-02-10T17:14:26+01:00,278,268
Bergkirchen,2021-02-10T17:14:26+01:00,246,227
Dachau,2021-02-10T17:14:26+01:00,1804,1760
Erdweg,2021-02-10T17:14:26+01:00,189,187
Haimhausen,2021-02-10T17:14:26+01:00,171,168
Hebertshausen,2021-02-10T17:14:26+01:00,125,121
Hilgertshausen-Tandern,2021-02-10T17:14:26+01:00,90,87
Karlsfeld,2021-02-10T17:14:26+01:00,1082,1014
Markt Indersdorf,2021-02-10T17:14:26+01:00,355,329
Odelzhausen,2021-02-10T17:14:26+01:00,149,139
Petershausen,2021-02-10T17:14:26+01:00,133,122
Pfaffenhofen a.d. Glonn,2021-02-10T17:14:26+01:00,70,63
Röhrmoos,2021-02-10T17:14:26+01:00,325,299
Schwabhausen,2021-02-10T17:14:26+01:00,210,207
Sulzemoos,2021-02-10T17:14:26+01:00,95,89
Vierkirchen,2021-02-10T17:14:26+01:00,143,140
Weichs,2021-02-10T17:14:26+01:00,155,101
