Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-10-16T17:59:00+02:00,94,91
Bergkirchen,2020-10-16T17:59:00+02:00,82,68
Dachau,2020-10-16T17:59:00+02:00,407,367
Erdweg,2020-10-16T17:59:00+02:00,35,34
Haimhausen,2020-10-16T17:59:00+02:00,37,35
Hebertshausen,2020-10-16T17:59:00+02:00,36,33
Hilgertshausen-Tandern,2020-10-16T17:59:00+02:00,17,16
Karlsfeld,2020-10-16T17:59:00+02:00,250,221
Markt Indersdorf,2020-10-16T17:59:00+02:00,76,72
Odelzhausen,2020-10-16T17:59:00+02:00,25,22
Petershausen,2020-10-16T17:59:00+02:00,39,33
Pfaffenhofen a.d. Glonn,2020-10-16T17:59:00+02:00,12,9
Röhrmoos,2020-10-16T17:59:00+02:00,144,122
Schwabhausen,2020-10-16T17:59:00+02:00,51,47
Sulzemoos,2020-10-16T17:59:00+02:00,21,17
Vierkirchen,2020-10-16T17:59:00+02:00,41,35
Weichs,2020-10-16T17:59:00+02:00,30,28
